['00490', '00490_0005354_cnn_inception100.csv', '0.00184915']
['00307', '00307_0034420_cnn_inception100.csv', '0.00110496']
['00386', '00386_0010636_cnn_inception100.csv', '0.002417']
['00335', '00335_0001693_cnn_inception100.csv', '0.00216098']
['00191', '00191_0064709_cnn_inception100.csv', '0.00265161']
['00073', '00073_0000687_cnn_inception100.csv', '0.0106951']
['00805', '00805_0002094_cnn_inception100.csv', '0.00196272']
['00829', '00829_0001688_cnn_inception100.csv', '0.00357915']
['00608', '00608_0027633_cnn_inception100.csv', '0.00350841']
['00830', '00830_0008271_cnn_inception100.csv', '0.00253743']
['00683', '00683_0002216_cnn_inception100.csv', '0.00206862']
['01256', '01256_0009109_cnn_inception100.csv', '0.0026218']
['01260', '01260_0018068_cnn_inception100.csv', '0.00127863']
['01096', '01096_0018061_cnn_inception100.csv', '0.00356963']
['01082', '01082_0010487_cnn_inception100.csv', '0.00186121']
['01228', '01228_0006087_cnn_inception100.csv', '0.000732663']
['01252', '01252_0007131_cnn_inception100.csv', '0.00371846']
['01058', '01058_0004448_cnn_inception100.csv', '0.00289105']
['01035', '01035_0005718_cnn_inception100.csv', '0.00537179']
['01277', '01277_0002246_cnn_inception100.csv', '0.00314265']
['01695', '01695_0016542_cnn_inception100.csv', '0.00186319']
['01691', '01691_0010350_cnn_inception100.csv', '0.00204178']
['01646', '01646_0001953_cnn_inception100.csv', '0.000973974']
['02703', '02703_0001495_cnn_inception100.csv', '0.00257555']
['02599', '02599_0006650_cnn_inception100.csv', '0.00216868']
['02612', '02612_0051252_cnn_inception100.csv', '0.00177224']
['02609', '02609_0007463_cnn_inception100.csv', '0.0058938']
['02522', '02522_0016960_cnn_inception100.csv', '0.00282032']
['02644', '02644_0006128_cnn_inception100.csv', '0.00149484']
['02212', '02212_0006987_cnn_inception100.csv', '0.00284175']
['03481', '03481_0023701_cnn_inception100.csv', '0.00693076']
['03060', '03060_0003167_cnn_inception100.csv', '0.00262996']
['03917', '03917_0000155_cnn_inception100.csv', '0.00229601']
['03661', '03661_0032745_cnn_inception100.csv', '0.00326488']
['04233', '04233_0007839_cnn_inception100.csv', '0.00661482']
['04053', '04053_0011936_cnn_inception100.csv', '0.00179868']
['04128', '04128_0000988_cnn_inception100.csv', '0.00322584']
['04868', '04868_0030061_cnn_inception100.csv', '0.00131137']
['04925', '04925_0022552_cnn_inception100.csv', '0.0114664']
['04975', '04975_0018935_cnn_inception100.csv', '0.00271397']
['04919', '04919_0000397_cnn_inception100.csv', '0.00793935']
['05174', '05174_0011254_cnn_inception100.csv', '0.00146638']
['05349', '05349_0003258_cnn_inception100.csv', '0.000628457']
['05374', '05374_0001061_cnn_inception100.csv', '0.00132918']
['05265', '05265_0001370_cnn_inception100.csv', '0.00182166']
['05136', '05136_0000157_cnn_inception100.csv', '0.000993628']
['05833', '05833_0005073_cnn_inception100.csv', '0.00824381']
['05828', '05828_0008854_cnn_inception100.csv', '0.00408305']
['05900', '05900_0000961_cnn_inception100.csv', '0.00116861']
['05562', '05562_0000650_cnn_inception100.csv', '0.00322128']
['06161', '06161_0003284_cnn_inception100.csv', '0.00205341']
['06031', '06031_0022463_cnn_inception100.csv', '0.00174992']
['06119', '06119_0005206_cnn_inception100.csv', '0.00574921']
['06662', '06662_0005526_cnn_inception100.csv', '0.00151444']
['06837', '06837_0011142_cnn_inception100.csv', '0.00263597']
['06714', '06714_0028529_cnn_inception100.csv', '0.00382938']
['07207', '07207_0004220_cnn_inception100.csv', '0.00241134']
