['00269', '00269_0002099_cnn_inception100.csv', '2.58297e-06']
['00324', '00324_0003680_cnn_inception100.csv', '0.00337557']
['00051', '00051_0003431_cnn_inception100.csv', '0.0397606']
['00410', '00410_0009706_cnn_inception100.csv', '5.2299e-06']
['00042', '00042_0008935_cnn_inception100.csv', '0.00398675']
['00890', '00890_0000985_cnn_inception100.csv', '0.00212919']
['00615', '00615_0006560_cnn_inception100.csv', '0.00240237']
['01203', '01203_0004408_cnn_inception100.csv', '0.0456213']
['01242', '01242_0005281_cnn_inception100.csv', '0.00185328']
['01218', '01218_0003171_cnn_inception100.csv', '0.00383885']
['01390', '01390_0009704_cnn_inception100.csv', '0.0392167']
['01135', '01135_0006504_cnn_inception100.csv', '0.00179001']
['01492', '01492_0018504_cnn_inception100.csv', '0.000179754']
['01569', '01569_0001387_cnn_inception100.csv', '0.00893962']
['01524', '01524_0011453_cnn_inception100.csv', '0.00308489']
['01788', '01788_0007772_cnn_inception100.csv', '0.00632167']
['01823', '01823_0002909_cnn_inception100.csv', '0.00550486']
['01507', '01507_0009954_cnn_inception100.csv', '0.000305609']
['01756', '01756_0008271_cnn_inception100.csv', '0.00373023']
['01501', '01501_0002627_cnn_inception100.csv', '0.00302803']
['02828', '02828_0003873_cnn_inception100.csv', '0.00365367']
['02424', '02424_0006158_cnn_inception100.csv', '0.0218424']
['02440', '02440_0001109_cnn_inception100.csv', '0.000218228']
['03177', '03177_0003480_cnn_inception100.csv', '7.32668e-05']
['03170', '03170_0002616_cnn_inception100.csv', '0.00102434']
['03094', '03094_0013758_cnn_inception100.csv', '0.000342427']
['03273', '03273_0015269_cnn_inception100.csv', '0.00155629']
['03015', '03015_0000088_cnn_inception100.csv', '0.00314307']
['03195', '03195_0010327_cnn_inception100.csv', '0.00074385']
['03364', '03364_0022542_cnn_inception100.csv', '0.000281366']
['03096', '03096_0004648_cnn_inception100.csv', '0.05863']
['03995', '03995_0000316_cnn_inception100.csv', '0.00280905']
['03960', '03960_0005142_cnn_inception100.csv', '0.0267065']
['03838', '03838_0011021_cnn_inception100.csv', '0.00304717']
['03550', '03550_0003069_cnn_inception100.csv', '0.0152743']
['03666', '03666_0004343_cnn_inception100.csv', '0.00143967']
['04465', '04465_0001613_cnn_inception100.csv', '0.00411904']
['04039', '04039_0006090_cnn_inception100.csv', '0.000633522']
['04267', '04267_0005507_cnn_inception100.csv', '3.15688e-05']
['04340', '04340_0005971_cnn_inception100.csv', '0.00066502']
['04346', '04346_0009867_cnn_inception100.csv', '0.0229416']
['04083', '04083_0006571_cnn_inception100.csv', '0.000797708']
['04457', '04457_0002393_cnn_inception100.csv', '0.000402896']
['04050', '04050_0003967_cnn_inception100.csv', '0.000262883']
['04106', '04106_0007021_cnn_inception100.csv', '0.000204886']
['04332', '04332_0002140_cnn_inception100.csv', '0.00641928']
['04481', '04481_0022772_cnn_inception100.csv', '0.000606334']
['04909', '04909_0002715_cnn_inception100.csv', '0.000134355']
['04673', '04673_0006166_cnn_inception100.csv', '1.11753e-05']
['04829', '04829_0008202_cnn_inception100.csv', '0.000122221']
['05120', '05120_0001226_cnn_inception100.csv', '0.000826326']
['05496', '05496_0001368_cnn_inception100.csv', '0.0023197']
['05275', '05275_0003244_cnn_inception100.csv', '0.000424805']
['05115', '05115_0004082_cnn_inception100.csv', '0.00148502']
['05057', '05057_0010088_cnn_inception100.csv', '0.00179585']
['05224', '05224_0004760_cnn_inception100.csv', '0.00352145']
['05713', '05713_0001200_cnn_inception100.csv', '0.0018325']
['05783', '05783_0021546_cnn_inception100.csv', '0.00460133']
['05743', '05743_0012135_cnn_inception100.csv', '0.000420082']
['05655', '05655_0006588_cnn_inception100.csv', '0.00740018']
['05808', '05808_0004456_cnn_inception100.csv', '0.00134584']
['05885', '05885_0002208_cnn_inception100.csv', '0.000374196']
['05958', '05958_0004306_cnn_inception100.csv', '0.00120767']
['06168', '06168_0007586_cnn_inception100.csv', '0.000625161']
['06250', '06250_0005717_cnn_inception100.csv', '0.000459252']
['06400', '06400_0004912_cnn_inception100.csv', '0.000615765']
['06678', '06678_0000122_cnn_inception100.csv', '0.00149823']
['06625', '06625_0007312_cnn_inception100.csv', '1.74718e-05']
['06781', '06781_0008381_cnn_inception100.csv', '0.00020633']
['07473', '07473_0007035_cnn_inception100.csv', '0.0071946']
['07248', '07248_0003816_cnn_inception100.csv', '0.0452943']
['07153', '07153_0000407_cnn_inception100.csv', '0.0016317']
['07310', '07310_0002405_cnn_inception100.csv', '0.00286451']
['07230', '07230_0000621_cnn_inception100.csv', '2.21642e-05']
['07292', '07292_0010216_cnn_inception100.csv', '0.00786348']
