['00065', '00065_0005799_cnn_inception100.csv', '6.58306e-06']
['00001', '00001_0001302_cnn_inception100.csv', '1.60095e-05']
['00267', '00267_0005136_cnn_inception100.csv', '0.000225884']
['00142', '00142_0000307_cnn_inception100.csv', '0.00356558']
['00280', '00280_0003839_cnn_inception100.csv', '0.000206862']
['00176', '00176_0006178_cnn_inception100.csv', '0.00195461']
['00344', '00344_0001674_cnn_inception100.csv', '0.000959227']
['00108', '00108_0007691_cnn_inception100.csv', '0.00178662']
['00428', '00428_0005964_cnn_inception100.csv', '0.000534099']
['00595', '00595_0003952_cnn_inception100.csv', '2.46407e-05']
['00628', '00628_0000325_cnn_inception100.csv', '0.00202161']
['00698', '00698_0002312_cnn_inception100.csv', '0.0526842']
['00530', '00530_0001198_cnn_inception100.csv', '0.000288891']
['00677', '00677_0000978_cnn_inception100.csv', '0.00265441']
['00825', '00825_0002477_cnn_inception100.csv', '2.22242e-05']
['01145', '01145_0004326_cnn_inception100.csv', '5.40457e-06']
['01294', '01294_0003101_cnn_inception100.csv', '0.00225145']
['01261', '01261_0005631_cnn_inception100.csv', '0.00706286']
['01040', '01040_0004426_cnn_inception100.csv', '2.75963e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.00273529']
['01124', '01124_0006390_cnn_inception100.csv', '4.17295e-05']
['01230', '01230_0004960_cnn_inception100.csv', '0.00483146']
['01395', '01395_0005052_cnn_inception100.csv', '0.0650287']
['01777', '01777_0005598_cnn_inception100.csv', '0.00182621']
['01982', '01982_0003921_cnn_inception100.csv', '0.000211804']
['01835', '01835_0007752_cnn_inception100.csv', '0.0074698']
['01798', '01798_0010296_cnn_inception100.csv', '0.000401784']
['01797', '01797_0000702_cnn_inception100.csv', '0.00311993']
['01514', '01514_0001826_cnn_inception100.csv', '0.000207755']
['01698', '01698_0001248_cnn_inception100.csv', '1.97851e-05']
['01639', '01639_0009790_cnn_inception100.csv', '4.89354e-07']
['01670', '01670_0005088_cnn_inception100.csv', '0.0013624']
['01554', '01554_0000394_cnn_inception100.csv', '9.24925e-08']
['02705', '02705_0005628_cnn_inception100.csv', '0.000751759']
['02876', '02876_0000707_cnn_inception100.csv', '3.78838e-07']
['02841', '02841_0000934_cnn_inception100.csv', '9.23509e-06']
['02606', '02606_0016449_cnn_inception100.csv', '0.000327376']
['02729', '02729_0003713_cnn_inception100.csv', '0.00564889']
['02988', '02988_0007963_cnn_inception100.csv', '4.73625e-05']
['02524', '02524_0000915_cnn_inception100.csv', '0.000513234']
['02772', '02772_0006140_cnn_inception100.csv', '1.28592e-06']
['02730', '02730_0004914_cnn_inception100.csv', '0.000262554']
['02953', '02953_0031804_cnn_inception100.csv', '0.000963758']
['02866', '02866_0005799_cnn_inception100.csv', '1.08726e-05']
['02712', '02712_0001041_cnn_inception100.csv', '1.05354e-07']
['02359', '02359_0008508_cnn_inception100.csv', '2.84024e-08']
['02420', '02420_0009129_cnn_inception100.csv', '9.49768e-05']
['02080', '02080_0010257_cnn_inception100.csv', '0.00788629']
['02056', '02056_0002993_cnn_inception100.csv', '9.3119e-06']
['02184', '02184_0002592_cnn_inception100.csv', '0.000249645']
['02316', '02316_0004114_cnn_inception100.csv', '0.000475865']
['02318', '02318_0002276_cnn_inception100.csv', '0.0021099']
['02048', '02048_0004849_cnn_inception100.csv', '0.00171923']
['02260', '02260_0003574_cnn_inception100.csv', '0.00172735']
['03248', '03248_0004691_cnn_inception100.csv', '0.00129999']
['03429', '03429_0000785_cnn_inception100.csv', '8.85064e-05']
['03387', '03387_0005740_cnn_inception100.csv', '0.00133658']
['03122', '03122_0007309_cnn_inception100.csv', '9.90229e-05']
['03495', '03495_0004178_cnn_inception100.csv', '0.00170712']
['03399', '03399_0003455_cnn_inception100.csv', '1.09174e-05']
['03347', '03347_0002089_cnn_inception100.csv', '0.00570372']
['03031', '03031_0005341_cnn_inception100.csv', '9.75438e-08']
['03408', '03408_0002294_cnn_inception100.csv', '0.00211051']
['03052', '03052_0000414_cnn_inception100.csv', '0.000241799']
['03620', '03620_0000581_cnn_inception100.csv', '0.00165741']
['03799', '03799_0005028_cnn_inception100.csv', '2.80926e-06']
['03754', '03754_0006145_cnn_inception100.csv', '0.000457264']
['04251', '04251_0010147_cnn_inception100.csv', '7.0996e-05']
['04438', '04438_0004944_cnn_inception100.csv', '0.0011465']
['04384', '04384_0008953_cnn_inception100.csv', '0.00152555']
['04364', '04364_0004133_cnn_inception100.csv', '0.000104709']
['04482', '04482_0007376_cnn_inception100.csv', '0.00276082']
['04351', '04351_0001925_cnn_inception100.csv', '0.00521392']
['04604', '04604_0000111_cnn_inception100.csv', '0.000405626']
['04723', '04723_0002699_cnn_inception100.csv', '0.00232085']
['04617', '04617_0035615_cnn_inception100.csv', '0.000240296']
['04743', '04743_0003895_cnn_inception100.csv', '0.000968362']
['04878', '04878_0002385_cnn_inception100.csv', '0.000777827']
['04824', '04824_0001824_cnn_inception100.csv', '0.000305405']
['05313', '05313_0003240_cnn_inception100.csv', '0.0073237']
['05259', '05259_0003400_cnn_inception100.csv', '0.00126372']
['05091', '05091_0003216_cnn_inception100.csv', '0.000177109']
['05439', '05439_0006182_cnn_inception100.csv', '0.0012469']
['05233', '05233_0011960_cnn_inception100.csv', '0.0025471']
['05019', '05019_0000356_cnn_inception100.csv', '0.00331919']
['05139', '05139_0006997_cnn_inception100.csv', '0.00281269']
['05164', '05164_0000837_cnn_inception100.csv', '0.00179582']
['05752', '05752_0008371_cnn_inception100.csv', '0.000140533']
['05772', '05772_0024069_cnn_inception100.csv', '2.63141e-05']
['05917', '05917_0004888_cnn_inception100.csv', '3.06048e-05']
['05697', '05697_0002543_cnn_inception100.csv', '0.00160953']
['05536', '05536_0004427_cnn_inception100.csv', '0.0240856']
['06198', '06198_0001573_cnn_inception100.csv', '0.00145911']
['06095', '06095_0007815_cnn_inception100.csv', '0.000353001']
['06171', '06171_0010781_cnn_inception100.csv', '7.64502e-06']
['06390', '06390_0003138_cnn_inception100.csv', '0.00951224']
['06048', '06048_0005710_cnn_inception100.csv', '0.0046776']
['06454', '06454_0007957_cnn_inception100.csv', '0.000180738']
['06498', '06498_0003316_cnn_inception100.csv', '3.33858e-05']
['06172', '06172_0004899_cnn_inception100.csv', '0.0342391']
['06553', '06553_0006980_cnn_inception100.csv', '0.00473176']
['06883', '06883_0004581_cnn_inception100.csv', '0.00188947']
['06548', '06548_0016036_cnn_inception100.csv', '0.0103381']
['06873', '06873_0010358_cnn_inception100.csv', '0.000575965']
['06777', '06777_0001086_cnn_inception100.csv', '0.00323412']
['07072', '07072_0004570_cnn_inception100.csv', '9.55788e-06']
['07472', '07472_0011934_cnn_inception100.csv', '0.000984831']
['07361', '07361_0011287_cnn_inception100.csv', '0.0400499']
['07198', '07198_0000257_cnn_inception100.csv', '0.00492993']
['07056', '07056_0002541_cnn_inception100.csv', '0.00231135']
['07220', '07220_0005828_cnn_inception100.csv', '9.48318e-06']
['07211', '07211_0008621_cnn_inception100.csv', '1.47105e-06']
['07371', '07371_0000812_cnn_inception100.csv', '0.00718157']
