['00077', '00077_0005274_cnn_inception100.csv', '0.00914759']
['00219', '00219_0005741_cnn_inception100.csv', '0.00719884']
['00433', '00433_0005245_cnn_inception100.csv', '0.00359496']
['00033', '00033_0002671_cnn_inception100.csv', '0.00328232']
['00045', '00045_0000885_cnn_inception100.csv', '0.000599125']
['00283', '00283_0010177_cnn_inception100.csv', '0.00081115']
['00990', '00990_0001370_cnn_inception100.csv', '0.00462743']
['00557', '00557_0000836_cnn_inception100.csv', '0.00101912']
['00616', '00616_0007629_cnn_inception100.csv', '0.000884312']
['00743', '00743_0010245_cnn_inception100.csv', '0.00156053']
['00756', '00756_0001643_cnn_inception100.csv', '0.00129239']
['00935', '00935_0000390_cnn_inception100.csv', '0.00269068']
['01117', '01117_0002393_cnn_inception100.csv', '0.000599395']
['01401', '01401_0078402_cnn_inception100.csv', '0.00267903']
['01984', '01984_0004141_cnn_inception100.csv', '0.00396881']
['01811', '01811_0006483_cnn_inception100.csv', '0.00204678']
['01791', '01791_0005965_cnn_inception100.csv', '0.00705984']
['01752', '01752_0000240_cnn_inception100.csv', '0.00249947']
['01636', '01636_0006065_cnn_inception100.csv', '0.00262474']
['01815', '01815_0002784_cnn_inception100.csv', '0.00466471']
['01757', '01757_0005331_cnn_inception100.csv', '0.00174878']
['02598', '02598_0004488_cnn_inception100.csv', '0.00184166']
['02890', '02890_0003362_cnn_inception100.csv', '0.00469169']
['02716', '02716_0003439_cnn_inception100.csv', '0.00218588']
['02618', '02618_0005107_cnn_inception100.csv', '0.00482314']
['02845', '02845_0000016_cnn_inception100.csv', '0.0483822']
['02982', '02982_0002946_cnn_inception100.csv', '0.0188319']
['02277', '02277_0025785_cnn_inception100.csv', '2.77664e-06']
['02219', '02219_0002195_cnn_inception100.csv', '0.00322817']
['03421', '03421_0001687_cnn_inception100.csv', '0.0014594']
['03445', '03445_0001456_cnn_inception100.csv', '0.0010805']
['03321', '03321_0001988_cnn_inception100.csv', '0.00122567']
['03402', '03402_0006461_cnn_inception100.csv', '0.0182673']
['03435', '03435_0005157_cnn_inception100.csv', '0.000757002']
['03005', '03005_0000271_cnn_inception100.csv', '0.00476505']
['03071', '03071_0003032_cnn_inception100.csv', '0.00372233']
['03795', '03795_0000309_cnn_inception100.csv', '0.00246528']
['03630', '03630_0004904_cnn_inception100.csv', '0.00137923']
['03837', '03837_0005711_cnn_inception100.csv', '0.0172734']
['03516', '03516_0003305_cnn_inception100.csv', '0.00762391']
['03715', '03715_0000207_cnn_inception100.csv', '0.00123808']
['03833', '03833_0015616_cnn_inception100.csv', '0.0101881']
['04266', '04266_0010742_cnn_inception100.csv', '0.00146809']
['04175', '04175_0006768_cnn_inception100.csv', '0.00241394']
['04365', '04365_0002098_cnn_inception100.csv', '0.000389746']
['04004', '04004_0015879_cnn_inception100.csv', '0.000736895']
['04374', '04374_0016347_cnn_inception100.csv', '0.00120273']
['04152', '04152_0000785_cnn_inception100.csv', '0.00213226']
['04714', '04714_0000655_cnn_inception100.csv', '0.0182224']
['04984', '04984_0009123_cnn_inception100.csv', '0.00103735']
['04652', '04652_0003761_cnn_inception100.csv', '0.00523821']
['05377', '05377_0002517_cnn_inception100.csv', '0.00246573']
['05119', '05119_0034595_cnn_inception100.csv', '0.00127258']
['05340', '05340_0029950_cnn_inception100.csv', '0.00445487']
['05464', '05464_0002844_cnn_inception100.csv', '0.0042415']
['05290', '05290_0004657_cnn_inception100.csv', '0.000668936']
['05270', '05270_0001375_cnn_inception100.csv', '0.0166244']
['05722', '05722_0010183_cnn_inception100.csv', '0.000584177']
['05783', '05783_0021546_cnn_inception100.csv', '0.0154894']
['05950', '05950_0002036_cnn_inception100.csv', '0.000523722']
['05905', '05905_0003513_cnn_inception100.csv', '0.0339548']
['06072', '06072_0004225_cnn_inception100.csv', '9.50635e-05']
['06195', '06195_0004009_cnn_inception100.csv', '0.000490788']
['06337', '06337_0002906_cnn_inception100.csv', '0.000296824']
['06232', '06232_0004601_cnn_inception100.csv', '0.00203095']
['06268', '06268_0002230_cnn_inception100.csv', '0.00288362']
['06144', '06144_0004771_cnn_inception100.csv', '0.00368834']
['06697', '06697_0003633_cnn_inception100.csv', '0.00976767']
['06774', '06774_0004659_cnn_inception100.csv', '0.00248293']
['06895', '06895_0004798_cnn_inception100.csv', '0.00120147']
['07029', '07029_0003257_cnn_inception100.csv', '0.00448501']
['07155', '07155_0004108_cnn_inception100.csv', '0.00368395']
['07035', '07035_0002361_cnn_inception100.csv', '0.00162268']
['07085', '07085_0042222_cnn_inception100.csv', '0.00112317']
['07289', '07289_0002495_cnn_inception100.csv', '0.00170735']
['07151', '07151_0004853_cnn_inception100.csv', '0.00100386']
['07390', '07390_0001817_cnn_inception100.csv', '0.000539632']
