['00437', '00437_0002786_cnn_inception100.csv', '0.0036038']
['00117', '00117_0005989_cnn_inception100.csv', '2.57282e-05']
['00289', '00289_0009652_cnn_inception100.csv', '0.000486157']
['00693', '00693_0000891_cnn_inception100.csv', '0.00285164']
['00938', '00938_0007026_cnn_inception100.csv', '0.00144089']
['00845', '00845_0002619_cnn_inception100.csv', '0.00179169']
['00759', '00759_0002736_cnn_inception100.csv', '0.00235875']
['01031', '01031_0007238_cnn_inception100.csv', '0.00191534']
['01065', '01065_0009331_cnn_inception100.csv', '7.52231e-05']
['01025', '01025_0003189_cnn_inception100.csv', '0.00124787']
['01003', '01003_0003772_cnn_inception100.csv', '0.000962644']
['01130', '01130_0034252_cnn_inception100.csv', '0.000111645']
['01666', '01666_0001114_cnn_inception100.csv', '0.00091904']
['01990', '01990_0004514_cnn_inception100.csv', '0.0013474']
['01662', '01662_0004722_cnn_inception100.csv', '0.00463191']
['01553', '01553_0001608_cnn_inception100.csv', '0.00353493']
['01733', '01733_0011285_cnn_inception100.csv', '1.48878e-06']
['02969', '02969_0000241_cnn_inception100.csv', '0.00221028']
['02919', '02919_0000641_cnn_inception100.csv', '0.0125282']
['02753', '02753_0005578_cnn_inception100.csv', '0.00102255']
['02939', '02939_0008255_cnn_inception100.csv', '0.00837042']
['02645', '02645_0000571_cnn_inception100.csv', '0.00179489']
['02976', '02976_0003106_cnn_inception100.csv', '0.00174394']
['02517', '02517_0006943_cnn_inception100.csv', '0.000527876']
['02027', '02027_0004859_cnn_inception100.csv', '0.0413154']
['02005', '02005_0000681_cnn_inception100.csv', '0.00920332']
['02461', '02461_0032000_cnn_inception100.csv', '0.00163955']
['02320', '02320_0003901_cnn_inception100.csv', '0.00131762']
['02186', '02186_0000436_cnn_inception100.csv', '0.0180667']
['03271', '03271_0006779_cnn_inception100.csv', '1.97817e-05']
['03262', '03262_0005833_cnn_inception100.csv', '0.000824637']
['03230', '03230_0016424_cnn_inception100.csv', '0.00490538']
['03378', '03378_0025440_cnn_inception100.csv', '0.00385171']
['03430', '03430_0003883_cnn_inception100.csv', '0.00129357']
['03812', '03812_0007207_cnn_inception100.csv', '0.000853809']
['03597', '03597_0005236_cnn_inception100.csv', '0.0107186']
['03774', '03774_0005535_cnn_inception100.csv', '0.0349039']
['03997', '03997_0049553_cnn_inception100.csv', '0.00177781']
['03741', '03741_0004323_cnn_inception100.csv', '0.00172214']
['03783', '03783_0012241_cnn_inception100.csv', '0.000440563']
['03971', '03971_0011298_cnn_inception100.csv', '0.00102959']
['04463', '04463_0008382_cnn_inception100.csv', '0.000891847']
['04062', '04062_0004908_cnn_inception100.csv', '3.88075e-05']
['04167', '04167_0000694_cnn_inception100.csv', '0.00656832']
['04254', '04254_0002401_cnn_inception100.csv', '0.000617322']
['04115', '04115_0003792_cnn_inception100.csv', '0.000742606']
['04359', '04359_0000475_cnn_inception100.csv', '0.00179162']
['04533', '04533_0005294_cnn_inception100.csv', '0.000863602']
['05656', '05656_0001795_cnn_inception100.csv', '0.000271019']
['05857', '05857_0016475_cnn_inception100.csv', '0.00272292']
['05736', '05736_0015048_cnn_inception100.csv', '0.000957805']
['05663', '05663_0001059_cnn_inception100.csv', '1.12087e-06']
['06366', '06366_0010705_cnn_inception100.csv', '0.000482761']
['06132', '06132_0017887_cnn_inception100.csv', '0.00212445']
['06376', '06376_0005806_cnn_inception100.csv', '0.000681111']
['06794', '06794_0003118_cnn_inception100.csv', '0.000604197']
['06933', '06933_0034513_cnn_inception100.csv', '0.000396803']
['06906', '06906_0005769_cnn_inception100.csv', '2.31051e-05']
['06686', '06686_0012841_cnn_inception100.csv', '0.00756792']
['06803', '06803_0006742_cnn_inception100.csv', '0.000902015']
['07045', '07045_0036123_cnn_inception100.csv', '0.00210736']
['07326', '07326_0008172_cnn_inception100.csv', '0.00199605']
['07105', '07105_0001794_cnn_inception100.csv', '0.00118608']
['07315', '07315_0001356_cnn_inception100.csv', '0.00340401']
