['00117', '00117_0005989_cnn_inception100.csv', '8.36984e-05']
['00122', '00122_0000391_cnn_inception100.csv', '0.000438571']
['00562', '00562_0000168_cnn_inception100.csv', '0.00202219']
['01220', '01220_0007220_cnn_inception100.csv', '0.00899124']
['01724', '01724_0003816_cnn_inception100.csv', '0.000739819']
['01725', '01725_0016640_cnn_inception100.csv', '0.001423']
['01732', '01732_0003705_cnn_inception100.csv', '0.00068486']
['02955', '02955_0000676_cnn_inception100.csv', '0.00113726']
['02947', '02947_0004370_cnn_inception100.csv', '0.00111828']
['02417', '02417_0002783_cnn_inception100.csv', '0.0143698']
['03212', '03212_0003254_cnn_inception100.csv', '0.000781177']
['03426', '03426_0010308_cnn_inception100.csv', '0.000637706']
['03092', '03092_0002023_cnn_inception100.csv', '0.00187101']
['03230', '03230_0016424_cnn_inception100.csv', '0.00134164']
['03812', '03812_0007207_cnn_inception100.csv', '0.00131056']
['03741', '03741_0004323_cnn_inception100.csv', '0.00241479']
['03746', '03746_0003797_cnn_inception100.csv', '0.00167786']
['03529', '03529_0001355_cnn_inception100.csv', '0.00179527']
['04445', '04445_0007913_cnn_inception100.csv', '0.00248059']
['04924', '04924_0002732_cnn_inception100.csv', '0.00709402']
['04745', '04745_0008686_cnn_inception100.csv', '0.000121231']
['04582', '04582_0005082_cnn_inception100.csv', '0.0025241']
['05835', '05835_0002558_cnn_inception100.csv', '0.00542134']
['05534', '05534_0020374_cnn_inception100.csv', '0.00875682']
['05530', '05530_0002593_cnn_inception100.csv', '0.00328099']
['06054', '06054_0003666_cnn_inception100.csv', '0.0037477']
['06491', '06491_0007651_cnn_inception100.csv', '0.00253266']
['06945', '06945_0000530_cnn_inception100.csv', '0.00565553']
['07027', '07027_0011523_cnn_inception100.csv', '0.0124182']
['07089', '07089_0008387_cnn_inception100.csv', '0.0154051']
['07045', '07045_0036123_cnn_inception100.csv', '0.00602428']
['07430', '07430_0013780_cnn_inception100.csv', '0.0553822']
