['00454', '00454_0003884_cnn_inception100.csv', '0.00104463']
['00237', '00237_0002615_cnn_inception100.csv', '0.0133676']
['00215', '00215_0013957_cnn_inception100.csv', '0.00182722']
['00561', '00561_0000402_cnn_inception100.csv', '0.00350865']
['00652', '00652_0002499_cnn_inception100.csv', '0.0023677']
['00548', '00548_0002058_cnn_inception100.csv', '0.000846888']
['00917', '00917_0001517_cnn_inception100.csv', '0.00159942']
['00956', '00956_0001659_cnn_inception100.csv', '0.00169054']
['01142', '01142_0010712_cnn_inception100.csv', '0.00167515']
['01462', '01462_0001555_cnn_inception100.csv', '1.03924e-05']
['01345', '01345_0018052_cnn_inception100.csv', '0.00151312']
['01028', '01028_0003008_cnn_inception100.csv', '0.0018209']
['01241', '01241_0001113_cnn_inception100.csv', '9.55701e-05']
['01650', '01650_0002319_cnn_inception100.csv', '0.00927048']
['01889', '01889_0004956_cnn_inception100.csv', '0.0130242']
['02823', '02823_0012635_cnn_inception100.csv', '4.20671e-05']
['02945', '02945_0004425_cnn_inception100.csv', '0.00325503']
['02771', '02771_0003027_cnn_inception100.csv', '2.38873e-05']
['02045', '02045_0004050_cnn_inception100.csv', '0.00376171']
['02297', '02297_0002149_cnn_inception100.csv', '0.0052948']
['03445', '03445_0001456_cnn_inception100.csv', '0.00187066']
['03553', '03553_0001132_cnn_inception100.csv', '3.09999e-05']
['03831', '03831_0002530_cnn_inception100.csv', '0.000146555']
['03668', '03668_0007967_cnn_inception100.csv', '0.00207112']
['04172', '04172_0007128_cnn_inception100.csv', '0.0219862']
['04930', '04930_0006149_cnn_inception100.csv', '0.00389553']
['05483', '05483_0003305_cnn_inception100.csv', '2.86121e-05']
['05352', '05352_0005934_cnn_inception100.csv', '0.00363436']
['05368', '05368_0000417_cnn_inception100.csv', '0.00353267']
['05744', '05744_0004729_cnn_inception100.csv', '0.00166515']
['05662', '05662_0001989_cnn_inception100.csv', '0.00172973']
['05849', '05849_0002370_cnn_inception100.csv', '0.000766038']
['06197', '06197_0001283_cnn_inception100.csv', '0.0019906']
['06488', '06488_0000372_cnn_inception100.csv', '0.00152745']
['06411', '06411_0005038_cnn_inception100.csv', '0.00111033']
['06278', '06278_0011889_cnn_inception100.csv', '0.000173496']
['06468', '06468_0005422_cnn_inception100.csv', '0.000803469']
['06159', '06159_0006877_cnn_inception100.csv', '0.001367']
['06227', '06227_0001354_cnn_inception100.csv', '0.0020312']
['06281', '06281_0002557_cnn_inception100.csv', '0.0115966']
['06031', '06031_0022463_cnn_inception100.csv', '0.0105478']
['06801', '06801_0000442_cnn_inception100.csv', '0.000617594']
['06650', '06650_0001829_cnn_inception100.csv', '0.00190829']
['06713', '06713_0006676_cnn_inception100.csv', '0.00305902']
['07018', '07018_0002262_cnn_inception100.csv', '0.00267086']
['07386', '07386_0006317_cnn_inception100.csv', '0.00485746']
['07040', '07040_0001412_cnn_inception100.csv', '0.00230054']
