['00294', '00294_0004730_cnn_inception100.csv', '0.00250247']
['00180', '00180_0004175_cnn_inception100.csv', '0.00182017']
['00160', '00160_0001778_cnn_inception100.csv', '0.0123351']
['00485', '00485_0001987_cnn_inception100.csv', '0.00423566']
['00005', '00005_0007863_cnn_inception100.csv', '0.00192524']
['00027', '00027_0007650_cnn_inception100.csv', '0.00159702']
['00779', '00779_0002115_cnn_inception100.csv', '0.00104181']
['00964', '00964_0000643_cnn_inception100.csv', '0.0014118']
['00768', '00768_0002784_cnn_inception100.csv', '0.0019923']
['01409', '01409_0003799_cnn_inception100.csv', '0.00121779']
['01463', '01463_0028360_cnn_inception100.csv', '0.00434462']
['01381', '01381_0002370_cnn_inception100.csv', '0.0135637']
['01177', '01177_0001365_cnn_inception100.csv', '0.000235527']
['01469', '01469_0004873_cnn_inception100.csv', '0.00152086']
['01028', '01028_0003008_cnn_inception100.csv', '0.00180355']
['01628', '01628_0003322_cnn_inception100.csv', '0.00442875']
['01998', '01998_0002700_cnn_inception100.csv', '0.00171071']
['01954', '01954_0002056_cnn_inception100.csv', '0.00898962']
['01655', '01655_0000595_cnn_inception100.csv', '0.00151863']
['01685', '01685_0002847_cnn_inception100.csv', '0.000128719']
['02682', '02682_0006096_cnn_inception100.csv', '0.00141746']
['02613', '02613_0002711_cnn_inception100.csv', '0.0828808']
['02891', '02891_0001602_cnn_inception100.csv', '0.00296561']
['02515', '02515_0003682_cnn_inception100.csv', '0.00222115']
['02910', '02910_0006578_cnn_inception100.csv', '0.000875899']
['02560', '02560_0006184_cnn_inception100.csv', '0.00238776']
['02304', '02304_0001870_cnn_inception100.csv', '0.00357285']
['02368', '02368_0007747_cnn_inception100.csv', '0.00209648']
['02392', '02392_0003517_cnn_inception100.csv', '0.00156662']
['02018', '02018_0000778_cnn_inception100.csv', '0.00570644']
['02299', '02299_0004479_cnn_inception100.csv', '0.00555826']
['02012', '02012_0001532_cnn_inception100.csv', '0.00887552']
['02491', '02491_0004416_cnn_inception100.csv', '0.00250253']
['02007', '02007_0022530_cnn_inception100.csv', '0.00298886']
