['00274', '00274_0001336_cnn_inception100.csv', '0.00292257']
['00797', '00797_0001094_cnn_inception100.csv', '0.285608']
['00927', '00927_0005503_cnn_inception100.csv', '0.000132615']
['00570', '00570_0003625_cnn_inception100.csv', '0.00827414']
['01267', '01267_0001171_cnn_inception100.csv', '0.0037054']
['01148', '01148_0016984_cnn_inception100.csv', '0.000507244']
['01215', '01215_0005878_cnn_inception100.csv', '0.00703859']
['01074', '01074_0002844_cnn_inception100.csv', '0.00891098']
['01394', '01394_0008244_cnn_inception100.csv', '0.00127895']
['01136', '01136_0006552_cnn_inception100.csv', '0.000296229']
['01736', '01736_0003234_cnn_inception100.csv', '0.00740184']
['02552', '02552_0068553_cnn_inception100.csv', '0.00281174']
['02678', '02678_0004320_cnn_inception100.csv', '7.48464e-05']
['02690', '02690_0000920_cnn_inception100.csv', '0.000855982']
['02463', '02463_0002936_cnn_inception100.csv', '0.046021']
['03088', '03088_0007354_cnn_inception100.csv', '0.000457651']
['03794', '03794_0022252_cnn_inception100.csv', '0.00161708']
['03861', '03861_0012741_cnn_inception100.csv', '8.72431e-05']
['03859', '03859_0005427_cnn_inception100.csv', '0.00412364']
['04064', '04064_0001440_cnn_inception100.csv', '0.000671964']
['04211', '04211_0001223_cnn_inception100.csv', '0.0459021']
['04743', '04743_0003895_cnn_inception100.csv', '0.00155056']
['05029', '05029_0033677_cnn_inception100.csv', '0.00373452']
['05420', '05420_0003488_cnn_inception100.csv', '0.000274171']
['05687', '05687_0000472_cnn_inception100.csv', '0.0037695']
['05739', '05739_0005345_cnn_inception100.csv', '0.00886635']
['06019', '06019_0000218_cnn_inception100.csv', '5.79908e-05']
['06295', '06295_0004639_cnn_inception100.csv', '0.000127561']
['06825', '06825_0001641_cnn_inception100.csv', '0.000703561']
['06986', '06986_0000852_cnn_inception100.csv', '0.00021559']
['06817', '06817_0006233_cnn_inception100.csv', '0.000866182']
['06692', '06692_0002222_cnn_inception100.csv', '0.00125898']
['07238', '07238_0002129_cnn_inception100.csv', '0.00340628']
['07132', '07132_0004865_cnn_inception100.csv', '0.00109537']
