['00453', '00453_0004386_cnn_inception100.csv', '5.00091e-05']
['00398', '00398_0002383_cnn_inception100.csv', '0.00219579']
['00391', '00391_0060740_cnn_inception100.csv', '0.0034929']
['00461', '00461_0005916_cnn_inception100.csv', '3.09669e-06']
['00375', '00375_0005651_cnn_inception100.csv', '0.00321063']
['00473', '00473_0002229_cnn_inception100.csv', '0.00557305']
['00658', '00658_0001330_cnn_inception100.csv', '0.00507353']
['00868', '00868_0000698_cnn_inception100.csv', '0.000680347']
['01313', '01313_0002517_cnn_inception100.csv', '0.00373782']
['01406', '01406_0002059_cnn_inception100.csv', '0.0010901']
['01047', '01047_0001455_cnn_inception100.csv', '0.000357298']
['01443', '01443_0003578_cnn_inception100.csv', '0.00315195']
['01279', '01279_0003316_cnn_inception100.csv', '0.00205177']
['01880', '01880_0006532_cnn_inception100.csv', '0.0114089']
['01991', '01991_0004817_cnn_inception100.csv', '0.00211167']
['01684', '01684_0007822_cnn_inception100.csv', '0.00261592']
['01968', '01968_0012939_cnn_inception100.csv', '0.0058715']
['02004', '02004_0002578_cnn_inception100.csv', '0.000739981']
['02386', '02386_0002720_cnn_inception100.csv', '0.001099']
['02036', '02036_0005864_cnn_inception100.csv', '0.000606166']
['02382', '02382_0001770_cnn_inception100.csv', '0.00063429']
['03092', '03092_0002023_cnn_inception100.csv', '0.00346872']
['03621', '03621_0001745_cnn_inception100.csv', '0.00130584']
['04151', '04151_0006331_cnn_inception100.csv', '0.00169496']
['04424', '04424_0003508_cnn_inception100.csv', '0.000243873']
['04092', '04092_0004647_cnn_inception100.csv', '0.00539099']
['04872', '04872_0004004_cnn_inception100.csv', '0.00155523']
['04618', '04618_0002502_cnn_inception100.csv', '0.189399']
['04716', '04716_0003732_cnn_inception100.csv', '0.00317633']
['04973', '04973_0000815_cnn_inception100.csv', '0.00293839']
['04822', '04822_0003482_cnn_inception100.csv', '0.00326398']
['05169', '05169_0006349_cnn_inception100.csv', '0.00390627']
['05626', '05626_0000277_cnn_inception100.csv', '0.00103398']
['05547', '05547_0006002_cnn_inception100.csv', '0.00157242']
['05847', '05847_0000325_cnn_inception100.csv', '0.00283587']
['06361', '06361_0000166_cnn_inception100.csv', '0.0301788']
['06108', '06108_0003169_cnn_inception100.csv', '0.000801365']
['06185', '06185_0003128_cnn_inception100.csv', '0.00136459']
['06375', '06375_0002375_cnn_inception100.csv', '0.0014077']
['06479', '06479_0005397_cnn_inception100.csv', '0.00315511']
['06573', '06573_0001527_cnn_inception100.csv', '0.000200308']
['07427', '07427_0000866_cnn_inception100.csv', '0.00312407']
