['00491', '00491_0004314_cnn_inception100.csv', '1.30191e-05']
['00391', '00391_0060740_cnn_inception100.csv', '0.0170171']
['00253', '00253_0001745_cnn_inception100.csv', '0.00161461']
['00095', '00095_0016518_cnn_inception100.csv', '0.0166242']
['00155', '00155_0001467_cnn_inception100.csv', '0.00064709']
['01118', '01118_0008296_cnn_inception100.csv', '0.00204014']
['01391', '01391_0000077_cnn_inception100.csv', '0.00332251']
['01661', '01661_0002365_cnn_inception100.csv', '0.00772001']
['01533', '01533_0010984_cnn_inception100.csv', '0.000163016']
['01571', '01571_0001570_cnn_inception100.csv', '0.00183744']
['02279', '02279_0004345_cnn_inception100.csv', '0.00243243']
['02182', '02182_0017034_cnn_inception100.csv', '0.000283832']
['02378', '02378_0002792_cnn_inception100.csv', '0.0100367']
['03374', '03374_0005404_cnn_inception100.csv', '0.0978876']
['03515', '03515_0000632_cnn_inception100.csv', '0.00432631']
['03609', '03609_0002887_cnn_inception100.csv', '0.00297071']
['03954', '03954_0019171_cnn_inception100.csv', '0.0116158']
['03602', '03602_0004957_cnn_inception100.csv', '0.00126327']
['04005', '04005_0010221_cnn_inception100.csv', '0.00713727']
['04856', '04856_0004698_cnn_inception100.csv', '0.0141635']
['04636', '04636_0025135_cnn_inception100.csv', '0.00309505']
['05489', '05489_0008614_cnn_inception100.csv', '0.000446378']
['05979', '05979_0006538_cnn_inception100.csv', '0.00109969']
['05616', '05616_0012701_cnn_inception100.csv', '0.0014185']
['05839', '05839_0009714_cnn_inception100.csv', '0.000491707']
['05597', '05597_0008074_cnn_inception100.csv', '0.000254663']
['06353', '06353_0003662_cnn_inception100.csv', '0.00883989']
['06812', '06812_0001272_cnn_inception100.csv', '0.00341549']
['06847', '06847_0030182_cnn_inception100.csv', '0.00977688']
['06515', '06515_0014018_cnn_inception100.csv', '0.0131661']
