['00933', '00933_0014408_cnn_inception100.csv', '0.00353982']
['01029', '01029_0002075_cnn_inception100.csv', '0.00136555']
['01101', '01101_0002021_cnn_inception100.csv', '0.0105107']
['01909', '01909_0004021_cnn_inception100.csv', '0.000775283']
['01703', '01703_0000433_cnn_inception100.csv', '0.00990411']
['02223', '02223_0002194_cnn_inception100.csv', '0.00249786']
['02328', '02328_0000093_cnn_inception100.csv', '0.0036168']
['03475', '03475_0003604_cnn_inception100.csv', '0.00179663']
['03243', '03243_0001520_cnn_inception100.csv', '0.000144916']
['03939', '03939_0000312_cnn_inception100.csv', '0.000765804']
['04729', '04729_0000401_cnn_inception100.csv', '0.00180649']
['05050', '05050_0000072_cnn_inception100.csv', '0.00490892']
['05043', '05043_0000385_cnn_inception100.csv', '0.000808169']
['06144', '06144_0004771_cnn_inception100.csv', '0.00256753']
['07182', '07182_0000295_cnn_inception100.csv', '0.00113275']
['07321', '07321_0003862_cnn_inception100.csv', '0.00426165']
['07468', '07468_0011557_cnn_inception100.csv', '0.00140614']
['07216', '07216_0008894_cnn_inception100.csv', '0.00140541']
