['00117', '00117_0005989_cnn_inception100.csv', '8.30079e-05']
['00440', '00440_0004247_cnn_inception100.csv', '0.000270809']
['00252', '00252_0002671_cnn_inception100.csv', '9.54495e-05']
['00196', '00196_0001899_cnn_inception100.csv', '0.000976612']
['00394', '00394_0019117_cnn_inception100.csv', '0.000576714']
['00393', '00393_0039964_cnn_inception100.csv', '0.000126112']
['00820', '00820_0001844_cnn_inception100.csv', '8.36202e-05']
['00629', '00629_0002725_cnn_inception100.csv', '0.00192866']
['00618', '00618_0005820_cnn_inception100.csv', '0.000748372']
['00612', '00612_0000416_cnn_inception100.csv', '2.25201e-06']
['01382', '01382_0009822_cnn_inception100.csv', '0.00192324']
['01055', '01055_0005924_cnn_inception100.csv', '0.00372876']
['01065', '01065_0009331_cnn_inception100.csv', '0.000140703']
['01355', '01355_0000501_cnn_inception100.csv', '0.00379848']
['01150', '01150_0023793_cnn_inception100.csv', '1.68805e-05']
['01114', '01114_0020679_cnn_inception100.csv', '0.00046407']
['01326', '01326_0012247_cnn_inception100.csv', '0.00150915']
['01011', '01011_0003528_cnn_inception100.csv', '0.000167376']
['02733', '02733_0009398_cnn_inception100.csv', '0.000214254']
['02551', '02551_0000188_cnn_inception100.csv', '0.000733341']
['02826', '02826_0033807_cnn_inception100.csv', '3.6644e-05']
['02666', '02666_0004739_cnn_inception100.csv', '0.00107419']
['02635', '02635_0068324_cnn_inception100.csv', '0.00101086']
['02832', '02832_0005772_cnn_inception100.csv', '3.579e-05']
['02804', '02804_0007397_cnn_inception100.csv', '7.85235e-05']
['02511', '02511_0008365_cnn_inception100.csv', '0.000898547']
['02182', '02182_0017034_cnn_inception100.csv', '0.000519757']
['02311', '02311_0042489_cnn_inception100.csv', '0.00124105']
['02308', '02308_0011997_cnn_inception100.csv', '0.000271987']
['02250', '02250_0010925_cnn_inception100.csv', '0.000143196']
['03283', '03283_0015906_cnn_inception100.csv', '0.000403568']
['03271', '03271_0006779_cnn_inception100.csv', '8.61271e-05']
['03335', '03335_0021043_cnn_inception100.csv', '8.50421e-05']
['03300', '03300_0004493_cnn_inception100.csv', '0.00114723']
['03339', '03339_0010352_cnn_inception100.csv', '1.70945e-05']
['03614', '03614_0000138_cnn_inception100.csv', '0.000896345']
['03841', '03841_0022840_cnn_inception100.csv', '0.00227619']
['03530', '03530_0008646_cnn_inception100.csv', '0.000954282']
['03950', '03950_0005605_cnn_inception100.csv', '0.00222219']
['03969', '03969_0007822_cnn_inception100.csv', '0.00162967']
['03916', '03916_0019674_cnn_inception100.csv', '0.00134376']
['03515', '03515_0000632_cnn_inception100.csv', '0.000706902']
['03551', '03551_0011406_cnn_inception100.csv', '0.00033293']
['03997', '03997_0049553_cnn_inception100.csv', '0.00103735']
['03783', '03783_0012241_cnn_inception100.csv', '0.000144268']
['03693', '03693_0001880_cnn_inception100.csv', '0.000648314']
['04322', '04322_0000088_cnn_inception100.csv', '0.00234152']
['04367', '04367_0000937_cnn_inception100.csv', '0.000107277']
['04782', '04782_0000049_cnn_inception100.csv', '0.00299394']
['04886', '04886_0005697_cnn_inception100.csv', '0.00164567']
['04827', '04827_0006576_cnn_inception100.csv', '0.000761492']
['04864', '04864_0022001_cnn_inception100.csv', '7.00241e-05']
['04745', '04745_0008686_cnn_inception100.csv', '0.000313881']
['04522', '04522_0005636_cnn_inception100.csv', '6.69919e-05']
['04885', '04885_0000048_cnn_inception100.csv', '0.00278507']
['05117', '05117_0035721_cnn_inception100.csv', '0.000115489']
['05001', '05001_0025093_cnn_inception100.csv', '2.25693e-05']
['05267', '05267_0029387_cnn_inception100.csv', '0.000773958']
['05485', '05485_0014297_cnn_inception100.csv', '0.00624657']
['05286', '05286_0004012_cnn_inception100.csv', '0.0193763']
['05112', '05112_0007499_cnn_inception100.csv', '0.000822544']
['05417', '05417_0006525_cnn_inception100.csv', '0.00085788']
['05017', '05017_0007579_cnn_inception100.csv', '0.0035195']
['05427', '05427_0053758_cnn_inception100.csv', '0.00037495']
['05081', '05081_0020269_cnn_inception100.csv', '0.000780722']
['05632', '05632_0021147_cnn_inception100.csv', '0.000627547']
['05719', '05719_0004173_cnn_inception100.csv', '2.22418e-05']
['05980', '05980_0042926_cnn_inception100.csv', '0.00188634']
['05831', '05831_0009247_cnn_inception100.csv', '0.00416392']
['05663', '05663_0001059_cnn_inception100.csv', '1.39058e-05']
['05849', '05849_0002370_cnn_inception100.csv', '0.000536537']
['05564', '05564_0001799_cnn_inception100.csv', '4.46108e-05']
['05935', '05935_0007208_cnn_inception100.csv', '0.00278724']
['05702', '05702_0006186_cnn_inception100.csv', '0.00122347']
['05792', '05792_0003276_cnn_inception100.csv', '0.00444103']
