['00290', '00290_0002955_cnn_inception100.csv', '8.29199e-06']
['00480', '00480_0025337_cnn_inception100.csv', '0.000744483']
['00978', '00978_0003473_cnn_inception100.csv', '6.15284e-05']
['00891', '00891_0000130_cnn_inception100.csv', '0.000968248']
['00563', '00563_0016909_cnn_inception100.csv', '0.000583131']
['00647', '00647_0000066_cnn_inception100.csv', '0.00438411']
['01203', '01203_0004408_cnn_inception100.csv', '0.00858745']
['02751', '02751_0003645_cnn_inception100.csv', '0.00349574']
['02799', '02799_0003782_cnn_inception100.csv', '0.00312661']
['03359', '03359_0003953_cnn_inception100.csv', '0.00663158']
['03469', '03469_0001212_cnn_inception100.csv', '0.000939424']
['03554', '03554_0003980_cnn_inception100.csv', '0.0084241']
['03691', '03691_0005328_cnn_inception100.csv', '0.00099891']
['04039', '04039_0006090_cnn_inception100.csv', '0.000101435']
['04050', '04050_0003967_cnn_inception100.csv', '1.07199e-05']
['04602', '04602_0002359_cnn_inception100.csv', '0.000437752']
['05187', '05187_0003876_cnn_inception100.csv', '0.00105458']
['05052', '05052_0003031_cnn_inception100.csv', '0.00184905']
['06309', '06309_0000923_cnn_inception100.csv', '0.000101509']
['07136', '07136_0002013_cnn_inception100.csv', '0.000281433']
['07115', '07115_0003460_cnn_inception100.csv', '7.6725e-05']
