['00462', '00462_0010943_cnn_inception100.csv', '0.00700437']
['00407', '00407_0004955_cnn_inception100.csv', '0.00290742']
['00323', '00323_0004410_cnn_inception100.csv', '0.00472592']
['00414', '00414_0005178_cnn_inception100.csv', '0.00201009']
['00218', '00218_0016202_cnn_inception100.csv', '0.00183088']
['00415', '00415_0030115_cnn_inception100.csv', '0.00274706']
['00254', '00254_0010453_cnn_inception100.csv', '0.00111171']
['00236', '00236_0005844_cnn_inception100.csv', '0.00048623']
['00466', '00466_0003473_cnn_inception100.csv', '0.000582913']
['00201', '00201_0005973_cnn_inception100.csv', '0.00177042']
['00183', '00183_0006765_cnn_inception100.csv', '0.00116481']
['00191', '00191_0064709_cnn_inception100.csv', '0.00194872']
['00163', '00163_0001298_cnn_inception100.csv', '0.00158878']
['00075', '00075_0066631_cnn_inception100.csv', '0.00152654']
['00985', '00985_0000765_cnn_inception100.csv', '0.00191155']
['00908', '00908_0002203_cnn_inception100.csv', '0.00277288']
['00753', '00753_0000373_cnn_inception100.csv', '0.00083887']
['00827', '00827_0006482_cnn_inception100.csv', '0.0017602']
['00577', '00577_0002933_cnn_inception100.csv', '0.00347062']
['00787', '00787_0002230_cnn_inception100.csv', '0.00502857']
['00957', '00957_0011791_cnn_inception100.csv', '0.00265639']
['00537', '00537_0012026_cnn_inception100.csv', '0.00150821']
['00993', '00993_0004984_cnn_inception100.csv', '0.00256067']
['00622', '00622_0001992_cnn_inception100.csv', '0.00204469']
['01341', '01341_0003131_cnn_inception100.csv', '0.00303867']
['01258', '01258_0004873_cnn_inception100.csv', '0.00014374']
['01439', '01439_0011344_cnn_inception100.csv', '0.00103916']
['01423', '01423_0002187_cnn_inception100.csv', '7.84973e-05']
['01363', '01363_0007389_cnn_inception100.csv', '0.00408721']
['01200', '01200_0013262_cnn_inception100.csv', '0.00208171']
['01019', '01019_0001381_cnn_inception100.csv', '0.00200238']
['01783', '01783_0008956_cnn_inception100.csv', '0.000615252']
['01603', '01603_0003399_cnn_inception100.csv', '0.000357214']
['01628', '01628_0003322_cnn_inception100.csv', '0.00446235']
['01928', '01928_0000813_cnn_inception100.csv', '0.00319811']
['01584', '01584_0000457_cnn_inception100.csv', '0.00186797']
['01927', '01927_0001698_cnn_inception100.csv', '0.0038173']
['01547', '01547_0004650_cnn_inception100.csv', '0.00294037']
['01899', '01899_0013345_cnn_inception100.csv', '0.00257572']
['01871', '01871_0002223_cnn_inception100.csv', '0.000857646']
['01508', '01508_0005900_cnn_inception100.csv', '0.00108845']
['02761', '02761_0004908_cnn_inception100.csv', '0.00207979']
['02750', '02750_0001997_cnn_inception100.csv', '0.00343791']
['02648', '02648_0003046_cnn_inception100.csv', '0.00258056']
['02855', '02855_0010837_cnn_inception100.csv', '0.0046949']
['02986', '02986_0000274_cnn_inception100.csv', '0.00212786']
['02963', '02963_0002473_cnn_inception100.csv', '0.000720485']
['02765', '02765_0000278_cnn_inception100.csv', '0.00543648']
['02560', '02560_0006184_cnn_inception100.csv', '0.00375587']
['02580', '02580_0000226_cnn_inception100.csv', '0.00545332']
['02777', '02777_0031134_cnn_inception100.csv', '0.00190591']
['02163', '02163_0000212_cnn_inception100.csv', '0.000681434']
['02368', '02368_0007747_cnn_inception100.csv', '0.00147291']
['02254', '02254_0004802_cnn_inception100.csv', '0.000585201']
['02460', '02460_0004788_cnn_inception100.csv', '0.00260246']
['02388', '02388_0000929_cnn_inception100.csv', '0.000312342']
['02177', '02177_0003622_cnn_inception100.csv', '0.00182114']
['02289', '02289_0000885_cnn_inception100.csv', '0.00211184']
['02476', '02476_0009153_cnn_inception100.csv', '0.00318878']
['02173', '02173_0005008_cnn_inception100.csv', '0.00301008']
['03073', '03073_0006004_cnn_inception100.csv', '0.00301849']
['03081', '03081_0000933_cnn_inception100.csv', '0.00343995']
['03152', '03152_0001878_cnn_inception100.csv', '0.00291283']
['03344', '03344_0008357_cnn_inception100.csv', '0.011476']
['03147', '03147_0002605_cnn_inception100.csv', '0.000423167']
['03050', '03050_0005248_cnn_inception100.csv', '0.00205733']
['03092', '03092_0002023_cnn_inception100.csv', '0.00153278']
['03451', '03451_0012009_cnn_inception100.csv', '0.00209341']
['03236', '03236_0004291_cnn_inception100.csv', '0.00376961']
['03363', '03363_0002950_cnn_inception100.csv', '0.00163012']
['03102', '03102_0003960_cnn_inception100.csv', '0.00202797']
['03710', '03710_0002336_cnn_inception100.csv', '0.0016611']
['03717', '03717_0004840_cnn_inception100.csv', '0.00681368']
['03665', '03665_0002033_cnn_inception100.csv', '0.002035']
['03689', '03689_0008618_cnn_inception100.csv', '0.00239025']
['03996', '03996_0006982_cnn_inception100.csv', '0.00482787']
['03595', '03595_0004433_cnn_inception100.csv', '0.00140374']
['03605', '03605_0015732_cnn_inception100.csv', '0.000581951']
['03634', '03634_0006693_cnn_inception100.csv', '0.0018817']
['03867', '03867_0004006_cnn_inception100.csv', '0.00220704']
['03632', '03632_0003207_cnn_inception100.csv', '0.00538195']
['03604', '03604_0005147_cnn_inception100.csv', '0.00158703']
['04120', '04120_0004854_cnn_inception100.csv', '0.00148589']
['04102', '04102_0002496_cnn_inception100.csv', '0.00439131']
['04288', '04288_0003206_cnn_inception100.csv', '0.00142338']
