['00270', '00270_0003272_cnn_inception100.csv', '8.39713e-05']
['00420', '00420_0001192_cnn_inception100.csv', '0.0105812']
['01913', '01913_0003646_cnn_inception100.csv', '0.00323192']
['02707', '02707_0000114_cnn_inception100.csv', '0.00112624']
['02444', '02444_0003207_cnn_inception100.csv', '0.00143652']
['02084', '02084_0004107_cnn_inception100.csv', '0.00253368']
['03433', '03433_0000455_cnn_inception100.csv', '0.00322736']
['03266', '03266_0009475_cnn_inception100.csv', '0.00280854']
['03537', '03537_0000878_cnn_inception100.csv', '0.000153763']
['03752', '03752_0000043_cnn_inception100.csv', '0.000297444']
['03908', '03908_0007125_cnn_inception100.csv', '0.00335744']
['04423', '04423_0015807_cnn_inception100.csv', '0.00206002']
['04978', '04978_0007934_cnn_inception100.csv', '0.00198273']
['04797', '04797_0004387_cnn_inception100.csv', '0.00188763']
['05022', '05022_0000575_cnn_inception100.csv', '0.00119971']
['05448', '05448_0006540_cnn_inception100.csv', '0.00139553']
['05922', '05922_0001295_cnn_inception100.csv', '0.00108737']
['05866', '05866_0008619_cnn_inception100.csv', '0.00250337']
['05688', '05688_0003507_cnn_inception100.csv', '0.000442369']
['06599', '06599_0003871_cnn_inception100.csv', '0.00610862']
['07251', '07251_0002841_cnn_inception100.csv', '0.00162303']
