['00770', '00770_0000275_cnn_inception100.csv', '0.00463759']
['01354', '01354_0002092_cnn_inception100.csv', '0.00145119']
['01771', '01771_0000766_cnn_inception100.csv', '0.000850776']
['01620', '01620_0002904_cnn_inception100.csv', '0.000138013']
['01680', '01680_0001028_cnn_inception100.csv', '0.00137321']
['02991', '02991_0007758_cnn_inception100.csv', '0.00147103']
['02672', '02672_0009561_cnn_inception100.csv', '0.00377359']
['02971', '02971_0003545_cnn_inception100.csv', '0.00201858']
['02199', '02199_0004748_cnn_inception100.csv', '0.00178018']
['02028', '02028_0004591_cnn_inception100.csv', '0.00016451']
['02249', '02249_0003188_cnn_inception100.csv', '0.0017155']
['02383', '02383_0026826_cnn_inception100.csv', '0.00665565']
['03282', '03282_0003735_cnn_inception100.csv', '0.00207275']
['03130', '03130_0004059_cnn_inception100.csv', '0.00798146']
['03217', '03217_0010106_cnn_inception100.csv', '0.00546975']
['03801', '03801_0005399_cnn_inception100.csv', '0.00202676']
['04938', '04938_0005403_cnn_inception100.csv', '0.00210885']
['04927', '04927_0006412_cnn_inception100.csv', '0.0027752']
['04744', '04744_0002163_cnn_inception100.csv', '0.00623235']
['05890', '05890_0000678_cnn_inception100.csv', '0.00108456']
['05884', '05884_0002278_cnn_inception100.csv', '0.00251801']
['06409', '06409_0004850_cnn_inception100.csv', '0.00483861']
['06787', '06787_0008278_cnn_inception100.csv', '0.00197686']
['07019', '07019_0008367_cnn_inception100.csv', '0.0014326']
['07437', '07437_0003455_cnn_inception100.csv', '0.00669145']
