['00097', '00097_0047812_cnn_inception100.csv', '0.00107031']
['00482', '00482_0003890_cnn_inception100.csv', '0.000256585']
['00814', '00814_0000427_cnn_inception100.csv', '0.000815102']
['01219', '01219_0000538_cnn_inception100.csv', '0.00608316']
['01632', '01632_0002535_cnn_inception100.csv', '0.00407152']
['02555', '02555_0004156_cnn_inception100.csv', '0.00055134']
['02694', '02694_0002173_cnn_inception100.csv', '2.15148e-06']
['03357', '03357_0008557_cnn_inception100.csv', '0.00440453']
['03177', '03177_0003480_cnn_inception100.csv', '1.90472e-05']
['03113', '03113_0001764_cnn_inception100.csv', '0.00217242']
['03274', '03274_0011597_cnn_inception100.csv', '0.000897887']
['03654', '03654_0008210_cnn_inception100.csv', '0.000284001']
['03930', '03930_0005453_cnn_inception100.csv', '1.55704e-05']
['04223', '04223_0005634_cnn_inception100.csv', '0.0043457']
['04554', '04554_0000955_cnn_inception100.csv', '0.0166971']
['05859', '05859_0004940_cnn_inception100.csv', '0.00181281']
['05793', '05793_0001093_cnn_inception100.csv', '4.86188e-05']
['06904', '06904_0005612_cnn_inception100.csv', '7.58424e-06']
['06597', '06597_0002084_cnn_inception100.csv', '0.00204098']
['06946', '06946_0003231_cnn_inception100.csv', '0.000655792']
['07461', '07461_0004965_cnn_inception100.csv', '0.00363221']
