['00491', '00491_0004314_cnn_inception100.csv', '4.49655e-06']
['00449', '00449_0009709_cnn_inception100.csv', '0.0027936']
['02836', '02836_0001135_cnn_inception100.csv', '0.0312123']
['02974', '02974_0000756_cnn_inception100.csv', '0.000852298']
['02859', '02859_0000391_cnn_inception100.csv', '0.00185869']
['02105', '02105_0001383_cnn_inception100.csv', '0.00185459']
['02498', '02498_0005256_cnn_inception100.csv', '0.00246338']
['03212', '03212_0003254_cnn_inception100.csv', '0.000984113']
['03176', '03176_0002940_cnn_inception100.csv', '0.02611']
['03178', '03178_0002218_cnn_inception100.csv', '0.00348794']
['03092', '03092_0002023_cnn_inception100.csv', '0.00179647']
['03067', '03067_0013664_cnn_inception100.csv', '0.0552636']
['03232', '03232_0009846_cnn_inception100.csv', '0.00122051']
['03879', '03879_0001557_cnn_inception100.csv', '0.0153214']
['04192', '04192_0000651_cnn_inception100.csv', '0.00394671']
['04041', '04041_0005966_cnn_inception100.csv', '0.00568662']
['04223', '04223_0005634_cnn_inception100.csv', '0.00190442']
['05090', '05090_0000087_cnn_inception100.csv', '0.000834176']
['05169', '05169_0006349_cnn_inception100.csv', '0.00336546']
['05534', '05534_0020374_cnn_inception100.csv', '0.00177838']
['05612', '05612_0002606_cnn_inception100.csv', '0.00226035']
['05793', '05793_0001093_cnn_inception100.csv', '0.000262594']
['05530', '05530_0002593_cnn_inception100.csv', '0.00611094']
['06011', '06011_0003058_cnn_inception100.csv', '0.0155646']
['06959', '06959_0001635_cnn_inception100.csv', '0.00226085']
['06639', '06639_0019612_cnn_inception100.csv', '0.00148763']
['06946', '06946_0003231_cnn_inception100.csv', '0.00033641']
['07453', '07453_0001926_cnn_inception100.csv', '0.00976595']
['07463', '07463_0000963_cnn_inception100.csv', '0.00233608']
