['00065', '00065_0005799_cnn_inception100.csv', '7.15325e-05']
['00001', '00001_0001302_cnn_inception100.csv', '9.19256e-05']
['00267', '00267_0005136_cnn_inception100.csv', '1.39817e-05']
['00280', '00280_0003839_cnn_inception100.csv', '9.21354e-05']
['00344', '00344_0001674_cnn_inception100.csv', '0.00172317']
['00334', '00334_0004825_cnn_inception100.csv', '2.25381e-07']
['00428', '00428_0005964_cnn_inception100.csv', '8.18504e-05']
['00595', '00595_0003952_cnn_inception100.csv', '3.90048e-05']
['00825', '00825_0002477_cnn_inception100.csv', '0.000661926']
['01145', '01145_0004326_cnn_inception100.csv', '6.61061e-05']
['01294', '01294_0003101_cnn_inception100.csv', '0.00115682']
['01040', '01040_0004426_cnn_inception100.csv', '0.000354108']
['01274', '01274_0002671_cnn_inception100.csv', '0.00256872']
['01124', '01124_0006390_cnn_inception100.csv', '5.53621e-05']
['01072', '01072_0010567_cnn_inception100.csv', '0.00262535']
['01395', '01395_0005052_cnn_inception100.csv', '0.000647834']
['01559', '01559_0008268_cnn_inception100.csv', '0.0119587']
['01514', '01514_0001826_cnn_inception100.csv', '2.39807e-05']
['01607', '01607_0006752_cnn_inception100.csv', '0.00205514']
['01698', '01698_0001248_cnn_inception100.csv', '2.72409e-06']
['01639', '01639_0009790_cnn_inception100.csv', '1.98187e-06']
['01554', '01554_0000394_cnn_inception100.csv', '8.19812e-05']
['02705', '02705_0005628_cnn_inception100.csv', '0.0185234']
['02876', '02876_0000707_cnn_inception100.csv', '4.04323e-06']
['02841', '02841_0000934_cnn_inception100.csv', '9.19812e-05']
['02606', '02606_0016449_cnn_inception100.csv', '8.88778e-05']
['02988', '02988_0007963_cnn_inception100.csv', '9.87544e-05']
['02772', '02772_0006140_cnn_inception100.csv', '0.000499041']
['02585', '02585_0001065_cnn_inception100.csv', '0.00117955']
['02730', '02730_0004914_cnn_inception100.csv', '0.00676337']
['02866', '02866_0005799_cnn_inception100.csv', '4.6832e-06']
['02712', '02712_0001041_cnn_inception100.csv', '2.93442e-05']
['02359', '02359_0008508_cnn_inception100.csv', '1.84984e-06']
['02420', '02420_0009129_cnn_inception100.csv', '0.00677053']
['02056', '02056_0002993_cnn_inception100.csv', '5.33164e-06']
['02318', '02318_0002276_cnn_inception100.csv', '0.0193047']
['02052', '02052_0008261_cnn_inception100.csv', '0.000858004']
['02121', '02121_0002969_cnn_inception100.csv', '0.000374475']
['03224', '03224_0001106_cnn_inception100.csv', '0.000267902']
['03137', '03137_0007714_cnn_inception100.csv', '0.00128276']
['03122', '03122_0007309_cnn_inception100.csv', '0.000790279']
['03495', '03495_0004178_cnn_inception100.csv', '0.00140035']
['03309', '03309_0002098_cnn_inception100.csv', '0.246664']
['03347', '03347_0002089_cnn_inception100.csv', '0.00226832']
['03031', '03031_0005341_cnn_inception100.csv', '4.9311e-06']
['03408', '03408_0002294_cnn_inception100.csv', '0.0573884']
['03052', '03052_0000414_cnn_inception100.csv', '1.98489e-05']
['03705', '03705_0002936_cnn_inception100.csv', '0.00179688']
['03620', '03620_0000581_cnn_inception100.csv', '0.00729917']
['03799', '03799_0005028_cnn_inception100.csv', '0.000755328']
['03754', '03754_0006145_cnn_inception100.csv', '0.000409623']
['03575', '03575_0027769_cnn_inception100.csv', '0.00394514']
['04251', '04251_0010147_cnn_inception100.csv', '6.84191e-05']
['04408', '04408_0009361_cnn_inception100.csv', '0.000808794']
['04364', '04364_0004133_cnn_inception100.csv', '0.00199732']
['04355', '04355_0001542_cnn_inception100.csv', '0.000759641']
['04067', '04067_0001198_cnn_inception100.csv', '0.000632426']
['04358', '04358_0005415_cnn_inception100.csv', '0.00730168']
['04489', '04489_0000064_cnn_inception100.csv', '0.00834167']
['04420', '04420_0000145_cnn_inception100.csv', '0.00226006']
['04604', '04604_0000111_cnn_inception100.csv', '4.08022e-05']
['04902', '04902_0000705_cnn_inception100.csv', '0.000509671']
['05091', '05091_0003216_cnn_inception100.csv', '2.31685e-05']
['05221', '05221_0000918_cnn_inception100.csv', '0.0261291']
['05467', '05467_0026594_cnn_inception100.csv', '0.000207559']
['05222', '05222_0004158_cnn_inception100.csv', '0.000620745']
['05752', '05752_0008371_cnn_inception100.csv', '0.00023062']
['05917', '05917_0004888_cnn_inception100.csv', '1.44458e-05']
['06171', '06171_0010781_cnn_inception100.csv', '8.34307e-06']
['06454', '06454_0007957_cnn_inception100.csv', '5.96549e-05']
['06553', '06553_0006980_cnn_inception100.csv', '0.000467862']
['06591', '06591_0002980_cnn_inception100.csv', '0.00270549']
['06883', '06883_0004581_cnn_inception100.csv', '0.00238418']
['06548', '06548_0016036_cnn_inception100.csv', '0.00170755']
['06777', '06777_0001086_cnn_inception100.csv', '0.000200963']
['07072', '07072_0004570_cnn_inception100.csv', '2.2057e-05']
['07468', '07468_0011557_cnn_inception100.csv', '0.0104768']
['07220', '07220_0005828_cnn_inception100.csv', '0.0100638']
