['00258', '00258_0013322_cnn_inception100.csv', '7.26401e-05']
['00131', '00131_0005412_cnn_inception100.csv', '0.00319789']
['01099', '01099_0001701_cnn_inception100.csv', '0.00194584']
['01456', '01456_0012442_cnn_inception100.csv', '0.000447215']
['01688', '01688_0015415_cnn_inception100.csv', '0.00555607']
['02114', '02114_0001897_cnn_inception100.csv', '0.00158717']
['02134', '02134_0004033_cnn_inception100.csv', '0.00159154']
['02258', '02258_0001650_cnn_inception100.csv', '0.00517545']
['03005', '03005_0000271_cnn_inception100.csv', '0.00147488']
['03033', '03033_0003165_cnn_inception100.csv', '0.00275123']
['03187', '03187_0003380_cnn_inception100.csv', '0.000874986']
['03643', '03643_0001207_cnn_inception100.csv', '0.00133716']
['03505', '03505_0003244_cnn_inception100.csv', '0.00269514']
['03923', '03923_0003010_cnn_inception100.csv', '0.00292523']
['03894', '03894_0006201_cnn_inception100.csv', '0.00374372']
['04618', '04618_0002502_cnn_inception100.csv', '0.0160855']
['04811', '04811_0004577_cnn_inception100.csv', '0.00681028']
['05187', '05187_0003876_cnn_inception100.csv', '0.00275224']
['05325', '05325_0001125_cnn_inception100.csv', '0.00189308']
['05407', '05407_0007449_cnn_inception100.csv', '0.000418124']
['05921', '05921_0004638_cnn_inception100.csv', '0.002096']
['06226', '06226_0010894_cnn_inception100.csv', '0.000398306']
['06118', '06118_0005237_cnn_inception100.csv', '0.00284926']
['07058', '07058_0010426_cnn_inception100.csv', '0.000233594']
