['00867', '00867_0021635_cnn_inception100.csv', '0.00134923']
['01013', '01013_0000673_cnn_inception100.csv', '9.83011e-05']
['01003', '01003_0003772_cnn_inception100.csv', '0.000877813']
['01688', '01688_0015415_cnn_inception100.csv', '0.00204497']
['02505', '02505_0000835_cnn_inception100.csv', '0.00356277']
['02645', '02645_0000571_cnn_inception100.csv', '0.00133054']
['03426', '03426_0010308_cnn_inception100.csv', '0.000410972']
['03274', '03274_0011597_cnn_inception100.csv', '0.000900043']
['03702', '03702_0004453_cnn_inception100.csv', '0.00624672']
['03578', '03578_0005589_cnn_inception100.csv', '0.00124635']
['03919', '03919_0004291_cnn_inception100.csv', '0.0023889']
['03977', '03977_0005159_cnn_inception100.csv', '0.00306901']
['04098', '04098_0007045_cnn_inception100.csv', '0.000902914']
['04115', '04115_0003792_cnn_inception100.csv', '0.00486158']
['04359', '04359_0000475_cnn_inception100.csv', '0.00163104']
['04967', '04967_0003960_cnn_inception100.csv', '0.0242887']
['05016', '05016_0005212_cnn_inception100.csv', '0.00222746']
['05535', '05535_0007414_cnn_inception100.csv', '0.000933057']
['06106', '06106_0008222_cnn_inception100.csv', '0.0020153']
['06254', '06254_0004385_cnn_inception100.csv', '0.00117172']
['06193', '06193_0014394_cnn_inception100.csv', '0.00339987']
['06933', '06933_0034513_cnn_inception100.csv', '0.000402515']
['06685', '06685_0002397_cnn_inception100.csv', '0.00489762']
['06558', '06558_0019744_cnn_inception100.csv', '0.00391355']
['06976', '06976_0010873_cnn_inception100.csv', '0.00637399']
['07045', '07045_0036123_cnn_inception100.csv', '0.00100866']
['07244', '07244_0006724_cnn_inception100.csv', '0.00206599']
['07015', '07015_0003204_cnn_inception100.csv', '0.0276288']
