['00259', '00259_0003341_cnn_inception100.csv', '4.84967e-05']
['00055', '00055_0005054_cnn_inception100.csv', '0.00343671']
['00362', '00362_0004606_cnn_inception100.csv', '0.00407181']
['00301', '00301_0002224_cnn_inception100.csv', '0.00108266']
['00414', '00414_0005178_cnn_inception100.csv', '0.00420269']
['00083', '00083_0004549_cnn_inception100.csv', '0.00128988']
['00425', '00425_0021750_cnn_inception100.csv', '0.0784068']
['00243', '00243_0004022_cnn_inception100.csv', '0.000795118']
['00068', '00068_0000489_cnn_inception100.csv', '3.21863e-05']
['00434', '00434_0005946_cnn_inception100.csv', '0.000683806']
['00388', '00388_0005091_cnn_inception100.csv', '0.0128147']
['00344', '00344_0001674_cnn_inception100.csv', '0.000762901']
['00154', '00154_0002016_cnn_inception100.csv', '0.00820142']
['00248', '00248_0004442_cnn_inception100.csv', '0.0278398']
['00026', '00026_0005106_cnn_inception100.csv', '0.00204573']
['00427', '00427_0001447_cnn_inception100.csv', '0.00242245']
['00835', '00835_0000955_cnn_inception100.csv', '0.00428253']
['00656', '00656_0000260_cnn_inception100.csv', '0.00080518']
['00657', '00657_0001261_cnn_inception100.csv', '0.00218113']
['00894', '00894_0002120_cnn_inception100.csv', '0.00215264']
['00851', '00851_0000300_cnn_inception100.csv', '0.000364073']
['00970', '00970_0004613_cnn_inception100.csv', '0.000696721']
['00948', '00948_0024781_cnn_inception100.csv', '0.00137551']
['00777', '00777_0000753_cnn_inception100.csv', '0.00414333']
['00518', '00518_0002627_cnn_inception100.csv', '0.00956437']
['00940', '00940_0002193_cnn_inception100.csv', '0.00154619']
['00799', '00799_0006974_cnn_inception100.csv', '0.00131378']
['00906', '00906_0002234_cnn_inception100.csv', '0.0104692']
['00945', '00945_0000894_cnn_inception100.csv', '0.00144749']
['00513', '00513_0000024_cnn_inception100.csv', '0.000383024']
['00927', '00927_0005503_cnn_inception100.csv', '0.00123215']
['00775', '00775_0004909_cnn_inception100.csv', '0.000581744']
['00582', '00582_0005644_cnn_inception100.csv', '0.00327756']
['00928', '00928_0008211_cnn_inception100.csv', '0.000442099']
['00507', '00507_0001813_cnn_inception100.csv', '0.00142973']
['00622', '00622_0001992_cnn_inception100.csv', '0.00229845']
['00814', '00814_0000427_cnn_inception100.csv', '0.000877925']
['00882', '00882_0001417_cnn_inception100.csv', '0.00209875']
['01349', '01349_0001300_cnn_inception100.csv', '0.00142896']
['01346', '01346_0003621_cnn_inception100.csv', '0.00512443']
['01036', '01036_0004074_cnn_inception100.csv', '0.00572096']
['01266', '01266_0003323_cnn_inception100.csv', '0.000485505']
['01219', '01219_0000538_cnn_inception100.csv', '0.0084718']
['01483', '01483_0012976_cnn_inception100.csv', '0.00140519']
['01289', '01289_0006682_cnn_inception100.csv', '5.42446e-05']
['01390', '01390_0009704_cnn_inception100.csv', '0.000820831']
['01337', '01337_0005012_cnn_inception100.csv', '0.0167125']
['01342', '01342_0006221_cnn_inception100.csv', '0.0101725']
['01263', '01263_0006178_cnn_inception100.csv', '0.0273165']
['01237', '01237_0000154_cnn_inception100.csv', '0.00101576']
['01456', '01456_0012442_cnn_inception100.csv', '0.00114388']
['01086', '01086_0003265_cnn_inception100.csv', '0.259665']
['01410', '01410_0007027_cnn_inception100.csv', '0.000156616']
['01136', '01136_0006552_cnn_inception100.csv', '0.000175514']
['01749', '01749_0007879_cnn_inception100.csv', '0.0122169']
['01747', '01747_0004172_cnn_inception100.csv', '0.0469739']
['01984', '01984_0004141_cnn_inception100.csv', '0.00163307']
['01632', '01632_0002535_cnn_inception100.csv', '0.0409806']
['01803', '01803_0002339_cnn_inception100.csv', '0.00785769']
['01605', '01605_0003017_cnn_inception100.csv', '2.91655e-05']
['01620', '01620_0002904_cnn_inception100.csv', '0.00638114']
['01887', '01887_0001170_cnn_inception100.csv', '0.00620328']
['01816', '01816_0002481_cnn_inception100.csv', '0.00121144']
['01592', '01592_0007092_cnn_inception100.csv', '0.000149786']
['01559', '01559_0008268_cnn_inception100.csv', '0.000472832']
['01558', '01558_0007093_cnn_inception100.csv', '4.18068e-05']
['01926', '01926_0001111_cnn_inception100.csv', '0.00832249']
['01927', '01927_0001698_cnn_inception100.csv', '0.00341813']
['01697', '01697_0002172_cnn_inception100.csv', '0.0029156']
['01878', '01878_0002453_cnn_inception100.csv', '0.0102732']
['01623', '01623_0000346_cnn_inception100.csv', '0.00180759']
['01622', '01622_0005926_cnn_inception100.csv', '0.000956603']
['01562', '01562_0001489_cnn_inception100.csv', '0.325115']
['01957', '01957_0001105_cnn_inception100.csv', '0.00302273']
['01705', '01705_0003179_cnn_inception100.csv', '0.0143491']
['02555', '02555_0004156_cnn_inception100.csv', '0.0120524']
['02814', '02814_0009887_cnn_inception100.csv', '0.000755659']
['02877', '02877_0009531_cnn_inception100.csv', '0.00333476']
['02781', '02781_0008575_cnn_inception100.csv', '0.00134513']
['02916', '02916_0000710_cnn_inception100.csv', '0.00204401']
['02952', '02952_0002865_cnn_inception100.csv', '0.00888957']
['02765', '02765_0000278_cnn_inception100.csv', '0.0171777']
['02901', '02901_0001154_cnn_inception100.csv', '0.0360034']
['02953', '02953_0031804_cnn_inception100.csv', '0.00263409']
['02616', '02616_0000537_cnn_inception100.csv', '0.00639034']
['02881', '02881_0001647_cnn_inception100.csv', '0.00258799']
['02642', '02642_0000901_cnn_inception100.csv', '0.108064']
['02880', '02880_0007069_cnn_inception100.csv', '0.000341689']
['02672', '02672_0009561_cnn_inception100.csv', '0.00130399']
['02668', '02668_0073951_cnn_inception100.csv', '0.000916401']
['02661', '02661_0000967_cnn_inception100.csv', '0.000400307']
['02856', '02856_0000884_cnn_inception100.csv', '0.00952139']
['02660', '02660_0003898_cnn_inception100.csv', '0.00569857']
['02866', '02866_0005799_cnn_inception100.csv', '5.80621e-06']
['02587', '02587_0002931_cnn_inception100.csv', '0.0203497']
['02940', '02940_0010705_cnn_inception100.csv', '0.0579534']
['02588', '02588_0002221_cnn_inception100.csv', '0.00116809']
['02915', '02915_0001281_cnn_inception100.csv', '0.0140562']
['02137', '02137_0002069_cnn_inception100.csv', '0.000335735']
['02199', '02199_0004748_cnn_inception100.csv', '0.0125537']
['02393', '02393_0001921_cnn_inception100.csv', '0.00300752']
['02164', '02164_0004563_cnn_inception100.csv', '0.000696749']
['02100', '02100_0005162_cnn_inception100.csv', '0.0001654']
['02109', '02109_0003646_cnn_inception100.csv', '0.00164239']
['02010', '02010_0000798_cnn_inception100.csv', '0.000368511']
['02249', '02249_0003188_cnn_inception100.csv', '0.00235249']
['02224', '02224_0002521_cnn_inception100.csv', '0.0482845']
['02020', '02020_0003623_cnn_inception100.csv', '0.00867682']
['02466', '02466_0004975_cnn_inception100.csv', '0.000281165']
['02207', '02207_0003658_cnn_inception100.csv', '0.0197815']
['02209', '02209_0005249_cnn_inception100.csv', '0.00120554']
['02372', '02372_0005108_cnn_inception100.csv', '0.00383295']
['02389', '02389_0001270_cnn_inception100.csv', '0.00123542']
['02193', '02193_0003536_cnn_inception100.csv', '0.00161436']
['02352', '02352_0009652_cnn_inception100.csv', '0.00174619']
['02102', '02102_0014369_cnn_inception100.csv', '0.0312568']
['02365', '02365_0002805_cnn_inception100.csv', '1.96848e-05']
['02040', '02040_0013629_cnn_inception100.csv', '0.0630794']
['02414', '02414_0016211_cnn_inception100.csv', '0.0117976']
['02245', '02245_0005367_cnn_inception100.csv', '0.00141423']
['02464', '02464_0003001_cnn_inception100.csv', '0.000752688']
['02439', '02439_0010450_cnn_inception100.csv', '0.00880258']
['02096', '02096_0004879_cnn_inception100.csv', '0.00376645']
['02257', '02257_0011061_cnn_inception100.csv', '0.00318707']
['02322', '02322_0008291_cnn_inception100.csv', '0.00151264']
['02121', '02121_0002969_cnn_inception100.csv', '0.00158843']
['03472', '03472_0002000_cnn_inception100.csv', '0.000206941']
['03073', '03073_0006004_cnn_inception100.csv', '0.00579458']
['03088', '03088_0007354_cnn_inception100.csv', '0.000176429']
['03366', '03366_0002834_cnn_inception100.csv', '0.0467048']
['03177', '03177_0003480_cnn_inception100.csv', '0.000216338']
['03124', '03124_0004108_cnn_inception100.csv', '0.0026511']
['03329', '03329_0000879_cnn_inception100.csv', '0.111021']
['03123', '03123_0004033_cnn_inception100.csv', '0.00040051']
['03343', '03343_0002057_cnn_inception100.csv', '0.00129198']
['03375', '03375_0000281_cnn_inception100.csv', '0.00196466']
['03317', '03317_0001619_cnn_inception100.csv', '0.00294269']
['03068', '03068_0001121_cnn_inception100.csv', '0.00850762']
['03093', '03093_0002224_cnn_inception100.csv', '0.00342303']
['03263', '03263_0008299_cnn_inception100.csv', '0.00890905']
['03492', '03492_0000214_cnn_inception100.csv', '0.0538964']
['03034', '03034_0000914_cnn_inception100.csv', '0.000618025']
['03280', '03280_0004524_cnn_inception100.csv', '0.000633601']
['03274', '03274_0011597_cnn_inception100.csv', '0.00185108']
['03015', '03015_0000088_cnn_inception100.csv', '0.00273949']
['03161', '03161_0004745_cnn_inception100.csv', '0.00966085']
['03396', '03396_0000439_cnn_inception100.csv', '0.00136112']
['03129', '03129_0003629_cnn_inception100.csv', '0.000462717']
['03325', '03325_0004547_cnn_inception100.csv', '0.00569401']
['03110', '03110_0006656_cnn_inception100.csv', '0.00370066']
['03678', '03678_0003862_cnn_inception100.csv', '0.000130364']
['03649', '03649_0002672_cnn_inception100.csv', '0.00203814']
['03648', '03648_0020815_cnn_inception100.csv', '0.00195408']
['03960', '03960_0005142_cnn_inception100.csv', '0.00118139']
['03579', '03579_0003191_cnn_inception100.csv', '0.00519241']
['03853', '03853_0006099_cnn_inception100.csv', '0.000576649']
['03697', '03697_0002214_cnn_inception100.csv', '0.00453029']
['03663', '03663_0003268_cnn_inception100.csv', '0.000353697']
['03654', '03654_0008210_cnn_inception100.csv', '0.000180151']
['03828', '03828_0002098_cnn_inception100.csv', '0.00870366']
['03810', '03810_0000564_cnn_inception100.csv', '0.00494034']
['03560', '03560_0001415_cnn_inception100.csv', '0.0024438']
['03713', '03713_0001557_cnn_inception100.csv', '0.00015853']
['03866', '03866_0009970_cnn_inception100.csv', '0.000834858']
['04267', '04267_0005507_cnn_inception100.csv', '0.0301182']
['04452', '04452_0000931_cnn_inception100.csv', '0.0372407']
['04007', '04007_0001140_cnn_inception100.csv', '0.00103326']
['04054', '04054_0002666_cnn_inception100.csv', '0.00204772']
['04261', '04261_0007313_cnn_inception100.csv', '0.00621482']
['04439', '04439_0002645_cnn_inception100.csv', '0.00294862']
['04346', '04346_0009867_cnn_inception100.csv', '0.00195468']
['04133', '04133_0001980_cnn_inception100.csv', '0.00558337']
['04337', '04337_0000662_cnn_inception100.csv', '0.00295506']
['04168', '04168_0002894_cnn_inception100.csv', '0.00150821']
['04082', '04082_0001357_cnn_inception100.csv', '0.000555469']
['04015', '04015_0002135_cnn_inception100.csv', '0.00136716']
['04476', '04476_0006341_cnn_inception100.csv', '0.000497145']
['04450', '04450_0007500_cnn_inception100.csv', '0.000125549']
['04469', '04469_0003245_cnn_inception100.csv', '0.00174359']
['04199', '04199_0001453_cnn_inception100.csv', '0.00333976']
['04164', '04164_0009904_cnn_inception100.csv', '0.00106413']
['04351', '04351_0001925_cnn_inception100.csv', '0.0012058']
['04489', '04489_0000064_cnn_inception100.csv', '0.00760922']
['04044', '04044_0000853_cnn_inception100.csv', '0.0047785']
['04223', '04223_0005634_cnn_inception100.csv', '0.00823017']
['04018', '04018_0003576_cnn_inception100.csv', '0.000986933']
['04074', '04074_0005780_cnn_inception100.csv', '0.000967767']
['04284', '04284_0003220_cnn_inception100.csv', '0.00936978']
['04661', '04661_0000134_cnn_inception100.csv', '0.00201783']
['04869', '04869_0001222_cnn_inception100.csv', '0.00559968']
['04658', '04658_0009925_cnn_inception100.csv', '0.00355932']
['04542', '04542_0004747_cnn_inception100.csv', '0.0016354']
['05000', '05000_0022989_cnn_inception100.csv', '0.0017685']
['04949', '04949_0001944_cnn_inception100.csv', '0.00579501']
['04544', '04544_0004330_cnn_inception100.csv', '0.00423091']
['04979', '04979_0003619_cnn_inception100.csv', '0.00257859']
['04948', '04948_0011927_cnn_inception100.csv', '0.000872434']
['04970', '04970_0001273_cnn_inception100.csv', '0.0074487']
['04955', '04955_0002483_cnn_inception100.csv', '0.00115823']
['04708', '04708_0005746_cnn_inception100.csv', '0.00345371']
['04810', '04810_0004955_cnn_inception100.csv', '0.000514128']
['04681', '04681_0005739_cnn_inception100.csv', '0.000130452']
['04654', '04654_0001727_cnn_inception100.csv', '0.000836128']
['04630', '04630_0004029_cnn_inception100.csv', '0.000360582']
['04690', '04690_0001107_cnn_inception100.csv', '0.0653942']
['04663', '04663_0002488_cnn_inception100.csv', '0.000249417']
['04742', '04742_0002010_cnn_inception100.csv', '0.0177073']
['04773', '04773_0010172_cnn_inception100.csv', '0.00353083']
['04787', '04787_0010291_cnn_inception100.csv', '0.00919911']
['04774', '04774_0002744_cnn_inception100.csv', '0.000218013']
['04721', '04721_0001427_cnn_inception100.csv', '0.000525871']
['04974', '04974_0012127_cnn_inception100.csv', '0.00186705']
['04951', '04951_0004862_cnn_inception100.csv', '0.00953968']
