['00347', '00347_0000285_cnn_inception100.csv', '0.000662771']
['00651', '00651_0002936_cnn_inception100.csv', '0.00159026']
['01794', '01794_0001338_cnn_inception100.csv', '0.00433419']
['02530', '02530_0002686_cnn_inception100.csv', '0.000877055']
['02950', '02950_0002747_cnn_inception100.csv', '0.000287291']
['02638', '02638_0002098_cnn_inception100.csv', '0.00213039']
['02633', '02633_0003331_cnn_inception100.csv', '0.000270527']
['02002', '02002_0006960_cnn_inception100.csv', '0.00114678']
['02160', '02160_0005102_cnn_inception100.csv', '0.00145063']
['02119', '02119_0005253_cnn_inception100.csv', '0.000237283']
['03362', '03362_0004628_cnn_inception100.csv', '0.00288745']
['03919', '03919_0004291_cnn_inception100.csv', '0.0111495']
['03852', '03852_0000365_cnn_inception100.csv', '0.0184938']
['03708', '03708_0002321_cnn_inception100.csv', '0.0208922']
['04436', '04436_0006462_cnn_inception100.csv', '0.00141087']
['04076', '04076_0000573_cnn_inception100.csv', '0.00151129']
['04909', '04909_0002715_cnn_inception100.csv', '0.000107593']
['04556', '04556_0002031_cnn_inception100.csv', '0.00182772']
['04758', '04758_0001044_cnn_inception100.csv', '0.0089784']
['05946', '05946_0001312_cnn_inception100.csv', '0.000613543']
['05643', '05643_0001408_cnn_inception100.csv', '0.00122303']
['05508', '05508_0002629_cnn_inception100.csv', '0.0013144']
['06262', '06262_0000349_cnn_inception100.csv', '0.0433224']
['06066', '06066_0004974_cnn_inception100.csv', '0.0022567']
['06312', '06312_0003727_cnn_inception100.csv', '0.00162542']
['06527', '06527_0001535_cnn_inception100.csv', '0.00333018']
['07387', '07387_0002602_cnn_inception100.csv', '0.00174381']
