['00280', '00280_0003839_cnn_inception100.csv', '5.41884e-06']
['00246', '00246_0000166_cnn_inception100.csv', '0.00295322']
['00771', '00771_0003136_cnn_inception100.csv', '0.00261523']
['00595', '00595_0003952_cnn_inception100.csv', '1.84535e-07']
['00698', '00698_0002312_cnn_inception100.csv', '0.00083109']
['01301', '01301_0013759_cnn_inception100.csv', '0.00291767']
['01124', '01124_0006390_cnn_inception100.csv', '1.91856e-08']
['01368', '01368_0000389_cnn_inception100.csv', '0.00442284']
['01985', '01985_0001356_cnn_inception100.csv', '0.00187689']
['01639', '01639_0009790_cnn_inception100.csv', '1.36295e-08']
['02876', '02876_0000707_cnn_inception100.csv', '6.46707e-08']
['02841', '02841_0000934_cnn_inception100.csv', '1.36851e-06']
['02913', '02913_0001433_cnn_inception100.csv', '0.0169386']
['02196', '02196_0002491_cnn_inception100.csv', '0.0405155']
['03122', '03122_0007309_cnn_inception100.csv', '0.000552064']
['04364', '04364_0004133_cnn_inception100.csv', '8.42333e-06']
['04858', '04858_0002626_cnn_inception100.csv', '0.000243789']
['04558', '04558_0005203_cnn_inception100.csv', '0.00248468']
['04800', '04800_0013069_cnn_inception100.csv', '0.000989146']
['04743', '04743_0003895_cnn_inception100.csv', '0.00123115']
['04878', '04878_0002385_cnn_inception100.csv', '0.00139728']
['05761', '05761_0008617_cnn_inception100.csv', '0.00793812']
['06155', '06155_0000639_cnn_inception100.csv', '6.27007e-06']
['06081', '06081_0004200_cnn_inception100.csv', '0.000352498']
['06171', '06171_0010781_cnn_inception100.csv', '8.25047e-07']
['06548', '06548_0016036_cnn_inception100.csv', '0.000687734']
['07284', '07284_0001569_cnn_inception100.csv', '0.0159854']
['07154', '07154_0001927_cnn_inception100.csv', '0.00200506']
['07220', '07220_0005828_cnn_inception100.csv', '9.41354e-08']
