['00339', '00339_0003497_cnn_inception100.csv', '0.000913469']
['00299', '00299_0000363_cnn_inception100.csv', '0.01708']
['00239', '00239_0003781_cnn_inception100.csv', '0.00305003']
['01474', '01474_0002406_cnn_inception100.csv', '0.000161977']
['01658', '01658_0004895_cnn_inception100.csv', '0.0724404']
['01503', '01503_0006080_cnn_inception100.csv', '0.000160904']
['01677', '01677_0004051_cnn_inception100.csv', '0.00327482']
['01877', '01877_0002166_cnn_inception100.csv', '0.00159166']
['02506', '02506_0009400_cnn_inception100.csv', '0.00175869']
['02852', '02852_0003470_cnn_inception100.csv', '0.00280189']
['02621', '02621_0003004_cnn_inception100.csv', '0.00113439']
['02165', '02165_0004061_cnn_inception100.csv', '6.12894e-05']
['03419', '03419_0000367_cnn_inception100.csv', '0.00119802']
['03302', '03302_0006841_cnn_inception100.csv', '0.0145225']
['03097', '03097_0003184_cnn_inception100.csv', '5.60346e-06']
['03830', '03830_0002884_cnn_inception100.csv', '0.000579652']
['03617', '03617_0006186_cnn_inception100.csv', '0.00309841']
['03962', '03962_0004508_cnn_inception100.csv', '0.00132272']
['03990', '03990_0007039_cnn_inception100.csv', '0.000731114']
['03979', '03979_0006672_cnn_inception100.csv', '0.0123667']
['03573', '03573_0003116_cnn_inception100.csv', '0.000106082']
['04324', '04324_0002953_cnn_inception100.csv', '0.000983283']
['04271', '04271_0000913_cnn_inception100.csv', '8.22743e-05']
['04662', '04662_0007006_cnn_inception100.csv', '0.00156373']
['04772', '04772_0006232_cnn_inception100.csv', '0.0018069']
['05211', '05211_0008466_cnn_inception100.csv', '0.0210194']
['05484', '05484_0004468_cnn_inception100.csv', '0.000319065']
['05386', '05386_0016102_cnn_inception100.csv', '0.000964129']
['05107', '05107_0001191_cnn_inception100.csv', '0.000258489']
['05395', '05395_0013937_cnn_inception100.csv', '3.82962e-06']
['05600', '05600_0009896_cnn_inception100.csv', '0.00977347']
['05961', '05961_0005840_cnn_inception100.csv', '0.00246819']
['06417', '06417_0002893_cnn_inception100.csv', '0.00277153']
['06083', '06083_0003389_cnn_inception100.csv', '4.13446e-05']
['06038', '06038_0003117_cnn_inception100.csv', '0.00544256']
['06175', '06175_0000811_cnn_inception100.csv', '0.00841169']
['06683', '06683_0000990_cnn_inception100.csv', '0.000719018']
['06729', '06729_0007943_cnn_inception100.csv', '0.00147227']
['06634', '06634_0003346_cnn_inception100.csv', '7.88888e-05']
['07345', '07345_0003916_cnn_inception100.csv', '0.00268873']
['07457', '07457_0004483_cnn_inception100.csv', '0.00539608']
['07471', '07471_0012474_cnn_inception100.csv', '0.000474326']
['07143', '07143_0004748_cnn_inception100.csv', '0.0131183']
