['00269', '00269_0002099_cnn_inception100.csv', '2.47151e-06']
['00371', '00371_0003834_cnn_inception100.csv', '0.00609918']
['00051', '00051_0003431_cnn_inception100.csv', '0.000294432']
['00978', '00978_0003473_cnn_inception100.csv', '7.2579e-05']
['01261', '01261_0005631_cnn_inception100.csv', '0.000475455']
['01012', '01012_0003706_cnn_inception100.csv', '0.00332181']
['01146', '01146_0004309_cnn_inception100.csv', '0.00939608']
['01201', '01201_0003498_cnn_inception100.csv', '3.12182e-05']
['01475', '01475_0000950_cnn_inception100.csv', '0.0101834']
['01501', '01501_0002627_cnn_inception100.csv', '0.0120451']
['02364', '02364_0003964_cnn_inception100.csv', '0.000422526']
['02397', '02397_0002147_cnn_inception100.csv', '0.00238788']
['02242', '02242_0003330_cnn_inception100.csv', '0.00140931']
['02430', '02430_0001242_cnn_inception100.csv', '0.00160226']
['03021', '03021_0004608_cnn_inception100.csv', '0.00174817']
['03247', '03247_0004733_cnn_inception100.csv', '0.00279817']
['03393', '03393_0006290_cnn_inception100.csv', '0.0027507']
['03494', '03494_0001120_cnn_inception100.csv', '0.00170736']
['03094', '03094_0013758_cnn_inception100.csv', '6.7528e-08']
['03229', '03229_0033050_cnn_inception100.csv', '0.00214511']
['03195', '03195_0010327_cnn_inception100.csv', '0.00194209']
['03193', '03193_0078120_cnn_inception100.csv', '0.000100579']
['03599', '03599_0015052_cnn_inception100.csv', '0.000213141']
['03956', '03956_0027412_cnn_inception100.csv', '0.00522121']
['03986', '03986_0000979_cnn_inception100.csv', '0.00143735']
['03701', '03701_0004672_cnn_inception100.csv', '0.00150135']
['04129', '04129_0003284_cnn_inception100.csv', '0.00125934']
['04457', '04457_0002393_cnn_inception100.csv', '0.000756234']
['04779', '04779_0002937_cnn_inception100.csv', '0.00231662']
['04617', '04617_0035615_cnn_inception100.csv', '0.000266394']
['05363', '05363_0004261_cnn_inception100.csv', '0.000827172']
['05005', '05005_0001296_cnn_inception100.csv', '0.000455978']
['05743', '05743_0012135_cnn_inception100.csv', '0.000144344']
['05601', '05601_0000905_cnn_inception100.csv', '0.00190411']
['05655', '05655_0006588_cnn_inception100.csv', '0.0034162']
['06028', '06028_0008224_cnn_inception100.csv', '0.00211717']
['06309', '06309_0000923_cnn_inception100.csv', '0.000611448']
['06734', '06734_0005476_cnn_inception100.csv', '0.00120468']
['06682', '06682_0002790_cnn_inception100.csv', '0.00565147']
['06625', '06625_0007312_cnn_inception100.csv', '1.65859e-06']
['06526', '06526_0001699_cnn_inception100.csv', '0.000482767']
['06510', '06510_0001634_cnn_inception100.csv', '0.00556479']
['07248', '07248_0003816_cnn_inception100.csv', '0.000880833']
['07332', '07332_0005397_cnn_inception100.csv', '0.00795966']
['07136', '07136_0002013_cnn_inception100.csv', '0.00038608']
['07116', '07116_0003173_cnn_inception100.csv', '0.00204433']
