['00258', '00258_0013322_cnn_inception100.csv', '0.000581681']
['00375', '00375_0005651_cnn_inception100.csv', '0.000760582']
['00359', '00359_0001694_cnn_inception100.csv', '0.00703321']
['00779', '00779_0002115_cnn_inception100.csv', '0.00766261']
['00812', '00812_0004846_cnn_inception100.csv', '6.30967e-05']
['01499', '01499_0002162_cnn_inception100.csv', '0.00197978']
['01424', '01424_0000935_cnn_inception100.csv', '1.19726e-05']
['01468', '01468_0027920_cnn_inception100.csv', '0.00321665']
['01469', '01469_0004873_cnn_inception100.csv', '0.00430517']
['01241', '01241_0001113_cnn_inception100.csv', '0.000212531']
['01773', '01773_0006310_cnn_inception100.csv', '0.00148617']
['01540', '01540_0006666_cnn_inception100.csv', '0.0162624']
['02737', '02737_0009366_cnn_inception100.csv', '0.00306982']
['02668', '02668_0073951_cnn_inception100.csv', '0.0016369']
['02778', '02778_0000936_cnn_inception100.csv', '0.00821704']
['02038', '02038_0006239_cnn_inception100.csv', '0.000795102']
['03075', '03075_0004235_cnn_inception100.csv', '0.0020058']
['03057', '03057_0007128_cnn_inception100.csv', '0.0101077']
['03187', '03187_0003380_cnn_inception100.csv', '0.00298292']
['03926', '03926_0001158_cnn_inception100.csv', '0.00367119']
['03680', '03680_0044842_cnn_inception100.csv', '0.000424877']
['03674', '03674_0000293_cnn_inception100.csv', '0.0442597']
['04255', '04255_0002795_cnn_inception100.csv', '0.00513632']
['04959', '04959_0005745_cnn_inception100.csv', '0.00146982']
['05466', '05466_0003973_cnn_inception100.csv', '0.000304532']
['05481', '05481_0005545_cnn_inception100.csv', '0.00255365']
['05616', '05616_0012701_cnn_inception100.csv', '0.00287383']
['05788', '05788_0005465_cnn_inception100.csv', '0.000954446']
['06488', '06488_0000372_cnn_inception100.csv', '0.00183358']
['06515', '06515_0014018_cnn_inception100.csv', '0.00113256']
['06910', '06910_0000104_cnn_inception100.csv', '0.000755686']
