['00192', '00192_0005809_cnn_inception100.csv', '0.0064261']
['00365', '00365_0009146_cnn_inception100.csv', '0.00479952']
['00937', '00937_0003918_cnn_inception100.csv', '0.00334279']
['01301', '01301_0013759_cnn_inception100.csv', '0.0272648']
['01722', '01722_0000219_cnn_inception100.csv', '0.00344003']
['01614', '01614_0005861_cnn_inception100.csv', '0.00300917']
['02724', '02724_0004199_cnn_inception100.csv', '0.00140897']
['02139', '02139_0009746_cnn_inception100.csv', '0.00147872']
['02136', '02136_0008706_cnn_inception100.csv', '0.000214828']
['02034', '02034_0002169_cnn_inception100.csv', '0.00228037']
['03444', '03444_0003437_cnn_inception100.csv', '0.00452333']
['03010', '03010_0005259_cnn_inception100.csv', '0.000579649']
['03447', '03447_0003732_cnn_inception100.csv', '0.106548']
['04118', '04118_0007636_cnn_inception100.csv', '0.00224931']
['04492', '04492_0001069_cnn_inception100.csv', '0.000976003']
['04112', '04112_0007010_cnn_inception100.csv', '0.00417704']
['04442', '04442_0003502_cnn_inception100.csv', '0.0173521']
['04444', '04444_0004726_cnn_inception100.csv', '0.000327074']
['04668', '04668_0007365_cnn_inception100.csv', '0.00029235']
['04800', '04800_0013069_cnn_inception100.csv', '0.0117408']
['04576', '04576_0001756_cnn_inception100.csv', '0.000785653']
['04950', '04950_0004065_cnn_inception100.csv', '0.000560545']
['04676', '04676_0002811_cnn_inception100.csv', '0.0307021']
['05260', '05260_0009383_cnn_inception100.csv', '0.00170339']
['05471', '05471_0001258_cnn_inception100.csv', '0.00230511']
['05029', '05029_0033677_cnn_inception100.csv', '0.00182965']
['06291', '06291_0011641_cnn_inception100.csv', '0.00524913']
['06538', '06538_0002558_cnn_inception100.csv', '0.00647537']
['06653', '06653_0008664_cnn_inception100.csv', '0.000477221']
['07107', '07107_0001116_cnn_inception100.csv', '0.00237188']
['07149', '07149_0001671_cnn_inception100.csv', '0.00543749']
['07148', '07148_0004088_cnn_inception100.csv', '0.00138781']
