['00250', '00250_0003803_cnn_inception100.csv', '9.90431e-05']
['00286', '00286_0005010_cnn_inception100.csv', '0.00290047']
['00947', '00947_0009809_cnn_inception100.csv', '0.00279884']
['00955', '00955_0008302_cnn_inception100.csv', '0.000790106']
['00930', '00930_0004895_cnn_inception100.csv', '0.0036481']
['00675', '00675_0002559_cnn_inception100.csv', '0.00431167']
['00609', '00609_0000072_cnn_inception100.csv', '0.000419606']
['01206', '01206_0005138_cnn_inception100.csv', '0.00034613']
['01044', '01044_0011087_cnn_inception100.csv', '0.00374206']
['01369', '01369_0000379_cnn_inception100.csv', '0.00522778']
['01784', '01784_0003310_cnn_inception100.csv', '0.00144091']
['01714', '01714_0011721_cnn_inception100.csv', '0.00699198']
['02682', '02682_0006096_cnn_inception100.csv', '0.00493415']
['02639', '02639_0003173_cnn_inception100.csv', '0.000634744']
['02838', '02838_0001222_cnn_inception100.csv', '0.000124015']
['02908', '02908_0011005_cnn_inception100.csv', '0.000240729']
['02938', '02938_0001683_cnn_inception100.csv', '0.00030374']
['02529', '02529_0022971_cnn_inception100.csv', '3.48054e-05']
['02130', '02130_0004491_cnn_inception100.csv', '0.00217831']
['03848', '03848_0002739_cnn_inception100.csv', '0.00219284']
['03768', '03768_0001664_cnn_inception100.csv', '0.00508852']
['03927', '03927_0003101_cnn_inception100.csv', '0.00214318']
['03953', '03953_0002417_cnn_inception100.csv', '0.00112188']
['04026', '04026_0004507_cnn_inception100.csv', '0.00327257']
['04019', '04019_0003126_cnn_inception100.csv', '0.0040715']
['04417', '04417_0002529_cnn_inception100.csv', '1.09065e-06']
['04503', '04503_0001784_cnn_inception100.csv', '0.0012377']
['04616', '04616_0001374_cnn_inception100.csv', '0.000154364']
['04689', '04689_0004514_cnn_inception100.csv', '0.0014097']
['04676', '04676_0002811_cnn_inception100.csv', '0.00144802']
['05039', '05039_0001780_cnn_inception100.csv', '0.000364487']
['05373', '05373_0000845_cnn_inception100.csv', '0.00128073']
['05059', '05059_0000906_cnn_inception100.csv', '0.00033492']
['05207', '05207_0001518_cnn_inception100.csv', '0.0172105']
['05936', '05936_0001059_cnn_inception100.csv', '0.00723106']
['05883', '05883_0005055_cnn_inception100.csv', '0.014117']
['06500', '06500_0001854_cnn_inception100.csv', '0.000289044']
['06426', '06426_0000775_cnn_inception100.csv', '0.000327146']
['06319', '06319_0002520_cnn_inception100.csv', '0.00975424']
['06310', '06310_0003393_cnn_inception100.csv', '0.00163609']
['06273', '06273_0004536_cnn_inception100.csv', '0.0861549']
['06925', '06925_0002285_cnn_inception100.csv', '0.0070026']
['06712', '06712_0000021_cnn_inception100.csv', '0.002167']
['07046', '07046_0006064_cnn_inception100.csv', '0.00533096']
