['00383', '00383_0005211_cnn_inception100.csv', '0.00246347']
['00193', '00193_0005958_cnn_inception100.csv', '0.00128723']
['00445', '00445_0010774_cnn_inception100.csv', '0.00713287']
['00634', '00634_0005877_cnn_inception100.csv', '0.00203447']
['00998', '00998_0000912_cnn_inception100.csv', '0.00653232']
['00981', '00981_0002392_cnn_inception100.csv', '0.00324654']
['01203', '01203_0004408_cnn_inception100.csv', '0.000772241']
['01408', '01408_0003826_cnn_inception100.csv', '0.00533771']
['01911', '01911_0004393_cnn_inception100.csv', '0.00296132']
['01756', '01756_0008271_cnn_inception100.csv', '0.000138659']
['02624', '02624_0002623_cnn_inception100.csv', '0.0051414']
['02815', '02815_0007369_cnn_inception100.csv', '0.00248995']
['02547', '02547_0002593_cnn_inception100.csv', '0.0111425']
['02829', '02829_0002165_cnn_inception100.csv', '0.00628132']
['02270', '02270_0000602_cnn_inception100.csv', '0.0033966']
['03080', '03080_0013189_cnn_inception100.csv', '0.000134985']
['03096', '03096_0004648_cnn_inception100.csv', '5.42165e-05']
['03548', '03548_0003928_cnn_inception100.csv', '0.00109553']
['03688', '03688_0005052_cnn_inception100.csv', '0.000410047']
['04181', '04181_0002159_cnn_inception100.csv', '0.00162259']
['04323', '04323_0001426_cnn_inception100.csv', '0.000179752']
['04153', '04153_0003514_cnn_inception100.csv', '0.0088063']
['04789', '04789_0002172_cnn_inception100.csv', '0.0062533']
['04726', '04726_0002458_cnn_inception100.csv', '0.000859228']
['05022', '05022_0000575_cnn_inception100.csv', '0.000520527']
['05221', '05221_0000918_cnn_inception100.csv', '0.00123758']
['05005', '05005_0001296_cnn_inception100.csv', '0.000321554']
['05894', '05894_0000949_cnn_inception100.csv', '2.59475e-06']
['05875', '05875_0005586_cnn_inception100.csv', '0.00365447']
['05931', '05931_0004761_cnn_inception100.csv', '0.000609017']
['05952', '05952_0004757_cnn_inception100.csv', '0.00522089']
['05601', '05601_0000905_cnn_inception100.csv', '0.00139758']
['05808', '05808_0004456_cnn_inception100.csv', '0.000191321']
['06008', '06008_0005620_cnn_inception100.csv', '0.00979936']
['06682', '06682_0002790_cnn_inception100.csv', '0.00229061']
['06878', '06878_0000445_cnn_inception100.csv', '0.0154467']
['06623', '06623_0001648_cnn_inception100.csv', '0.00180502']
['06655', '06655_0000676_cnn_inception100.csv', '0.0020427']
['07336', '07336_0003585_cnn_inception100.csv', '0.0463358']
['07174', '07174_0004514_cnn_inception100.csv', '0.00835074']
