['00263', '00263_0010685_cnn_inception100.csv', '0.0021013']
['00069', '00069_0004239_cnn_inception100.csv', '0.00147616']
['00310', '00310_0002387_cnn_inception100.csv', '9.74738e-05']
['00392', '00392_0002099_cnn_inception100.csv', '0.00397578']
['00222', '00222_0014217_cnn_inception100.csv', '8.02084e-05']
['00801', '00801_0004142_cnn_inception100.csv', '0.0040414']
['00839', '00839_0004425_cnn_inception100.csv', '0.00269166']
['00582', '00582_0005644_cnn_inception100.csv', '0.00125945']
['00711', '00711_0003573_cnn_inception100.csv', '0.0017563']
['01009', '01009_0003843_cnn_inception100.csv', '0.00338366']
['01050', '01050_0008970_cnn_inception100.csv', '0.0153115']
['01088', '01088_0002648_cnn_inception100.csv', '0.00166513']
['01521', '01521_0005356_cnn_inception100.csv', '0.00122859']
['01611', '01611_0003348_cnn_inception100.csv', '4.69689e-05']
['01504', '01504_0004352_cnn_inception100.csv', '0.00372976']
['01730', '01730_0003906_cnn_inception100.csv', '0.00178645']
['01579', '01579_0005968_cnn_inception100.csv', '0.00120897']
['01647', '01647_0007839_cnn_inception100.csv', '0.00360949']
['01959', '01959_0004362_cnn_inception100.csv', '0.0849784']
['02549', '02549_0017210_cnn_inception100.csv', '0.00534426']
['02560', '02560_0006184_cnn_inception100.csv', '0.00147862']
['02688', '02688_0000798_cnn_inception100.csv', '0.000892582']
['02861', '02861_0005314_cnn_inception100.csv', '0.00387167']
['02149', '02149_0004505_cnn_inception100.csv', '1.83216e-05']
['02484', '02484_0001102_cnn_inception100.csv', '0.000348341']
['02465', '02465_0003327_cnn_inception100.csv', '0.00211596']
['02437', '02437_0003368_cnn_inception100.csv', '0.000983901']
['03410', '03410_0002463_cnn_inception100.csv', '0.00359089']
['03075', '03075_0004235_cnn_inception100.csv', '0.00442644']
['03350', '03350_0003430_cnn_inception100.csv', '0.00596134']
['03231', '03231_0004705_cnn_inception100.csv', '0.00169688']
['03201', '03201_0006645_cnn_inception100.csv', '0.00628768']
['03378', '03378_0025440_cnn_inception100.csv', '0.00108565']
['03258', '03258_0017835_cnn_inception100.csv', '0.00206671']
['03577', '03577_0009379_cnn_inception100.csv', '0.000261607']
['03996', '03996_0006982_cnn_inception100.csv', '0.00305561']
['03510', '03510_0009822_cnn_inception100.csv', '0.00286732']
['04253', '04253_0009062_cnn_inception100.csv', '0.0395765']
['04493', '04493_0003889_cnn_inception100.csv', '0.00261539']
['04500', '04500_0005153_cnn_inception100.csv', '0.00429247']
['04738', '04738_0002317_cnn_inception100.csv', '5.13211e-05']
['04766', '04766_0001622_cnn_inception100.csv', '0.00255144']
['05096', '05096_0001176_cnn_inception100.csv', '0.00415467']
['05316', '05316_0002235_cnn_inception100.csv', '0.00319897']
['05851', '05851_0001943_cnn_inception100.csv', '0.0143751']
['05964', '05964_0003787_cnn_inception100.csv', '0.00544583']
['05786', '05786_0004031_cnn_inception100.csv', '0.0791196']
['05684', '05684_0005029_cnn_inception100.csv', '0.00177735']
['05509', '05509_0032654_cnn_inception100.csv', '0.00365319']
['05994', '05994_0004843_cnn_inception100.csv', '0.00889801']
['06369', '06369_0015644_cnn_inception100.csv', '0.00373272']
['06328', '06328_0013708_cnn_inception100.csv', '0.00235618']
['06677', '06677_0003945_cnn_inception100.csv', '0.000196069']
['06579', '06579_0001637_cnn_inception100.csv', '0.00381109']
['07164', '07164_0021526_cnn_inception100.csv', '0.0024997']
['07291', '07291_0000439_cnn_inception100.csv', '0.0247822']
['07398', '07398_0002561_cnn_inception100.csv', '0.00183823']
