['00117', '00117_0005989_cnn_inception100.csv', '3.62898e-05']
['00272', '00272_0004488_cnn_inception100.csv', '8.17954e-05']
['00025', '00025_0012382_cnn_inception100.csv', '1.57387e-05']
['00198', '00198_0010994_cnn_inception100.csv', '0.00077601']
['00016', '00016_0019632_cnn_inception100.csv', '0.00106239']
['00820', '00820_0001844_cnn_inception100.csv', '0.00026186']
['01158', '01158_0075526_cnn_inception100.csv', '0.00065016']
['01150', '01150_0023793_cnn_inception100.csv', '5.34428e-05']
['01042', '01042_0004677_cnn_inception100.csv', '0.00150025']
['01517', '01517_0029857_cnn_inception100.csv', '0.000985329']
['01804', '01804_0000257_cnn_inception100.csv', '0.0011077']
['01826', '01826_0002103_cnn_inception100.csv', '0.000554115']
['01973', '01973_0013635_cnn_inception100.csv', '0.00203448']
['01734', '01734_0007164_cnn_inception100.csv', '0.000151316']
['02764', '02764_0004983_cnn_inception100.csv', '0.000957213']
['02782', '02782_0006476_cnn_inception100.csv', '0.000113883']
['03086', '03086_0003255_cnn_inception100.csv', '0.000967722']
['03254', '03254_0003292_cnn_inception100.csv', '0.000201955']
['03727', '03727_0010586_cnn_inception100.csv', '0.000127599']
['03887', '03887_0002538_cnn_inception100.csv', '0.000283138']
['03790', '03790_0005113_cnn_inception100.csv', '0.000187799']
['03834', '03834_0003277_cnn_inception100.csv', '0.000522408']
['04126', '04126_0004963_cnn_inception100.csv', '0.00210587']
['04103', '04103_0009069_cnn_inception100.csv', '5.20751e-05']
['04334', '04334_0005572_cnn_inception100.csv', '0.0022256']
['04367', '04367_0000937_cnn_inception100.csv', '2.87877e-06']
['04011', '04011_0007587_cnn_inception100.csv', '0.00231743']
['04985', '04985_0110305_cnn_inception100.csv', '0.000395603']
['04745', '04745_0008686_cnn_inception100.csv', '0.000155725']
['04522', '04522_0005636_cnn_inception100.csv', '3.21251e-05']
['05116', '05116_0031875_cnn_inception100.csv', '0.000373383']
['05117', '05117_0035721_cnn_inception100.csv', '1.39241e-05']
['05257', '05257_0006469_cnn_inception100.csv', '0.000139991']
['05048', '05048_0009606_cnn_inception100.csv', '0.00182254']
['05390', '05390_0014385_cnn_inception100.csv', '0.000100191']
['06397', '06397_0029995_cnn_inception100.csv', '5.48684e-06']
['06084', '06084_0001488_cnn_inception100.csv', '0.00077989']
['06079', '06079_0003641_cnn_inception100.csv', '0.000357744']
['06376', '06376_0005806_cnn_inception100.csv', '0.00139082']
['06991', '06991_0000709_cnn_inception100.csv', '0.00189161']
['07074', '07074_0020405_cnn_inception100.csv', '7.95178e-05']
['07245', '07245_0021872_cnn_inception100.csv', '2.11767e-06']
