['00295', '00295_0004537_cnn_inception100.csv', '0.00164983']
['00266', '00266_0004057_cnn_inception100.csv', '0.0023966']
['00439', '00439_0004624_cnn_inception100.csv', '0.00325434']
['00462', '00462_0010943_cnn_inception100.csv', '0.00259506']
['00454', '00454_0003884_cnn_inception100.csv', '0.0252517']
['00431', '00431_0007845_cnn_inception100.csv', '0.0021092']
['00364', '00364_0011872_cnn_inception100.csv', '0.0319124']
['00041', '00041_0001458_cnn_inception100.csv', '0.000497112']
['00360', '00360_0002668_cnn_inception100.csv', '0.0613238']
['00619', '00619_0004797_cnn_inception100.csv', '0.0024775']
['00697', '00697_0002391_cnn_inception100.csv', '0.00294533']
['00890', '00890_0000985_cnn_inception100.csv', '0.115178']
['00530', '00530_0001198_cnn_inception100.csv', '7.32065e-05']
['00554', '00554_0003112_cnn_inception100.csv', '0.00068571']
['00885', '00885_0031299_cnn_inception100.csv', '0.0104694']
['00624', '00624_0001401_cnn_inception100.csv', '0.00343391']
['01128', '01128_0003089_cnn_inception100.csv', '0.000276089']
['01406', '01406_0002059_cnn_inception100.csv', '4.81162e-05']
['01288', '01288_0015145_cnn_inception100.csv', '0.00335099']
['01015', '01015_0003481_cnn_inception100.csv', '0.00256205']
['01185', '01185_0007904_cnn_inception100.csv', '0.0111238']
['01149', '01149_0005634_cnn_inception100.csv', '0.00180518']
['01433', '01433_0004298_cnn_inception100.csv', '0.0029249']
['01246', '01246_0010072_cnn_inception100.csv', '0.000895342']
['01668', '01668_0002762_cnn_inception100.csv', '0.0029042']
['01892', '01892_0003399_cnn_inception100.csv', '0.00345202']
['01642', '01642_0003518_cnn_inception100.csv', '0.0169458']
['01816', '01816_0002481_cnn_inception100.csv', '0.00211512']
['01908', '01908_0015537_cnn_inception100.csv', '0.00370158']
['01930', '01930_0001868_cnn_inception100.csv', '0.104499']
['01809', '01809_0001463_cnn_inception100.csv', '0.00331572']
['01531', '01531_0002158_cnn_inception100.csv', '0.00355103']
['01904', '01904_0003199_cnn_inception100.csv', '1.4164e-05']
['02514', '02514_0037275_cnn_inception100.csv', '0.000224226']
['02962', '02962_0000801_cnn_inception100.csv', '0.00229002']
['02574', '02574_0002955_cnn_inception100.csv', '0.00129466']
['02912', '02912_0013672_cnn_inception100.csv', '0.00451079']
['02416', '02416_0007407_cnn_inception100.csv', '0.00117272']
['02080', '02080_0010257_cnn_inception100.csv', '0.00211162']
['02195', '02195_0006627_cnn_inception100.csv', '0.00384529']
['02498', '02498_0005256_cnn_inception100.csv', '0.00891734']
['02430', '02430_0001242_cnn_inception100.csv', '0.00133417']
['03073', '03073_0006004_cnn_inception100.csv', '0.00578678']
['03291', '03291_0000702_cnn_inception100.csv', '0.00141456']
['03402', '03402_0006461_cnn_inception100.csv', '0.00147267']
['03432', '03432_0001889_cnn_inception100.csv', '0.00166825']
['03815', '03815_0004953_cnn_inception100.csv', '0.00970148']
['03679', '03679_0009394_cnn_inception100.csv', '0.000553171']
['03795', '03795_0000309_cnn_inception100.csv', '0.175316']
['03509', '03509_0004854_cnn_inception100.csv', '0.000712095']
['03630', '03630_0004904_cnn_inception100.csv', '0.0244189']
['03607', '03607_0002742_cnn_inception100.csv', '0.00101495']
['03626', '03626_0011831_cnn_inception100.csv', '0.00909952']
['03875', '03875_0001391_cnn_inception100.csv', '0.00813504']
['03798', '03798_0004762_cnn_inception100.csv', '0.000439262']
['03924', '03924_0002043_cnn_inception100.csv', '0.000185854']
['03747', '03747_0000995_cnn_inception100.csv', '0.0196846']
['03545', '03545_0004767_cnn_inception100.csv', '7.9299e-06']
