['00340', '00340_0005153_cnn_inception100.csv', '0.00137629']
['01076', '01076_0008953_cnn_inception100.csv', '0.00129259']
['01415', '01415_0000634_cnn_inception100.csv', '0.00294864']
['01717', '01717_0000594_cnn_inception100.csv', '0.000955054']
['02950', '02950_0002747_cnn_inception100.csv', '0.000188066']
['02271', '02271_0000020_cnn_inception100.csv', '0.0029489']
['02014', '02014_0000134_cnn_inception100.csv', '0.00123363']
['03027', '03027_0000946_cnn_inception100.csv', '0.000438372']
['03911', '03911_0017207_cnn_inception100.csv', '0.00544476']
['03970', '03970_0000360_cnn_inception100.csv', '0.00433617']
['03856', '03856_0002839_cnn_inception100.csv', '0.00183268']
['04456', '04456_0000132_cnn_inception100.csv', '0.00170272']
['04115', '04115_0003792_cnn_inception100.csv', '0.000717512']
['04838', '04838_0020983_cnn_inception100.csv', '0.00181442']
['05032', '05032_0009412_cnn_inception100.csv', '0.00129516']
['05698', '05698_0011497_cnn_inception100.csv', '0.00115424']
['05615', '05615_0003951_cnn_inception100.csv', '0.00123807']
['06794', '06794_0003118_cnn_inception100.csv', '0.000260991']
['06933', '06933_0034513_cnn_inception100.csv', '0.0052554']
