['00471', '00471_0000902_cnn_inception100.csv', '0.0251804']
['00333', '00333_0000762_cnn_inception100.csv', '0.000557507']
['00199', '00199_0015555_cnn_inception100.csv', '2.97723e-06']
['00044', '00044_0003389_cnn_inception100.csv', '0.188682']
['00995', '00995_0000896_cnn_inception100.csv', '0.119333']
['01309', '01309_0004939_cnn_inception100.csv', '0.022127']
['01310', '01310_0002393_cnn_inception100.csv', '0.00166132']
['02891', '02891_0001602_cnn_inception100.csv', '0.0155039']
['02637', '02637_0006314_cnn_inception100.csv', '0.0006944']
['02524', '02524_0000915_cnn_inception100.csv', '0.00336891']
['02901', '02901_0001154_cnn_inception100.csv', '0.001714']
['02123', '02123_0004568_cnn_inception100.csv', '0.00400484']
['02362', '02362_0000872_cnn_inception100.csv', '0.00564722']
['03042', '03042_0005479_cnn_inception100.csv', '0.0104086']
['03213', '03213_0002186_cnn_inception100.csv', '0.00200833']
['03473', '03473_0002048_cnn_inception100.csv', '0.00280607']
['03416', '03416_0002014_cnn_inception100.csv', '0.00171199']
['03303', '03303_0002971_cnn_inception100.csv', '0.124358']
['03468', '03468_0003039_cnn_inception100.csv', '0.00256188']
['03259', '03259_0016886_cnn_inception100.csv', '0.00371202']
['03935', '03935_0015092_cnn_inception100.csv', '0.0011579']
['03959', '03959_0003356_cnn_inception100.csv', '0.0233554']
['03788', '03788_0007207_cnn_inception100.csv', '0.000673842']
['03819', '03819_0005517_cnn_inception100.csv', '0.00207878']
['03907', '03907_0000246_cnn_inception100.csv', '0.00173571']
['03707', '03707_0002969_cnn_inception100.csv', '0.00144047']
['03521', '03521_0009688_cnn_inception100.csv', '0.00916176']
['04093', '04093_0001323_cnn_inception100.csv', '0.00131608']
['04107', '04107_0000551_cnn_inception100.csv', '0.00301444']
['04571', '04571_0003132_cnn_inception100.csv', '0.00256534']
['04960', '04960_0007115_cnn_inception100.csv', '0.020717']
['04823', '04823_0000956_cnn_inception100.csv', '0.00245601']
['05186', '05186_0002041_cnn_inception100.csv', '0.00269855']
['05437', '05437_0004872_cnn_inception100.csv', '0.000626247']
['05586', '05586_0014700_cnn_inception100.csv', '0.0154753']
['05542', '05542_0002983_cnn_inception100.csv', '0.000442482']
['05620', '05620_0002883_cnn_inception100.csv', '0.00553164']
['05852', '05852_0007413_cnn_inception100.csv', '0.00192233']
['05679', '05679_0003277_cnn_inception100.csv', '0.0016784']
['05767', '05767_0002570_cnn_inception100.csv', '0.000952661']
['06073', '06073_0037659_cnn_inception100.csv', '0.00416235']
['06802', '06802_0001039_cnn_inception100.csv', '0.00135969']
['07168', '07168_0004152_cnn_inception100.csv', '0.00110058']
['07377', '07377_0003641_cnn_inception100.csv', '0.00010457']
['07039', '07039_0003472_cnn_inception100.csv', '0.000985548']
