['00491', '00491_0004314_cnn_inception100.csv', '1.56599e-05']
['00120', '00120_0003993_cnn_inception100.csv', '0.00261643']
['00383', '00383_0005211_cnn_inception100.csv', '0.0128512']
['00144', '00144_0003631_cnn_inception100.csv', '0.000232296']
['00287', '00287_0000690_cnn_inception100.csv', '0.000211954']
['00024', '00024_0021848_cnn_inception100.csv', '0.000970847']
['00025', '00025_0012382_cnn_inception100.csv', '3.47492e-06']
['00219', '00219_0005741_cnn_inception100.csv', '0.00875167']
['00095', '00095_0016518_cnn_inception100.csv', '0.0015806']
['00456', '00456_0000363_cnn_inception100.csv', '0.00389762']
['00200', '00200_0000419_cnn_inception100.csv', '0.00449535']
['00067', '00067_0000473_cnn_inception100.csv', '0.00200401']
['00198', '00198_0010994_cnn_inception100.csv', '0.000882689']
['00081', '00081_0001782_cnn_inception100.csv', '0.00184062']
['00658', '00658_0001330_cnn_inception100.csv', '0.0011116']
['00740', '00740_0004605_cnn_inception100.csv', '0.000762504']
['00748', '00748_0008096_cnn_inception100.csv', '0.0196704']
['00764', '00764_0001274_cnn_inception100.csv', '0.000545771']
['00889', '00889_0001625_cnn_inception100.csv', '0.00258437']
['00810', '00810_0001870_cnn_inception100.csv', '0.00132991']
['00697', '00697_0002391_cnn_inception100.csv', '0.00215023']
['00664', '00664_0007916_cnn_inception100.csv', '0.00133859']
['00638', '00638_0004433_cnn_inception100.csv', '0.00162262']
['01110', '01110_0006207_cnn_inception100.csv', '0.0980916']
['01116', '01116_0006402_cnn_inception100.csv', '0.00165741']
['01269', '01269_0004424_cnn_inception100.csv', '0.00572767']
['01065', '01065_0009331_cnn_inception100.csv', '6.57827e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.0228761']
['01449', '01449_0001561_cnn_inception100.csv', '0.000367174']
['01391', '01391_0000077_cnn_inception100.csv', '0.0146765']
['01183', '01183_0005646_cnn_inception100.csv', '0.00164592']
['01230', '01230_0004960_cnn_inception100.csv', '0.000442292']
['01010', '01010_0001914_cnn_inception100.csv', '0.00599521']
['01247', '01247_0005001_cnn_inception100.csv', '0.00168936']
['01279', '01279_0003316_cnn_inception100.csv', '0.00534728']
['01199', '01199_0005299_cnn_inception100.csv', '0.00216674']
