['00068', '00068_0000489_cnn_inception100.csv', '1.56913e-06']
['00372', '00372_0001465_cnn_inception100.csv', '0.0011804']
['01213', '01213_0000455_cnn_inception100.csv', '0.00229823']
['01898', '01898_0003083_cnn_inception100.csv', '0.00274894']
['02631', '02631_0003652_cnn_inception100.csv', '0.000323169']
['02862', '02862_0008353_cnn_inception100.csv', '0.000164807']
['02535', '02535_0000417_cnn_inception100.csv', '0.0612697']
['02356', '02356_0009074_cnn_inception100.csv', '0.00223262']
['03156', '03156_0002970_cnn_inception100.csv', '0.00903055']
['03676', '03676_0040508_cnn_inception100.csv', '0.00105344']
['03786', '03786_0004262_cnn_inception100.csv', '0.000727577']
['03643', '03643_0001207_cnn_inception100.csv', '0.0110739']
['03535', '03535_0001058_cnn_inception100.csv', '0.00191103']
['03746', '03746_0003797_cnn_inception100.csv', '0.00634286']
['04127', '04127_0007020_cnn_inception100.csv', '0.00386567']
['04077', '04077_0012193_cnn_inception100.csv', '0.00243097']
['04830', '04830_0002589_cnn_inception100.csv', '0.00656092']
['04585', '04585_0006777_cnn_inception100.csv', '0.00542324']
['04967', '04967_0003960_cnn_inception100.csv', '0.00335573']
['04871', '04871_0004641_cnn_inception100.csv', '0.00697161']
['06109', '06109_0002366_cnn_inception100.csv', '0.049577']
['06470', '06470_0003253_cnn_inception100.csv', '0.0003123']
['06957', '06957_0004321_cnn_inception100.csv', '8.60213e-05']
['07096', '07096_0003032_cnn_inception100.csv', '0.00137019']
