['00065', '00065_0005799_cnn_inception100.csv', '4.82357e-05']
['00001', '00001_0001302_cnn_inception100.csv', '0.00302067']
['00267', '00267_0005136_cnn_inception100.csv', '1.53185e-05']
['00280', '00280_0003839_cnn_inception100.csv', '0.000462756']
['00428', '00428_0005964_cnn_inception100.csv', '0.000161175']
['00595', '00595_0003952_cnn_inception100.csv', '3.37438e-05']
['00530', '00530_0001198_cnn_inception100.csv', '0.00031549']
['00825', '00825_0002477_cnn_inception100.csv', '5.43524e-05']
['01145', '01145_0004326_cnn_inception100.csv', '5.70778e-06']
['01294', '01294_0003101_cnn_inception100.csv', '0.00300258']
['01040', '01040_0004426_cnn_inception100.csv', '0.0035415']
['01274', '01274_0002671_cnn_inception100.csv', '0.00126461']
['01124', '01124_0006390_cnn_inception100.csv', '5.1044e-07']
['01395', '01395_0005052_cnn_inception100.csv', '8.03339e-05']
['01698', '01698_0001248_cnn_inception100.csv', '8.72185e-05']
['01639', '01639_0009790_cnn_inception100.csv', '4.12667e-05']
['01554', '01554_0000394_cnn_inception100.csv', '4.84819e-05']
['02876', '02876_0000707_cnn_inception100.csv', '0.00012197']
['02841', '02841_0000934_cnn_inception100.csv', '0.00367125']
['02606', '02606_0016449_cnn_inception100.csv', '0.000760938']
['02988', '02988_0007963_cnn_inception100.csv', '0.000247812']
['02772', '02772_0006140_cnn_inception100.csv', '0.00112698']
['02730', '02730_0004914_cnn_inception100.csv', '0.0108042']
['02866', '02866_0005799_cnn_inception100.csv', '8.93323e-06']
['02712', '02712_0001041_cnn_inception100.csv', '0.000257398']
['02359', '02359_0008508_cnn_inception100.csv', '3.78751e-06']
['02420', '02420_0009129_cnn_inception100.csv', '0.00369843']
['02056', '02056_0002993_cnn_inception100.csv', '3.64297e-06']
['02121', '02121_0002969_cnn_inception100.csv', '0.000545606']
['03224', '03224_0001106_cnn_inception100.csv', '0.000263616']
['03246', '03246_0012219_cnn_inception100.csv', '0.00213218']
['03122', '03122_0007309_cnn_inception100.csv', '0.00242447']
['03031', '03031_0005341_cnn_inception100.csv', '8.862e-06']
['03052', '03052_0000414_cnn_inception100.csv', '0.000434078']
['03799', '03799_0005028_cnn_inception100.csv', '0.00255246']
['03754', '03754_0006145_cnn_inception100.csv', '0.00144189']
['04251', '04251_0010147_cnn_inception100.csv', '0.000161079']
['04364', '04364_0004133_cnn_inception100.csv', '0.0089775']
['04067', '04067_0001198_cnn_inception100.csv', '0.000181218']
['04420', '04420_0000145_cnn_inception100.csv', '0.000752785']
['04604', '04604_0000111_cnn_inception100.csv', '0.00228438']
['04521', '04521_0002200_cnn_inception100.csv', '0.000381959']
['05091', '05091_0003216_cnn_inception100.csv', '5.68132e-05']
['05221', '05221_0000918_cnn_inception100.csv', '0.00381263']
['05467', '05467_0026594_cnn_inception100.csv', '0.00259799']
['05752', '05752_0008371_cnn_inception100.csv', '0.000199359']
['05917', '05917_0004888_cnn_inception100.csv', '0.000698228']
['06171', '06171_0010781_cnn_inception100.csv', '6.36042e-05']
['06454', '06454_0007957_cnn_inception100.csv', '9.22568e-06']
['06498', '06498_0003316_cnn_inception100.csv', '7.31163e-06']
['06553', '06553_0006980_cnn_inception100.csv', '0.000679331']
['06883', '06883_0004581_cnn_inception100.csv', '0.000196194']
['06548', '06548_0016036_cnn_inception100.csv', '0.00109127']
['06777', '06777_0001086_cnn_inception100.csv', '0.000567732']
['07072', '07072_0004570_cnn_inception100.csv', '0.000445966']
['07220', '07220_0005828_cnn_inception100.csv', '0.0209205']
