['00377', '00377_0003723_cnn_inception100.csv', '3.16735e-05']
['00478', '00478_0008838_cnn_inception100.csv', '0.00102749']
['00405', '00405_0000196_cnn_inception100.csv', '0.00325328']
['00051', '00051_0003431_cnn_inception100.csv', '0.0193344']
['00651', '00651_0002936_cnn_inception100.csv', '0.0198951']
['00782', '00782_0005502_cnn_inception100.csv', '0.00174503']
['00791', '00791_0006083_cnn_inception100.csv', '0.000547742']
['01135', '01135_0006504_cnn_inception100.csv', '0.00127539']
['01327', '01327_0003063_cnn_inception100.csv', '0.000690876']
['01265', '01265_0002297_cnn_inception100.csv', '2.73292e-05']
['01027', '01027_0001514_cnn_inception100.csv', '0.000935533']
['01776', '01776_0005591_cnn_inception100.csv', '0.000253116']
['01817', '01817_0003293_cnn_inception100.csv', '8.25027e-05']
['01731', '01731_0035093_cnn_inception100.csv', '0.000598045']
['01825', '01825_0003233_cnn_inception100.csv', '0.00047725']
['02530', '02530_0002686_cnn_inception100.csv', '0.00547218']
['02679', '02679_0000869_cnn_inception100.csv', '0.0137566']
['02774', '02774_0004335_cnn_inception100.csv', '0.00259375']
['02743', '02743_0002953_cnn_inception100.csv', '0.00514408']
['02503', '02503_0000346_cnn_inception100.csv', '0.000710077']
['02763', '02763_0004040_cnn_inception100.csv', '0.00137983']
['02746', '02746_0001899_cnn_inception100.csv', '0.00104771']
['02357', '02357_0021682_cnn_inception100.csv', '0.00242585']
['02474', '02474_0003773_cnn_inception100.csv', '0.00182264']
['02209', '02209_0005249_cnn_inception100.csv', '0.00172393']
['02371', '02371_0007296_cnn_inception100.csv', '0.000235854']
['03165', '03165_0003694_cnn_inception100.csv', '0.00156739']
['03388', '03388_0001346_cnn_inception100.csv', '0.00275476']
['03273', '03273_0015269_cnn_inception100.csv', '0.00505779']
['03346', '03346_0009604_cnn_inception100.csv', '0.00184068']
['03126', '03126_0002615_cnn_inception100.csv', '0.00396637']
['03684', '03684_0000521_cnn_inception100.csv', '0.000274233']
['03767', '03767_0003664_cnn_inception100.csv', '0.00350262']
['03572', '03572_0006292_cnn_inception100.csv', '0.00178325']
['04058', '04058_0000849_cnn_inception100.csv', '0.00480073']
['04291', '04291_0011643_cnn_inception100.csv', '0.00106756']
['04776', '04776_0001889_cnn_inception100.csv', '0.000788696']
['04754', '04754_0000436_cnn_inception100.csv', '0.000680179']
['04718', '04718_0008813_cnn_inception100.csv', '0.000491786']
['04549', '04549_0003666_cnn_inception100.csv', '0.000215345']
['05105', '05105_0001981_cnn_inception100.csv', '0.00197662']
['05380', '05380_0002163_cnn_inception100.csv', '0.00100551']
['05184', '05184_0001490_cnn_inception100.csv', '5.80285e-05']
['05445', '05445_0004271_cnn_inception100.csv', '0.00085216']
['05106', '05106_0001620_cnn_inception100.csv', '0.000447336']
['05813', '05813_0001330_cnn_inception100.csv', '0.000685334']
['05507', '05507_0007527_cnn_inception100.csv', '0.000812798']
['06019', '06019_0000218_cnn_inception100.csv', '0.000323355']
['06294', '06294_0001544_cnn_inception100.csv', '0.00443691']
['06538', '06538_0002558_cnn_inception100.csv', '0.000355931']
['06739', '06739_0012133_cnn_inception100.csv', '0.0014851']
['06592', '06592_0002038_cnn_inception100.csv', '0.0011648']
['06692', '06692_0002222_cnn_inception100.csv', '0.00118104']
['07416', '07416_0001065_cnn_inception100.csv', '0.000936794']
['07443', '07443_0003977_cnn_inception100.csv', '0.00151058']
['07450', '07450_0004156_cnn_inception100.csv', '0.00154095']
['07266', '07266_0004174_cnn_inception100.csv', '0.00374788']
