['00269', '00269_0002099_cnn_inception100.csv', '5.34937e-06']
['00634', '00634_0005877_cnn_inception100.csv', '0.00546731']
['00657', '00657_0001261_cnn_inception100.csv', '0.00110882']
['00981', '00981_0002392_cnn_inception100.csv', '0.00362448']
['00943', '00943_0005436_cnn_inception100.csv', '0.00173015']
['01203', '01203_0004408_cnn_inception100.csv', '0.000945158']
['01343', '01343_0007218_cnn_inception100.csv', '0.00174147']
['01388', '01388_0003549_cnn_inception100.csv', '0.00234396']
['01146', '01146_0004309_cnn_inception100.csv', '0.00384325']
['01911', '01911_0004393_cnn_inception100.csv', '0.00173737']
['01756', '01756_0008271_cnn_inception100.csv', '0.000249175']
['01966', '01966_0000295_cnn_inception100.csv', '0.00201421']
['02624', '02624_0002623_cnn_inception100.csv', '0.0014547']
['02815', '02815_0007369_cnn_inception100.csv', '0.00102961']
['02547', '02547_0002593_cnn_inception100.csv', '0.00331585']
['02799', '02799_0003782_cnn_inception100.csv', '0.00187992']
['02829', '02829_0002165_cnn_inception100.csv', '0.00300457']
['02270', '02270_0000602_cnn_inception100.csv', '0.000936671']
['03096', '03096_0004648_cnn_inception100.csv', '2.67379e-05']
['03691', '03691_0005328_cnn_inception100.csv', '0.0014735']
['04181', '04181_0002159_cnn_inception100.csv', '0.00255393']
['04153', '04153_0003514_cnn_inception100.csv', '0.0045352']
['04789', '04789_0002172_cnn_inception100.csv', '0.0030619']
['04726', '04726_0002458_cnn_inception100.csv', '0.00372975']
['04597', '04597_0003740_cnn_inception100.csv', '0.0078534']
['05221', '05221_0000918_cnn_inception100.csv', '0.000931347']
['05005', '05005_0001296_cnn_inception100.csv', '0.000376035']
['05894', '05894_0000949_cnn_inception100.csv', '3.01469e-05']
['05875', '05875_0005586_cnn_inception100.csv', '0.017158']
['05952', '05952_0004757_cnn_inception100.csv', '0.000555842']
['05601', '05601_0000905_cnn_inception100.csv', '0.00222754']
['05808', '05808_0004456_cnn_inception100.csv', '0.00135613']
['06008', '06008_0005620_cnn_inception100.csv', '0.00085783']
['06878', '06878_0000445_cnn_inception100.csv', '0.0310076']
['06623', '06623_0001648_cnn_inception100.csv', '0.00497296']
['06655', '06655_0000676_cnn_inception100.csv', '0.0026499']
['07336', '07336_0003585_cnn_inception100.csv', '0.00514645']
['07174', '07174_0004514_cnn_inception100.csv', '0.00197029']
