['00363', '00363_0005055_cnn_inception100.csv', '0.00665106']
['00071', '00071_0000277_cnn_inception100.csv', '0.000975906']
['00298', '00298_0000493_cnn_inception100.csv', '0.00715031']
['00472', '00472_0000875_cnn_inception100.csv', '0.00208535']
['00481', '00481_0001552_cnn_inception100.csv', '0.000306241']
['00965', '00965_0001069_cnn_inception100.csv', '0.00046552']
['00872', '00872_0003222_cnn_inception100.csv', '0.00431462']
['00809', '00809_0004703_cnn_inception100.csv', '0.000866503']
['01120', '01120_0002059_cnn_inception100.csv', '0.00468936']
['01383', '01383_0000903_cnn_inception100.csv', '0.00201143']
['01102', '01102_0000446_cnn_inception100.csv', '0.0108527']
['01495', '01495_0002065_cnn_inception100.csv', '0.00143901']
['01291', '01291_0005763_cnn_inception100.csv', '0.000241831']
['01231', '01231_0001819_cnn_inception100.csv', '0.00356061']
['01367', '01367_0001063_cnn_inception100.csv', '0.00279761']
['01843', '01843_0001406_cnn_inception100.csv', '0.019434']
['01644', '01644_0000825_cnn_inception100.csv', '0.000943122']
['01754', '01754_0004159_cnn_inception100.csv', '0.000212918']
['01801', '01801_0003492_cnn_inception100.csv', '0.012045']
['01663', '01663_0002015_cnn_inception100.csv', '0.00977732']
['01612', '01612_0001025_cnn_inception100.csv', '0.00115303']
['01932', '01932_0001612_cnn_inception100.csv', '0.0041749']
['02825', '02825_0004513_cnn_inception100.csv', '0.00168338']
['02486', '02486_0014543_cnn_inception100.csv', '0.00133642']
['02157', '02157_0004836_cnn_inception100.csv', '0.000410257']
['02217', '02217_0002329_cnn_inception100.csv', '0.00102876']
['02453', '02453_0001874_cnn_inception100.csv', '0.00171062']
['03212', '03212_0003254_cnn_inception100.csv', '0.00100335']
['03298', '03298_0001868_cnn_inception100.csv', '0.000118653']
['03230', '03230_0016424_cnn_inception100.csv', '0.0031175']
['03470', '03470_0049491_cnn_inception100.csv', '0.000856789']
['03121', '03121_0011553_cnn_inception100.csv', '0.00221237']
['03385', '03385_0007198_cnn_inception100.csv', '0.00254647']
['03232', '03232_0009846_cnn_inception100.csv', '0.000460486']
['03942', '03942_0001863_cnn_inception100.csv', '0.00477792']
['03665', '03665_0002033_cnn_inception100.csv', '0.00201183']
['03886', '03886_0005807_cnn_inception100.csv', '0.00266641']
['03714', '03714_0002342_cnn_inception100.csv', '0.0432423']
['04188', '04188_0000693_cnn_inception100.csv', '0.00935617']
['04217', '04217_0004180_cnn_inception100.csv', '0.00332054']
['04373', '04373_0004695_cnn_inception100.csv', '0.000256102']
['04320', '04320_0054020_cnn_inception100.csv', '0.00182926']
['04028', '04028_0004887_cnn_inception100.csv', '0.0192393']
['04692', '04692_0008207_cnn_inception100.csv', '0.00422255']
['04857', '04857_0004203_cnn_inception100.csv', '0.00194157']
['04596', '04596_0010691_cnn_inception100.csv', '0.00346377']
['05295', '05295_0002667_cnn_inception100.csv', '0.00199947']
['05446', '05446_0004149_cnn_inception100.csv', '0.00332705']
['05169', '05169_0006349_cnn_inception100.csv', '0.042815']
['05115', '05115_0004082_cnn_inception100.csv', '0.000290399']
['05073', '05073_0002284_cnn_inception100.csv', '0.00219411']
['05442', '05442_0000653_cnn_inception100.csv', '0.00244007']
['05714', '05714_0004579_cnn_inception100.csv', '0.00245449']
['05816', '05816_0001228_cnn_inception100.csv', '0.00213768']
['05644', '05644_0002897_cnn_inception100.csv', '0.00371074']
['06368', '06368_0003884_cnn_inception100.csv', '0.00321464']
['06459', '06459_0004804_cnn_inception100.csv', '0.00955938']
['06370', '06370_0001314_cnn_inception100.csv', '0.000345232']
['06758', '06758_0004479_cnn_inception100.csv', '0.00755326']
['06613', '06613_0003614_cnn_inception100.csv', '0.0173828']
['06639', '06639_0019612_cnn_inception100.csv', '0.00432525']
['06699', '06699_0001288_cnn_inception100.csv', '0.0082412']
['06890', '06890_0003216_cnn_inception100.csv', '0.00225513']
['06740', '06740_0019428_cnn_inception100.csv', '0.00356242']
['07033', '07033_0004511_cnn_inception100.csv', '0.00843149']
['07306', '07306_0001013_cnn_inception100.csv', '0.00219434']
['07202', '07202_0008404_cnn_inception100.csv', '0.000639677']
