['00438', '00438_0004882_cnn_inception100.csv', '0.00605929']
['00352', '00352_0003380_cnn_inception100.csv', '0.000487354']
['00675', '00675_0002559_cnn_inception100.csv', '0.00078883']
['00806', '00806_0006174_cnn_inception100.csv', '8.09656e-05']
['00788', '00788_0004235_cnn_inception100.csv', '0.000206852']
['00975', '00975_0003780_cnn_inception100.csv', '0.00138606']
['00579', '00579_0002253_cnn_inception100.csv', '0.00345429']
['01172', '01172_0003386_cnn_inception100.csv', '0.000722531']
['01230', '01230_0004960_cnn_inception100.csv', '0.000427407']
['01068', '01068_0003058_cnn_inception100.csv', '0.000671977']
['01752', '01752_0000240_cnn_inception100.csv', '0.00209968']
['01864', '01864_0002529_cnn_inception100.csv', '0.00153385']
['01758', '01758_0004229_cnn_inception100.csv', '0.0010973']
['02951', '02951_0013251_cnn_inception100.csv', '0.00153672']
['02829', '02829_0002165_cnn_inception100.csv', '0.00171552']
['02572', '02572_0026339_cnn_inception100.csv', '0.00144412']
['02208', '02208_0002205_cnn_inception100.csv', '0.00228745']
['02135', '02135_0007931_cnn_inception100.csv', '0.00278358']
['02371', '02371_0007296_cnn_inception100.csv', '0.000166327']
['03248', '03248_0004691_cnn_inception100.csv', '0.00248303']
['03021', '03021_0004608_cnn_inception100.csv', '3.75852e-05']
['03247', '03247_0004733_cnn_inception100.csv', '0.00150266']
['03653', '03653_0003525_cnn_inception100.csv', '0.0133335']
['03811', '03811_0001061_cnn_inception100.csv', '0.00427044']
['03534', '03534_0001170_cnn_inception100.csv', '0.0212706']
['04129', '04129_0003284_cnn_inception100.csv', '0.000666558']
['04016', '04016_0004839_cnn_inception100.csv', '0.00172849']
['04795', '04795_0001014_cnn_inception100.csv', '0.0006569']
['05491', '05491_0000554_cnn_inception100.csv', '0.00758903']
['05712', '05712_0004599_cnn_inception100.csv', '0.00412465']
['05879', '05879_0005292_cnn_inception100.csv', '0.00037783']
['05761', '05761_0008617_cnn_inception100.csv', '0.00339214']
['06426', '06426_0000775_cnn_inception100.csv', '0.00342291']
['06482', '06482_0004450_cnn_inception100.csv', '0.000388285']
['06465', '06465_0005069_cnn_inception100.csv', '0.00155694']
['06269', '06269_0002073_cnn_inception100.csv', '0.00436212']
['06186', '06186_0005601_cnn_inception100.csv', '0.123833']
['06899', '06899_0007063_cnn_inception100.csv', '0.00698426']
['06717', '06717_0004578_cnn_inception100.csv', '0.00159465']
['07249', '07249_0001124_cnn_inception100.csv', '0.00252544']
['07332', '07332_0005397_cnn_inception100.csv', '0.00153909']
['07330', '07330_0002109_cnn_inception100.csv', '0.001294']
