['00463', '00463_0003892_cnn_inception100.csv', '0.00339487']
['00008', '00008_0005858_cnn_inception100.csv', '0.00419018']
['00134', '00134_0002361_cnn_inception100.csv', '0.00174893']
['00209', '00209_0018843_cnn_inception100.csv', '0.00112313']
['00304', '00304_0009156_cnn_inception100.csv', '0.00144283']
['01688', '01688_0015415_cnn_inception100.csv', '0.00204011']
['02068', '02068_0002611_cnn_inception100.csv', '0.00229294']
['03485', '03485_0002642_cnn_inception100.csv', '0.00276663']
['03794', '03794_0022252_cnn_inception100.csv', '0.000955932']
['03768', '03768_0001664_cnn_inception100.csv', '0.00128536']
['03836', '03836_0002481_cnn_inception100.csv', '0.00158032']
['03736', '03736_0003245_cnn_inception100.csv', '0.000160403']
['04479', '04479_0004804_cnn_inception100.csv', '0.000153294']
['04967', '04967_0003960_cnn_inception100.csv', '0.00104962']
['04995', '04995_0002601_cnn_inception100.csv', '0.00873397']
['04677', '04677_0000209_cnn_inception100.csv', '0.00238017']
['05214', '05214_0016101_cnn_inception100.csv', '0.000395082']
['05088', '05088_0007755_cnn_inception100.csv', '0.0138505']
['05687', '05687_0000472_cnn_inception100.csv', '0.00248929']
['05738', '05738_0002143_cnn_inception100.csv', '0.000446174']
['06333', '06333_0006460_cnn_inception100.csv', '0.00335256']
['06103', '06103_0000723_cnn_inception100.csv', '0.000156549']
['06606', '06606_0003043_cnn_inception100.csv', '0.0193253']
['06690', '06690_0002918_cnn_inception100.csv', '0.0375304']
['06869', '06869_0016033_cnn_inception100.csv', '0.00106985']
