['00269', '00269_0002099_cnn_inception100.csv', '3.42324e-06']
['00371', '00371_0003834_cnn_inception100.csv', '0.000644373']
['00255', '00255_0000943_cnn_inception100.csv', '0.00115505']
['00051', '00051_0003431_cnn_inception100.csv', '0.0297187']
['00176', '00176_0006178_cnn_inception100.csv', '0.00197901']
['00344', '00344_0001674_cnn_inception100.csv', '0.000687195']
['00140', '00140_0000996_cnn_inception100.csv', '0.00371934']
['00042', '00042_0008935_cnn_inception100.csv', '9.92019e-06']
['00928', '00928_0008211_cnn_inception100.csv', '0.000244225']
['00959', '00959_0000660_cnn_inception100.csv', '0.00121526']
['00554', '00554_0003112_cnn_inception100.csv', '0.00114191']
['00841', '00841_0011030_cnn_inception100.csv', '0.00725819']
['01261', '01261_0005631_cnn_inception100.csv', '0.00176158']
['01218', '01218_0003171_cnn_inception100.csv', '0.00178846']
['01201', '01201_0003498_cnn_inception100.csv', '0.00766591']
['01395', '01395_0005052_cnn_inception100.csv', '0.00106878']
['02146', '02146_0010163_cnn_inception100.csv', '0.000810535']
['02364', '02364_0003964_cnn_inception100.csv', '0.00177394']
['02287', '02287_0000118_cnn_inception100.csv', '0.0058059']
['02054', '02054_0005590_cnn_inception100.csv', '0.00232526']
['03247', '03247_0004733_cnn_inception100.csv', '0.00233375']
['03170', '03170_0002616_cnn_inception100.csv', '0.00211591']
['03229', '03229_0033050_cnn_inception100.csv', '0.0632258']
['03193', '03193_0078120_cnn_inception100.csv', '0.000304617']
['03555', '03555_0001773_cnn_inception100.csv', '0.00385111']
['03986', '03986_0000979_cnn_inception100.csv', '0.00501459']
['03889', '03889_0007903_cnn_inception100.csv', '0.00574117']
['04457', '04457_0002393_cnn_inception100.csv', '0.00234927']
['04442', '04442_0003502_cnn_inception100.csv', '0.00229673']
['04472', '04472_0004077_cnn_inception100.csv', '0.00289251']
['04667', '04667_0006997_cnn_inception100.csv', '0.00450326']
['04779', '04779_0002937_cnn_inception100.csv', '0.00203769']
['04743', '04743_0003895_cnn_inception100.csv', '0.0448266']
['04824', '04824_0001824_cnn_inception100.csv', '0.00207087']
['05230', '05230_0001245_cnn_inception100.csv', '0.00182791']
['05224', '05224_0004760_cnn_inception100.csv', '0.000428135']
['05580', '05580_0009102_cnn_inception100.csv', '0.00271209']
['05869', '05869_0006153_cnn_inception100.csv', '0.0192675']
['05875', '05875_0005586_cnn_inception100.csv', '0.0460538']
['05743', '05743_0012135_cnn_inception100.csv', '0.000403973']
['05591', '05591_0012712_cnn_inception100.csv', '0.00079448']
['06158', '06158_0001966_cnn_inception100.csv', '0.000408686']
['06400', '06400_0004912_cnn_inception100.csv', '0.00170962']
['06883', '06883_0004581_cnn_inception100.csv', '0.000547347']
['06899', '06899_0007063_cnn_inception100.csv', '0.00163979']
['06548', '06548_0016036_cnn_inception100.csv', '0.00125107']
['06526', '06526_0001699_cnn_inception100.csv', '0.000613718']
['07136', '07136_0002013_cnn_inception100.csv', '0.000913476']
['07184', '07184_0002940_cnn_inception100.csv', '0.01256']
['07301', '07301_0001070_cnn_inception100.csv', '0.00121546']
['07116', '07116_0003173_cnn_inception100.csv', '0.000656157']
