['00269', '00269_0002099_cnn_inception100.csv', '5.80363e-06']
['00981', '00981_0002392_cnn_inception100.csv', '0.00233338']
['01408', '01408_0003826_cnn_inception100.csv', '0.0021965']
['01390', '01390_0009704_cnn_inception100.csv', '0.000594041']
['01388', '01388_0003549_cnn_inception100.csv', '0.0282209']
['01146', '01146_0004309_cnn_inception100.csv', '0.00301908']
['01911', '01911_0004393_cnn_inception100.csv', '0.0305898']
['01756', '01756_0008271_cnn_inception100.csv', '0.0245397']
['02537', '02537_0008307_cnn_inception100.csv', '0.00207909']
['02646', '02646_0001013_cnn_inception100.csv', '0.00112816']
['02624', '02624_0002623_cnn_inception100.csv', '0.000541445']
['02639', '02639_0003173_cnn_inception100.csv', '0.00076967']
['02973', '02973_0001392_cnn_inception100.csv', '0.00245069']
['02547', '02547_0002593_cnn_inception100.csv', '0.00195242']
['02843', '02843_0005148_cnn_inception100.csv', '0.000357061']
['02829', '02829_0002165_cnn_inception100.csv', '0.00772599']
['02282', '02282_0000998_cnn_inception100.csv', '0.000615825']
['03199', '03199_0001842_cnn_inception100.csv', '0.00072859']
['03096', '03096_0004648_cnn_inception100.csv', '0.00137609']
['03685', '03685_0018006_cnn_inception100.csv', '0.00198963']
['03688', '03688_0005052_cnn_inception100.csv', '0.000657921']
['04181', '04181_0002159_cnn_inception100.csv', '0.00504738']
['04789', '04789_0002172_cnn_inception100.csv', '0.00147238']
['05400', '05400_0000701_cnn_inception100.csv', '0.000681377']
['05363', '05363_0004261_cnn_inception100.csv', '0.00235198']
['05115', '05115_0004082_cnn_inception100.csv', '0.000929975']
['05005', '05005_0001296_cnn_inception100.csv', '0.000975861']
['05894', '05894_0000949_cnn_inception100.csv', '1.72378e-05']
['05875', '05875_0005586_cnn_inception100.csv', '0.00324141']
['05952', '05952_0004757_cnn_inception100.csv', '0.0112001']
['05592', '05592_0015033_cnn_inception100.csv', '0.000760177']
['05808', '05808_0004456_cnn_inception100.csv', '0.00220376']
['06246', '06246_0000631_cnn_inception100.csv', '0.00167261']
['06277', '06277_0005878_cnn_inception100.csv', '0.00160902']
['06317', '06317_0003767_cnn_inception100.csv', '0.000880085']
['06008', '06008_0005620_cnn_inception100.csv', '0.00382994']
['06878', '06878_0000445_cnn_inception100.csv', '0.00288491']
['06623', '06623_0001648_cnn_inception100.csv', '0.00889705']
