['00065', '00065_0005799_cnn_inception100.csv', '2.59449e-06']
['00001', '00001_0001302_cnn_inception100.csv', '1.31858e-05']
['00064', '00064_0001150_cnn_inception100.csv', '0.00146591']
['00267', '00267_0005136_cnn_inception100.csv', '2.65884e-06']
['00280', '00280_0003839_cnn_inception100.csv', '8.6452e-06']
['00230', '00230_0006493_cnn_inception100.csv', '0.00314179']
['00334', '00334_0004825_cnn_inception100.csv', '3.28688e-07']
['00428', '00428_0005964_cnn_inception100.csv', '8.32499e-05']
['00595', '00595_0003952_cnn_inception100.csv', '1.71038e-07']
['00975', '00975_0003780_cnn_inception100.csv', '0.00130408']
['00825', '00825_0002477_cnn_inception100.csv', '1.45881e-05']
['01145', '01145_0004326_cnn_inception100.csv', '1.47448e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.000380592']
['01124', '01124_0006390_cnn_inception100.csv', '1.58407e-07']
['01032', '01032_0002991_cnn_inception100.csv', '0.00846244']
['01073', '01073_0001410_cnn_inception100.csv', '0.00302771']
['01580', '01580_0006920_cnn_inception100.csv', '0.00427371']
['01516', '01516_0003728_cnn_inception100.csv', '0.000173661']
['01607', '01607_0006752_cnn_inception100.csv', '0.00310341']
['01698', '01698_0001248_cnn_inception100.csv', '7.42542e-06']
['01639', '01639_0009790_cnn_inception100.csv', '6.27461e-05']
['01554', '01554_0000394_cnn_inception100.csv', '2.7355e-06']
['02705', '02705_0005628_cnn_inception100.csv', '0.000876293']
['02876', '02876_0000707_cnn_inception100.csv', '1.01386e-06']
['02841', '02841_0000934_cnn_inception100.csv', '2.50787e-05']
['02988', '02988_0007963_cnn_inception100.csv', '0.000438713']
['02772', '02772_0006140_cnn_inception100.csv', '0.000164724']
['02730', '02730_0004914_cnn_inception100.csv', '0.000475942']
['02594', '02594_0005070_cnn_inception100.csv', '0.00265006']
['02869', '02869_0003520_cnn_inception100.csv', '0.000130926']
['02712', '02712_0001041_cnn_inception100.csv', '9.79761e-06']
['02350', '02350_0000432_cnn_inception100.csv', '0.00432285']
['02359', '02359_0008508_cnn_inception100.csv', '7.07309e-08']
['02420', '02420_0009129_cnn_inception100.csv', '0.000949404']
['02318', '02318_0002276_cnn_inception100.csv', '0.0696368']
['03224', '03224_0001106_cnn_inception100.csv', '0.000184806']
['03309', '03309_0002098_cnn_inception100.csv', '0.000573046']
['03347', '03347_0002089_cnn_inception100.csv', '0.001056']
['03031', '03031_0005341_cnn_inception100.csv', '1.31528e-06']
['03408', '03408_0002294_cnn_inception100.csv', '0.0105532']
['03702', '03702_0004453_cnn_inception100.csv', '0.00366262']
['03799', '03799_0005028_cnn_inception100.csv', '1.11746e-05']
['04251', '04251_0010147_cnn_inception100.csv', '9.61987e-06']
['04364', '04364_0004133_cnn_inception100.csv', '0.000251575']
['04067', '04067_0001198_cnn_inception100.csv', '0.000988473']
['04420', '04420_0000145_cnn_inception100.csv', '0.000930545']
['04604', '04604_0000111_cnn_inception100.csv', '1.6677e-05']
['04558', '04558_0005203_cnn_inception100.csv', '0.00310632']
['04902', '04902_0000705_cnn_inception100.csv', '0.00530233']
['04884', '04884_0001150_cnn_inception100.csv', '0.000110128']
['05091', '05091_0003216_cnn_inception100.csv', '2.6514e-07']
['05221', '05221_0000918_cnn_inception100.csv', '0.0240902']
['05334', '05334_0004336_cnn_inception100.csv', '0.0016525']
['05802', '05802_0005959_cnn_inception100.csv', '0.00114236']
['05752', '05752_0008371_cnn_inception100.csv', '1.19388e-05']
['05772', '05772_0024069_cnn_inception100.csv', '2.35829e-05']
['05727', '05727_0011518_cnn_inception100.csv', '0.00463099']
['05917', '05917_0004888_cnn_inception100.csv', '6.00004e-06']
['06171', '06171_0010781_cnn_inception100.csv', '3.04896e-06']
['06454', '06454_0007957_cnn_inception100.csv', '6.51285e-06']
['06553', '06553_0006980_cnn_inception100.csv', '0.000157556']
['06591', '06591_0002980_cnn_inception100.csv', '0.00874628']
['06548', '06548_0016036_cnn_inception100.csv', '0.000410404']
['07072', '07072_0004570_cnn_inception100.csv', '1.37474e-06']
['07468', '07468_0011557_cnn_inception100.csv', '0.033199']
['07220', '07220_0005828_cnn_inception100.csv', '0.00520768']
