['00241', '00241_0001174_cnn_inception100.csv', '0.0118091']
['00909', '00909_0012596_cnn_inception100.csv', '0.00683309']
['00620', '00620_0000632_cnn_inception100.csv', '0.00323796']
['01275', '01275_0002098_cnn_inception100.csv', '0.000264377']
['01468', '01468_0027920_cnn_inception100.csv', '0.00530761']
['01723', '01723_0001796_cnn_inception100.csv', '0.00243566']
['02334', '02334_0000610_cnn_inception100.csv', '0.000977529']
['02003', '02003_0019135_cnn_inception100.csv', '0.00577886']
['02286', '02286_0003863_cnn_inception100.csv', '0.0017057']
['03967', '03967_0014608_cnn_inception100.csv', '0.00373485']
['04454', '04454_0000363_cnn_inception100.csv', '0.00166765']
['04316', '04316_0005752_cnn_inception100.csv', '0.00396051']
['05987', '05987_0003755_cnn_inception100.csv', '0.00220812']
['06274', '06274_0013848_cnn_inception100.csv', '0.011437']
['06546', '06546_0004151_cnn_inception100.csv', '0.00755535']
['07374', '07374_0001487_cnn_inception100.csv', '0.00072026']
