['00098', '00098_0000569_cnn_inception100.csv', '0.000107539']
['00291', '00291_0002624_cnn_inception100.csv', '0.0509623']
['00147', '00147_0000011_cnn_inception100.csv', '0.00224973']
['00199', '00199_0015555_cnn_inception100.csv', '3.78494e-06']
['00475', '00475_0013432_cnn_inception100.csv', '0.00189388']
['00669', '00669_0008825_cnn_inception100.csv', '0.00432182']
['00953', '00953_0001417_cnn_inception100.csv', '0.00171291']
['00626', '00626_0005407_cnn_inception100.csv', '0.00162778']
['00522', '00522_0002410_cnn_inception100.csv', '0.000540471']
['01384', '01384_0001195_cnn_inception100.csv', '0.00179601']
['01012', '01012_0003706_cnn_inception100.csv', '0.00160967']
['01238', '01238_0002108_cnn_inception100.csv', '0.0067967']
['01088', '01088_0002648_cnn_inception100.csv', '0.00197511']
['01955', '01955_0005255_cnn_inception100.csv', '0.000996366']
['01980', '01980_0005853_cnn_inception100.csv', '0.0114739']
['01549', '01549_0002573_cnn_inception100.csv', '0.0110118']
['01848', '01848_0008598_cnn_inception100.csv', '0.000731374']
['01792', '01792_0004551_cnn_inception100.csv', '0.00808025']
['02554', '02554_0011197_cnn_inception100.csv', '0.00471685']
['02670', '02670_0008420_cnn_inception100.csv', '0.0092023']
['02899', '02899_0005387_cnn_inception100.csv', '0.000804059']
['02548', '02548_0015423_cnn_inception100.csv', '0.00818386']
['02545', '02545_0003321_cnn_inception100.csv', '3.63449e-05']
['02291', '02291_0001403_cnn_inception100.csv', '0.00372646']
['02493', '02493_0005064_cnn_inception100.csv', '0.00106479']
['02479', '02479_0004472_cnn_inception100.csv', '0.000613475']
['02340', '02340_0013812_cnn_inception100.csv', '0.00676712']
['02127', '02127_0007273_cnn_inception100.csv', '0.000765039']
['03487', '03487_0002413_cnn_inception100.csv', '0.0095725']
['03190', '03190_0008228_cnn_inception100.csv', '0.000950378']
['03386', '03386_0028774_cnn_inception100.csv', '0.00182368']
['03476', '03476_0004916_cnn_inception100.csv', '0.000696468']
['03371', '03371_0004487_cnn_inception100.csv', '0.00244014']
['03062', '03062_0003336_cnn_inception100.csv', '0.000638233']
['03590', '03590_0002442_cnn_inception100.csv', '0.024646']
['03558', '03558_0004283_cnn_inception100.csv', '0.00204601']
['03999', '03999_0000103_cnn_inception100.csv', '0.0127495']
['03504', '03504_0015136_cnn_inception100.csv', '0.00344142']
['03892', '03892_0001059_cnn_inception100.csv', '0.00108621']
['04142', '04142_0003932_cnn_inception100.csv', '0.00137978']
['04242', '04242_0001432_cnn_inception100.csv', '0.0133827']
['04520', '04520_0006382_cnn_inception100.csv', '0.0103761']
['04954', '04954_0004486_cnn_inception100.csv', '0.00188948']
['04739', '04739_0002574_cnn_inception100.csv', '1.1869e-05']
['04764', '04764_0002739_cnn_inception100.csv', '0.00267876']
['04950', '04950_0004065_cnn_inception100.csv', '0.00348181']
['05232', '05232_0041130_cnn_inception100.csv', '0.00377111']
['05471', '05471_0001258_cnn_inception100.csv', '0.00306959']
['05263', '05263_0004405_cnn_inception100.csv', '0.00283864']
['05208', '05208_0000332_cnn_inception100.csv', '0.00329971']
['05461', '05461_0004163_cnn_inception100.csv', '0.00176291']
['05201', '05201_0004930_cnn_inception100.csv', '0.00480069']
['05820', '05820_0002104_cnn_inception100.csv', '0.00319614']
['05611', '05611_0006567_cnn_inception100.csv', '0.00222619']
['05547', '05547_0006002_cnn_inception100.csv', '0.00212613']
['05523', '05523_0007331_cnn_inception100.csv', '0.00228202']
['05853', '05853_0002293_cnn_inception100.csv', '0.00560762']
['05612', '05612_0002606_cnn_inception100.csv', '0.00185412']
['06440', '06440_0008451_cnn_inception100.csv', '0.00224275']
['06408', '06408_0000800_cnn_inception100.csv', '0.0150069']
['06624', '06624_0002261_cnn_inception100.csv', '0.00237405']
['06665', '06665_0000294_cnn_inception100.csv', '0.00210021']
['06788', '06788_0005764_cnn_inception100.csv', '0.00176838']
['06502', '06502_0001953_cnn_inception100.csv', '0.0125643']
['06844', '06844_0008417_cnn_inception100.csv', '0.00627576']
['07359', '07359_0026568_cnn_inception100.csv', '0.00190918']
['07148', '07148_0004088_cnn_inception100.csv', '0.00590957']
['07297', '07297_0004725_cnn_inception100.csv', '0.00322382']
['07243', '07243_0001030_cnn_inception100.csv', '0.000316371']
['07336', '07336_0003585_cnn_inception100.csv', '0.0174218']
