['00455', '00455_0003571_cnn_inception100.csv', '0.00392694']
['00464', '00464_0011077_cnn_inception100.csv', '0.00635672']
['00261', '00261_0007302_cnn_inception100.csv', '0.000804166']
['00098', '00098_0000569_cnn_inception100.csv', '0.00053744']
['00384', '00384_0001524_cnn_inception100.csv', '0.00241633']
['00341', '00341_0000265_cnn_inception100.csv', '0.00535384']
['00385', '00385_0000141_cnn_inception100.csv', '0.000413427']
['00159', '00159_0000727_cnn_inception100.csv', '0.000554304']
['00309', '00309_0005160_cnn_inception100.csv', '0.00140777']
['00301', '00301_0002224_cnn_inception100.csv', '0.00100437']
['00079', '00079_0000477_cnn_inception100.csv', '0.00187111']
['00023', '00023_0002211_cnn_inception100.csv', '0.00149639']
['00014', '00014_0006149_cnn_inception100.csv', '0.00644491']
['00484', '00484_0000210_cnn_inception100.csv', '0.00119068']
['00057', '00057_0019078_cnn_inception100.csv', '0.0128059']
['00230', '00230_0006493_cnn_inception100.csv', '0.00663598']
['00182', '00182_0003801_cnn_inception100.csv', '0.00239104']
['00138', '00138_0006070_cnn_inception100.csv', '0.00107355']
['00106', '00106_0003408_cnn_inception100.csv', '0.00223452']
['00369', '00369_0017563_cnn_inception100.csv', '0.0170453']
['00444', '00444_0005707_cnn_inception100.csv', '0.00167067']
['00489', '00489_0005381_cnn_inception100.csv', '0.00118321']
['00019', '00019_0003553_cnn_inception100.csv', '0.00126212']
['00225', '00225_0005139_cnn_inception100.csv', '0.000637678']
['00249', '00249_0005488_cnn_inception100.csv', '0.00580423']
['00416', '00416_0001383_cnn_inception100.csv', '0.000397902']
['00247', '00247_0001167_cnn_inception100.csv', '0.00617942']
['00656', '00656_0000260_cnn_inception100.csv', '0.000343209']
['00866', '00866_0005554_cnn_inception100.csv', '0.00101171']
['00782', '00782_0005502_cnn_inception100.csv', '0.0147282']
['00588', '00588_0004719_cnn_inception100.csv', '0.00215849']
['00543', '00543_0006005_cnn_inception100.csv', '0.00266442']
['00977', '00977_0004814_cnn_inception100.csv', '0.0012302']
['00589', '00589_0002378_cnn_inception100.csv', '0.00231136']
['00777', '00777_0000753_cnn_inception100.csv', '0.00170869']
['00502', '00502_0000011_cnn_inception100.csv', '4.3143e-05']
['00953', '00953_0001417_cnn_inception100.csv', '0.00199563']
['00567', '00567_0003346_cnn_inception100.csv', '0.000181659']
['00873', '00873_0001326_cnn_inception100.csv', '0.000727474']
['00626', '00626_0005407_cnn_inception100.csv', '0.00287889']
['00880', '00880_0004505_cnn_inception100.csv', '0.0023973']
['00643', '00643_0013059_cnn_inception100.csv', '0.000338728']
['00821', '00821_0003016_cnn_inception100.csv', '0.0495236']
