['00098', '00098_0000569_cnn_inception100.csv', '9.2377e-05']
['00454', '00454_0003884_cnn_inception100.csv', '0.00238062']
['00202', '00202_0002919_cnn_inception100.csv', '0.0068268']
['00489', '00489_0005381_cnn_inception100.csv', '0.000814015']
['00416', '00416_0001383_cnn_inception100.csv', '0.00388035']
['00804', '00804_0005644_cnn_inception100.csv', '0.00371877']
['00915', '00915_0006169_cnn_inception100.csv', '0.000843469']
['00687', '00687_0004197_cnn_inception100.csv', '0.00524503']
['00600', '00600_0005544_cnn_inception100.csv', '0.00399007']
['00540', '00540_0000828_cnn_inception100.csv', '0.00836036']
['00679', '00679_0001094_cnn_inception100.csv', '0.000825606']
['01233', '01233_0001350_cnn_inception100.csv', '3.69015e-06']
['01471', '01471_0013913_cnn_inception100.csv', '0.00236065']
['01178', '01178_0003901_cnn_inception100.csv', '0.000694808']
['01004', '01004_0004982_cnn_inception100.csv', '0.00223887']
['01486', '01486_0026207_cnn_inception100.csv', '0.000850258']
['01419', '01419_0004936_cnn_inception100.csv', '0.0158752']
['01332', '01332_0004942_cnn_inception100.csv', '0.000393303']
['01545', '01545_0084176_cnn_inception100.csv', '0.00290054']
['01974', '01974_0006951_cnn_inception100.csv', '0.00123645']
['01864', '01864_0002529_cnn_inception100.csv', '0.00161745']
['01813', '01813_0008870_cnn_inception100.csv', '0.00385095']
['01841', '01841_0002184_cnn_inception100.csv', '0.0028201']
['02759', '02759_0009295_cnn_inception100.csv', '0.00380136']
['02620', '02620_0001217_cnn_inception100.csv', '0.00387019']
['02923', '02923_0010078_cnn_inception100.csv', '0.00254495']
['02394', '02394_0001174_cnn_inception100.csv', '0.00405747']
['02337', '02337_0004786_cnn_inception100.csv', '0.000229278']
['02025', '02025_0004788_cnn_inception100.csv', '0.00578788']
['02251', '02251_0005953_cnn_inception100.csv', '0.00431423']
['03019', '03019_0000001_cnn_inception100.csv', '0.000768742']
['03328', '03328_0003386_cnn_inception100.csv', '0.00175199']
['03522', '03522_0001787_cnn_inception100.csv', '0.00110586']
['03720', '03720_0010305_cnn_inception100.csv', '0.000999514']
['03943', '03943_0002781_cnn_inception100.csv', '0.00220082']
['03928', '03928_0000049_cnn_inception100.csv', '0.00238982']
['03763', '03763_0002719_cnn_inception100.csv', '0.00103638']
['03503', '03503_0002769_cnn_inception100.csv', '0.00256718']
['03776', '03776_0002553_cnn_inception100.csv', '0.00049054']
['03694', '03694_0008139_cnn_inception100.csv', '0.00103797']
['04031', '04031_0001242_cnn_inception100.csv', '0.00337958']
['04186', '04186_0040157_cnn_inception100.csv', '0.00202429']
['04449', '04449_0001864_cnn_inception100.csv', '0.00111784']
['04434', '04434_0001972_cnn_inception100.csv', '0.00231333']
['04319', '04319_0002187_cnn_inception100.csv', '0.00473668']
['04113', '04113_0003885_cnn_inception100.csv', '0.0344273']
['04141', '04141_0026832_cnn_inception100.csv', '4.58567e-06']
['04136', '04136_0004789_cnn_inception100.csv', '0.0023047']
['04940', '04940_0001030_cnn_inception100.csv', '0.0031893']
['04749', '04749_0012883_cnn_inception100.csv', '0.00712659']
['04887', '04887_0001769_cnn_inception100.csv', '4.89919e-05']
['04610', '04610_0000078_cnn_inception100.csv', '0.000715175']
['04865', '04865_0001997_cnn_inception100.csv', '0.0241684']
['04809', '04809_0051188_cnn_inception100.csv', '0.000274463']
['04767', '04767_0006736_cnn_inception100.csv', '0.0228452']
['04705', '04705_0002854_cnn_inception100.csv', '0.00297492']
['05127', '05127_0001397_cnn_inception100.csv', '0.00179354']
['05491', '05491_0000554_cnn_inception100.csv', '0.00164845']
['05024', '05024_0003046_cnn_inception100.csv', '0.0122074']
['05016', '05016_0005212_cnn_inception100.csv', '0.0140767']
['05486', '05486_0003099_cnn_inception100.csv', '0.00271094']
['05488', '05488_0007701_cnn_inception100.csv', '0.000506414']
['05949', '05949_0004336_cnn_inception100.csv', '0.000299091']
['05717', '05717_0034442_cnn_inception100.csv', '0.00185607']
['05767', '05767_0002570_cnn_inception100.csv', '0.00229698']
['05537', '05537_0013298_cnn_inception100.csv', '0.0159857']
['05565', '05565_0004613_cnn_inception100.csv', '0.00055073']
['05757', '05757_0005693_cnn_inception100.csv', '0.00540726']
['06393', '06393_0001103_cnn_inception100.csv', '0.00309936']
['06072', '06072_0004225_cnn_inception100.csv', '8.22935e-05']
['06405', '06405_0004192_cnn_inception100.csv', '0.00164281']
['06263', '06263_0002162_cnn_inception100.csv', '0.00312697']
['06457', '06457_0003452_cnn_inception100.csv', '5.33275e-05']
['06342', '06342_0004118_cnn_inception100.csv', '0.000306102']
['06221', '06221_0004159_cnn_inception100.csv', '0.00294335']
['06036', '06036_0004412_cnn_inception100.csv', '0.00114815']
['06745', '06745_0008056_cnn_inception100.csv', '0.00714252']
['06895', '06895_0004798_cnn_inception100.csv', '0.00124104']
['07285', '07285_0006977_cnn_inception100.csv', '0.00571867']
['07353', '07353_0002869_cnn_inception100.csv', '0.00756922']
['07205', '07205_0003348_cnn_inception100.csv', '0.000306393']
['07063', '07063_0005495_cnn_inception100.csv', '0.000199075']
