['00148', '00148_0007637_cnn_inception100.csv', '3.48531e-07']
['00100', '00100_0000728_cnn_inception100.csv', '0.00112495']
['00155', '00155_0001467_cnn_inception100.csv', '0.0139013']
['00731', '00731_0005738_cnn_inception100.csv', '0.000323672']
['00820', '00820_0001844_cnn_inception100.csv', '3.78219e-05']
['00819', '00819_0011704_cnn_inception100.csv', '0.0037151']
['00642', '00642_0001481_cnn_inception100.csv', '0.00097387']
['00772', '00772_0001822_cnn_inception100.csv', '0.00730124']
['00793', '00793_0002744_cnn_inception100.csv', '0.0555259']
['01008', '01008_0002570_cnn_inception100.csv', '0.00585065']
['01046', '01046_0000847_cnn_inception100.csv', '0.0132531']
['01183', '01183_0005646_cnn_inception100.csv', '0.000441503']
['01011', '01011_0003528_cnn_inception100.csv', '2.0237e-06']
['01130', '01130_0034252_cnn_inception100.csv', '0.00013382']
['01528', '01528_0003220_cnn_inception100.csv', '0.0014851']
['01692', '01692_0005098_cnn_inception100.csv', '0.00121752']
['01811', '01811_0006483_cnn_inception100.csv', '0.0059606']
['01829', '01829_0001240_cnn_inception100.csv', '0.00491067']
['01752', '01752_0000240_cnn_inception100.csv', '0.00115321']
['01808', '01808_0004590_cnn_inception100.csv', '0.00147487']
['02733', '02733_0009398_cnn_inception100.csv', '8.77835e-05']
['02607', '02607_0000651_cnn_inception100.csv', '0.00924208']
['02637', '02637_0006314_cnn_inception100.csv', '0.00156821']
['02717', '02717_0011905_cnn_inception100.csv', '0.00175296']
['02955', '02955_0000676_cnn_inception100.csv', '0.000486468']
['02939', '02939_0008255_cnn_inception100.csv', '0.000835701']
['02279', '02279_0004345_cnn_inception100.csv', '0.00150305']
['02077', '02077_0002840_cnn_inception100.csv', '0.0024786']
['03086', '03086_0003255_cnn_inception100.csv', '0.00123886']
['03386', '03386_0028774_cnn_inception100.csv', '0.00198311']
['03430', '03430_0003883_cnn_inception100.csv', '0.000435653']
['03813', '03813_0005522_cnn_inception100.csv', '0.00211109']
['03719', '03719_0004744_cnn_inception100.csv', '0.015509']
['04126', '04126_0004963_cnn_inception100.csv', '0.000236095']
['04167', '04167_0000694_cnn_inception100.csv', '0.0013812']
['04485', '04485_0005185_cnn_inception100.csv', '0.00141228']
['04334', '04334_0005572_cnn_inception100.csv', '1.164e-05']
['04011', '04011_0007587_cnn_inception100.csv', '0.00561208']
['04832', '04832_0017142_cnn_inception100.csv', '0.00572099']
['04533', '04533_0005294_cnn_inception100.csv', '0.000123731']
['04827', '04827_0006576_cnn_inception100.csv', '0.00072675']
['04636', '04636_0025135_cnn_inception100.csv', '0.00185795']
['04522', '04522_0005636_cnn_inception100.csv', '2.02724e-05']
['04641', '04641_0001795_cnn_inception100.csv', '0.00224425']
['05257', '05257_0006469_cnn_inception100.csv', '8.60056e-05']
['05337', '05337_0008893_cnn_inception100.csv', '0.00182072']
['05489', '05489_0008614_cnn_inception100.csv', '0.00394732']
['05017', '05017_0007579_cnn_inception100.csv', '0.00081224']
['05154', '05154_0000168_cnn_inception100.csv', '0.00363238']
['05857', '05857_0016475_cnn_inception100.csv', '0.00326717']
['05701', '05701_0004232_cnn_inception100.csv', '0.00486859']
['05718', '05718_0003442_cnn_inception100.csv', '0.000533105']
['05839', '05839_0009714_cnn_inception100.csv', '0.00138051']
['06106', '06106_0008222_cnn_inception100.csv', '0.00220478']
['06084', '06084_0001488_cnn_inception100.csv', '0.000191498']
['06376', '06376_0005806_cnn_inception100.csv', '0.00186669']
['06535', '06535_0002581_cnn_inception100.csv', '0.000313359']
['06861', '06861_0000589_cnn_inception100.csv', '0.000330117']
['06748', '06748_0008652_cnn_inception100.csv', '0.00337514']
['07139', '07139_0004292_cnn_inception100.csv', '0.00170155']
['07147', '07147_0010193_cnn_inception100.csv', '0.00228343']
['07380', '07380_0000634_cnn_inception100.csv', '0.00137206']
['07403', '07403_0012719_cnn_inception100.csv', '0.000383087']
['07245', '07245_0021872_cnn_inception100.csv', '5.44632e-06']
