['00121', '00121_0000143_cnn_inception100.csv', '0.00685349']
['00360', '00360_0002668_cnn_inception100.csv', '0.00179805']
['01607', '01607_0006752_cnn_inception100.csv', '0.0035911']
['01808', '01808_0004590_cnn_inception100.csv', '0.00269321']
['02139', '02139_0009746_cnn_inception100.csv', '0.00100359']
['02318', '02318_0002276_cnn_inception100.csv', '0.00144742']
['02275', '02275_0000606_cnn_inception100.csv', '0.0449451']
['02490', '02490_0003311_cnn_inception100.csv', '0.00577104']
['03143', '03143_0000964_cnn_inception100.csv', '0.00201733']
['03915', '03915_0000758_cnn_inception100.csv', '0.000836944']
['04366', '04366_0000348_cnn_inception100.csv', '0.000811391']
['05382', '05382_0002521_cnn_inception100.csv', '0.00147208']
['06193', '06193_0014394_cnn_inception100.csv', '0.0937234']
['06537', '06537_0001707_cnn_inception100.csv', '0.00628165']
['06774', '06774_0004659_cnn_inception100.csv', '0.00229971']
['06991', '06991_0000709_cnn_inception100.csv', '0.0223197']
['06643', '06643_0002488_cnn_inception100.csv', '0.0126971']
