['00001', '00001_0001302_cnn_inception100.csv', '6.19249e-07']
['00267', '00267_0005136_cnn_inception100.csv', '1.14894e-05']
['00280', '00280_0003839_cnn_inception100.csv', '5.61459e-06']
['00071', '00071_0000277_cnn_inception100.csv', '0.00103132']
['00176', '00176_0006178_cnn_inception100.csv', '0.00387706']
['00344', '00344_0001674_cnn_inception100.csv', '0.000594061']
['00428', '00428_0005964_cnn_inception100.csv', '1.82204e-05']
['00595', '00595_0003952_cnn_inception100.csv', '7.65191e-06']
['00698', '00698_0002312_cnn_inception100.csv', '0.0294686']
['00975', '00975_0003780_cnn_inception100.csv', '0.00187263']
['00825', '00825_0002477_cnn_inception100.csv', '2.34876e-06']
['01159', '01159_0002523_cnn_inception100.csv', '0.00374229']
['01317', '01317_0003724_cnn_inception100.csv', '0.00142698']
['01124', '01124_0006390_cnn_inception100.csv', '1.43294e-05']
['01230', '01230_0004960_cnn_inception100.csv', '0.013468']
['01395', '01395_0005052_cnn_inception100.csv', '0.0175946']
['01797', '01797_0000702_cnn_inception100.csv', '0.00373816']
['01514', '01514_0001826_cnn_inception100.csv', '2.50233e-05']
['01639', '01639_0009790_cnn_inception100.csv', '5.30574e-08']
['01554', '01554_0000394_cnn_inception100.csv', '7.20635e-08']
['02705', '02705_0005628_cnn_inception100.csv', '0.00243405']
['02876', '02876_0000707_cnn_inception100.csv', '3.19616e-07']
['02772', '02772_0006140_cnn_inception100.csv', '2.21597e-07']
['02359', '02359_0008508_cnn_inception100.csv', '3.29005e-08']
['02419', '02419_0005422_cnn_inception100.csv', '0.00178031']
['02056', '02056_0002993_cnn_inception100.csv', '6.57054e-07']
['02210', '02210_0001079_cnn_inception100.csv', '0.00019551']
['02048', '02048_0004849_cnn_inception100.csv', '0.00130864']
['02110', '02110_0005871_cnn_inception100.csv', '0.00247625']
['03248', '03248_0004691_cnn_inception100.csv', '0.00204728']
['03399', '03399_0003455_cnn_inception100.csv', '8.94717e-06']
['03347', '03347_0002089_cnn_inception100.csv', '0.0202638']
['03203', '03203_0001570_cnn_inception100.csv', '0.00139039']
['03031', '03031_0005341_cnn_inception100.csv', '6.37689e-09']
['03701', '03701_0004672_cnn_inception100.csv', '0.0015134']
['03799', '03799_0005028_cnn_inception100.csv', '5.00854e-07']
['04364', '04364_0004133_cnn_inception100.csv', '6.56865e-05']
['04273', '04273_0001012_cnn_inception100.csv', '0.00540331']
['04482', '04482_0007376_cnn_inception100.csv', '0.00131777']
['04494', '04494_0004679_cnn_inception100.csv', '0.00046622']
['04026', '04026_0004507_cnn_inception100.csv', '0.00297282']
['04604', '04604_0000111_cnn_inception100.csv', '1.49154e-05']
['04707', '04707_0002233_cnn_inception100.csv', '0.000364372']
['05313', '05313_0003240_cnn_inception100.csv', '0.0155177']
['05091', '05091_0003216_cnn_inception100.csv', '2.18351e-06']
['05317', '05317_0002925_cnn_inception100.csv', '0.000320925']
['05164', '05164_0000837_cnn_inception100.csv', '0.00158506']
['05860', '05860_0028735_cnn_inception100.csv', '4.20974e-05']
['05917', '05917_0004888_cnn_inception100.csv', '1.51858e-06']
['06343', '06343_0009713_cnn_inception100.csv', '0.00208725']
['06171', '06171_0010781_cnn_inception100.csv', '6.32341e-08']
['06390', '06390_0003138_cnn_inception100.csv', '0.0214943']
['06454', '06454_0007957_cnn_inception100.csv', '2.70478e-05']
['06172', '06172_0004899_cnn_inception100.csv', '0.00189']
['06553', '06553_0006980_cnn_inception100.csv', '0.000107596']
['06883', '06883_0004581_cnn_inception100.csv', '0.000996572']
['06548', '06548_0016036_cnn_inception100.csv', '0.0193163']
['06777', '06777_0001086_cnn_inception100.csv', '0.000303732']
['07072', '07072_0004570_cnn_inception100.csv', '3.59038e-06']
['07361', '07361_0011287_cnn_inception100.csv', '0.0027216']
['07056', '07056_0002541_cnn_inception100.csv', '0.0048817']
['07220', '07220_0005828_cnn_inception100.csv', '5.88834e-07']
['07055', '07055_0047166_cnn_inception100.csv', '0.00201687']
