['00294', '00294_0004730_cnn_inception100.csv', '0.00285432']
['00263', '00263_0010685_cnn_inception100.csv', '0.0035447']
['00350', '00350_0008146_cnn_inception100.csv', '0.00263335']
['00680', '00680_0000543_cnn_inception100.csv', '0.00171178']
['01426', '01426_0001128_cnn_inception100.csv', '0.00239063']
['01521', '01521_0005356_cnn_inception100.csv', '0.00160302']
['01504', '01504_0004352_cnn_inception100.csv', '0.00285037']
['01959', '01959_0004362_cnn_inception100.csv', '0.00113701']
['02905', '02905_0001873_cnn_inception100.csv', '0.000933875']
['02549', '02549_0017210_cnn_inception100.csv', '0.00185082']
['02688', '02688_0000798_cnn_inception100.csv', '0.00242299']
['02516', '02516_0002125_cnn_inception100.csv', '0.0103044']
['02069', '02069_0006864_cnn_inception100.csv', '0.00184655']
['02078', '02078_0005123_cnn_inception100.csv', '0.0040583']
['02499', '02499_0028229_cnn_inception100.csv', '0.00225657']
['03410', '03410_0002463_cnn_inception100.csv', '0.00488502']
['03350', '03350_0003430_cnn_inception100.csv', '0.00636574']
['03510', '03510_0009822_cnn_inception100.csv', '0.0039246']
['04500', '04500_0005153_cnn_inception100.csv', '0.00420123']
['04766', '04766_0001622_cnn_inception100.csv', '0.00162704']
['05096', '05096_0001176_cnn_inception100.csv', '0.00326639']
['05012', '05012_0014152_cnn_inception100.csv', '0.00337324']
['05399', '05399_0005680_cnn_inception100.csv', '0.00271775']
['05955', '05955_0001840_cnn_inception100.csv', '0.00412973']
['05964', '05964_0003787_cnn_inception100.csv', '0.00387919']
['05513', '05513_0007012_cnn_inception100.csv', '0.000959576']
['05786', '05786_0004031_cnn_inception100.csv', '0.00303189']
['05609', '05609_0007312_cnn_inception100.csv', '0.00252541']
['06579', '06579_0001637_cnn_inception100.csv', '0.0124153']
['07291', '07291_0000439_cnn_inception100.csv', '0.00335071']
['07464', '07464_0005283_cnn_inception100.csv', '0.00321766']
