['00453', '00453_0004386_cnn_inception100.csv', '8.28186e-05']
['00071', '00071_0000277_cnn_inception100.csv', '0.00107217']
['00446', '00446_0001072_cnn_inception100.csv', '0.0367207']
['00629', '00629_0002725_cnn_inception100.csv', '0.00707512']
['00720', '00720_0000821_cnn_inception100.csv', '0.00107904']
['01880', '01880_0006532_cnn_inception100.csv', '0.00481499']
['02936', '02936_0005954_cnn_inception100.csv', '0.00169894']
['02355', '02355_0006349_cnn_inception100.csv', '0.00154759']
['02400', '02400_0000083_cnn_inception100.csv', '0.00890755']
['02313', '02313_0017423_cnn_inception100.csv', '0.00141853']
['02186', '02186_0000436_cnn_inception100.csv', '0.00345618']
['03597', '03597_0005236_cnn_inception100.csv', '0.0159666']
['03811', '03811_0001061_cnn_inception100.csv', '0.000950128']
['03627', '03627_0003414_cnn_inception100.csv', '0.00632338']
['04055', '04055_0007015_cnn_inception100.csv', '0.00174778']
['04023', '04023_0014551_cnn_inception100.csv', '0.033297']
['04759', '04759_0007312_cnn_inception100.csv', '0.00261639']
['05235', '05235_0004348_cnn_inception100.csv', '0.00781416']
['05712', '05712_0004599_cnn_inception100.csv', '0.000218603']
['05612', '05612_0002606_cnn_inception100.csv', '0.00145326']
['06365', '06365_0002829_cnn_inception100.csv', '0.00405277']
