['00053', '00053_0003116_cnn_inception100.csv', '0.00144564']
['00373', '00373_0000425_cnn_inception100.csv', '0.0046268']
['00551', '00551_0004396_cnn_inception100.csv', '0.00735276']
['00831', '00831_0001423_cnn_inception100.csv', '0.000609202']
['01129', '01129_0001590_cnn_inception100.csv', '3.07055e-05']
['01099', '01099_0001701_cnn_inception100.csv', '0.00119265']
['01512', '01512_0013045_cnn_inception100.csv', '0.00120308']
['01910', '01910_0003426_cnn_inception100.csv', '0.0016507']
['01773', '01773_0006310_cnn_inception100.csv', '0.0349876']
['02879', '02879_0001166_cnn_inception100.csv', '0.00437939']
['02576', '02576_0001285_cnn_inception100.csv', '0.00219033']
['02875', '02875_0000609_cnn_inception100.csv', '0.00377145']
['02827', '02827_0002201_cnn_inception100.csv', '0.0151829']
['02635', '02635_0068324_cnn_inception100.csv', '0.00115622']
['02334', '02334_0000610_cnn_inception100.csv', '0.00350707']
['02369', '02369_0004141_cnn_inception100.csv', '0.00192467']
['02240', '02240_0002031_cnn_inception100.csv', '0.0023339']
['02424', '02424_0006158_cnn_inception100.csv', '0.00215646']
['03450', '03450_0001839_cnn_inception100.csv', '0.000775535']
['03158', '03158_0002067_cnn_inception100.csv', '0.000201758']
['03430', '03430_0003883_cnn_inception100.csv', '0.000687255']
['03926', '03926_0001158_cnn_inception100.csv', '0.0273144']
['04618', '04618_0002502_cnn_inception100.csv', '0.0142455']
['04891', '04891_0004136_cnn_inception100.csv', '0.00220526']
['05110', '05110_0001898_cnn_inception100.csv', '0.00351803']
['05288', '05288_0001650_cnn_inception100.csv', '0.000980614']
['05622', '05622_0004262_cnn_inception100.csv', '0.000542653']
['05530', '05530_0002593_cnn_inception100.csv', '0.0198998']
['05795', '05795_0000771_cnn_inception100.csv', '0.00530147']
['06365', '06365_0002829_cnn_inception100.csv', '0.00637435']
['07051', '07051_0005022_cnn_inception100.csv', '0.00170833']
['07398', '07398_0002561_cnn_inception100.csv', '0.00183306']
