['00041', '00041_0001458_cnn_inception100.csv', '0.000344633']
['00467', '00467_0022586_cnn_inception100.csv', '0.00216355']
['00152', '00152_0003114_cnn_inception100.csv', '0.00285133']
['00473', '00473_0002229_cnn_inception100.csv', '0.00202876']
['00650', '00650_0002568_cnn_inception100.csv', '0.00332001']
['01007', '01007_0010968_cnn_inception100.csv', '0.00215911']
['01220', '01220_0007220_cnn_inception100.csv', '0.00149214']
['01018', '01018_0010499_cnn_inception100.csv', '0.00275832']
['01106', '01106_0011115_cnn_inception100.csv', '0.0021646']
['01335', '01335_0002327_cnn_inception100.csv', '0.00310608']
['01629', '01629_0004044_cnn_inception100.csv', '0.000639857']
['01642', '01642_0003518_cnn_inception100.csv', '0.00240069']
['01938', '01938_0001587_cnn_inception100.csv', '0.000836921']
['01972', '01972_0020502_cnn_inception100.csv', '0.00144198']
['01711', '01711_0028345_cnn_inception100.csv', '0.00131955']
['01847', '01847_0039374_cnn_inception100.csv', '0.00119734']
['02590', '02590_0004926_cnn_inception100.csv', '0.00584797']
['02717', '02717_0011905_cnn_inception100.csv', '0.00471257']
['02556', '02556_0003813_cnn_inception100.csv', '0.00186262']
['02776', '02776_0003872_cnn_inception100.csv', '0.00321633']
['02033', '02033_0004308_cnn_inception100.csv', '0.00398666']
['02254', '02254_0004802_cnn_inception100.csv', '0.000536667']
['02388', '02388_0000929_cnn_inception100.csv', '0.000281068']
['03081', '03081_0000933_cnn_inception100.csv', '0.00162345']
['03301', '03301_0004746_cnn_inception100.csv', '0.00198886']
['03439', '03439_0005182_cnn_inception100.csv', '0.00277874']
['03712', '03712_0041026_cnn_inception100.csv', '0.00375544']
['04313', '04313_0000626_cnn_inception100.csv', '0.00188197']
['04468', '04468_0001944_cnn_inception100.csv', '0.00248644']
['04975', '04975_0018935_cnn_inception100.csv', '0.00312921']
['04577', '04577_0012934_cnn_inception100.csv', '0.001381']
['04582', '04582_0005082_cnn_inception100.csv', '0.00236643']
['05171', '05171_0050905_cnn_inception100.csv', '0.00166657']
['05521', '05521_0002555_cnn_inception100.csv', '0.0107774']
['05888', '05888_0001428_cnn_inception100.csv', '0.00604552']
['05731', '05731_0009058_cnn_inception100.csv', '0.00238589']
['06476', '06476_0003878_cnn_inception100.csv', '0.00100919']
['06491', '06491_0007651_cnn_inception100.csv', '0.00335952']
['06064', '06064_0014645_cnn_inception100.csv', '0.00161742']
['06055', '06055_0010621_cnn_inception100.csv', '0.00049366']
['06882', '06882_0041641_cnn_inception100.csv', '0.00169589']
['06872', '06872_0023261_cnn_inception100.csv', '0.00147949']
['06749', '06749_0001497_cnn_inception100.csv', '0.0028882']
['06784', '06784_0002626_cnn_inception100.csv', '0.00332255']
['07027', '07027_0011523_cnn_inception100.csv', '0.00209309']
['07150', '07150_0002144_cnn_inception100.csv', '0.00212783']
['07294', '07294_0012634_cnn_inception100.csv', '0.00275776']
