['00491', '00491_0004314_cnn_inception100.csv', '3.09964e-06']
['00454', '00454_0003884_cnn_inception100.csv', '0.0010154']
['00391', '00391_0060740_cnn_inception100.csv', '0.0899052']
['00095', '00095_0016518_cnn_inception100.csv', '0.00196931']
['00638', '00638_0004433_cnn_inception100.csv', '0.00104551']
['00623', '00623_0012128_cnn_inception100.csv', '0.00172354']
['01269', '01269_0004424_cnn_inception100.csv', '0.001798']
['01406', '01406_0002059_cnn_inception100.csv', '0.000174898']
['01984', '01984_0004141_cnn_inception100.csv', '0.00315127']
['01937', '01937_0000008_cnn_inception100.csv', '0.00128978']
['01533', '01533_0010984_cnn_inception100.csv', '0.000116518']
['01773', '01773_0006310_cnn_inception100.csv', '0.00234467']
['02855', '02855_0010837_cnn_inception100.csv', '0.00746015']
['02574', '02574_0002955_cnn_inception100.csv', '0.00160085']
['02420', '02420_0009129_cnn_inception100.csv', '2.36703e-06']
['02380', '02380_0001756_cnn_inception100.csv', '0.00268836']
['03256', '03256_0000767_cnn_inception100.csv', '0.046545']
['03954', '03954_0019171_cnn_inception100.csv', '0.00249955']
['04008', '04008_0004805_cnn_inception100.csv', '0.00591413']
['04067', '04067_0001198_cnn_inception100.csv', '0.00015954']
['04891', '04891_0004136_cnn_inception100.csv', '0.00171043']
['05346', '05346_0008494_cnn_inception100.csv', '0.00283965']
['05576', '05576_0013493_cnn_inception100.csv', '0.00272632']
['05917', '05917_0004888_cnn_inception100.csv', '2.94033e-07']
['05678', '05678_0003574_cnn_inception100.csv', '0.00545852']
['05840', '05840_0009058_cnn_inception100.csv', '0.00136378']
['05597', '05597_0008074_cnn_inception100.csv', '0.000280747']
['05932', '05932_0016506_cnn_inception100.csv', '0.00222947']
['06486', '06486_0006766_cnn_inception100.csv', '0.00164272']
['06429', '06429_0005371_cnn_inception100.csv', '0.00212252']
['06847', '06847_0030182_cnn_inception100.csv', '0.00465304']
['06882', '06882_0041641_cnn_inception100.csv', '0.00885864']
['06515', '06515_0014018_cnn_inception100.csv', '0.01018']
['07074', '07074_0020405_cnn_inception100.csv', '0.000316839']
['07200', '07200_0038845_cnn_inception100.csv', '0.000670303']
