['00980', '00980_0045328_cnn_inception100.csv', '0.00245285']
['00966', '00966_0004098_cnn_inception100.csv', '0.000472513']
['00685', '00685_0007350_cnn_inception100.csv', '0.0157486']
['01394', '01394_0008244_cnn_inception100.csv', '0.000255551']
['01977', '01977_0001794_cnn_inception100.csv', '0.00184458']
['01963', '01963_0003967_cnn_inception100.csv', '0.00438272']
['01541', '01541_0006540_cnn_inception100.csv', '0.00766399']
['01677', '01677_0004051_cnn_inception100.csv', '0.000541443']
['02640', '02640_0005059_cnn_inception100.csv', '0.00206503']
['02657', '02657_0010657_cnn_inception100.csv', '0.00166249']
['02034', '02034_0002169_cnn_inception100.csv', '0.00179259']
['03381', '03381_0006800_cnn_inception100.csv', '0.00246644']
['03056', '03056_0002267_cnn_inception100.csv', '0.000354023']
['04120', '04120_0004854_cnn_inception100.csv', '0.00179078']
['04159', '04159_0003145_cnn_inception100.csv', '0.122228']
['04058', '04058_0000849_cnn_inception100.csv', '0.000898552']
['04034', '04034_0005643_cnn_inception100.csv', '0.00122061']
['04458', '04458_0007056_cnn_inception100.csv', '0.0250506']
['05419', '05419_0000471_cnn_inception100.csv', '0.000683292']
['05785', '05785_0001413_cnn_inception100.csv', '0.00741206']
['05661', '05661_0005682_cnn_inception100.csv', '0.00151354']
['05613', '05613_0006656_cnn_inception100.csv', '0.00461009']
['06728', '06728_0002362_cnn_inception100.csv', '0.00113138']
['06577', '06577_0006059_cnn_inception100.csv', '0.0018397']
